subject,llm_object_id,start_index,peak_index,end_index,is_complete,period_seconds,full_excursion,temporal_symmetry
9,122,45813,46060,46190,True,3.008,0.28445999999999994,0.6896551724137931
9,123,46190,46435,46568,True,3.0,0.25415,0.7037037037037037
9,124,46568,46809,47051,True,2.992,0.25317,0.9979296066252588
9,127,47693,47934,48067,True,2.984,0.28445,0.7112299465240641
9,128,48067,48310,48551,True,3.008,0.26197000000000004,0.9958677685950413
9,129,48551,48683,48814,True,2.984,0.22776,0.9961977186311787
9,133,49938,50185,50317,True,3.024,0.3030299999999999,0.6965699208443272
9,134,50317,50559,50690,True,2.992,0.27566,0.7024128686327078
9,135,50690,50933,51068,True,2.992,0.23754,0.7142857142857143
9,136,51068,51308,51447,True,3.0,0.23852,0.7335092348284961
9,139,52189,52432,52562,True,2.992,0.27760999999999997,0.6970509383378016
9,140,52562,52808,52942,True,3.008,0.2434,0.7052631578947368
9,141,52942,53184,53319,True,3.008,0.24144,0.7161803713527852
9,142,53319,53558,53689,True,2.992,0.24438000000000001,0.7081081081081081
9,143,53689,53934,54065,True,3.008,0.23948999999999998,0.6968085106382979
9,145,54439,54682,54811,True,2.992,0.2737,0.6935483870967742
9,146,54811,55057,55189,True,3.0,0.26979000000000003,0.6984126984126984
9,147,55189,55433,55564,True,3.008,0.25024,0.6986666666666667
9,148,55564,55808,55941,True,3.0,0.24145,0.7055702917771883
9,151,56689,56933,57066,True,3.008,0.27077,0.7055702917771883
9,152,57066,57307,57439,True,2.992,0.25025,0.707774798927614
9,156,58565,58806,58937,True,2.984,0.28933999999999993,0.7043010752688172
9,157,58937,59181,59312,True,3.0,0.27663,0.6986666666666667
9,158,59312,59556,59691,True,3.0,0.25024,0.712401055408971
10,6,1862,2015,2203,True,2.928,0.35533699999999996,0.8973607038123167
10,92,36785,36906,37116,True,3.0,0.41164999999999996,0.7311178247734139
10,113,44828,45050,45318,True,3.68,0.86408,0.9061224489795918
11,4,1773,1981,2138,True,2.512,0.435205,0.8602739726027397
11,18,9582,9955,10136,True,4.84,0.72127,0.6534296028880866
11,58,30033,30246,30568,True,4.056,0.55256,0.7962616822429907
11,59,30568,30782,31106,True,4.288,0.64303,0.7955390334572491
11,116,58896,59167,59343,True,4.04,0.69682,0.7874720357941835
13,1,333,516,730,True,,0.16618,0.9219143576826196
13,2,730,881,1126,True,2.92,0.18377000000000002,0.7626262626262627
13,3,1126,1274,1488,True,3.144,0.16422,0.8176795580110497
13,4,1488,1646,1905,True,2.976,0.17301999999999998,0.7577937649880095
13,5,1905,2058,2267,True,3.296,0.16813000000000003,0.8453038674033149
13,6,2267,2437,2691,True,3.032,0.19452999999999998,0.8018867924528301
13,7,2691,2835,3059,True,3.184,0.15738,0.782608695652174
13,8,3059,3212,3469,True,3.016,0.18866000000000002,0.7463414634146341
13,9,3469,3613,3840,True,3.208,0.16422000000000003,0.7762803234501348
13,11,4255,4390,4641,True,3.248,0.21603000000000003,0.6994818652849741
13,13,5052,5203,5477,True,3.304,0.24829,0.7105882352941176
13,14,5477,5619,5850,True,3.328,0.17204,0.7613941018766757
13,15,5850,5990,6612,True,2.968,0.17107,0.36745406824146987
13,16,6612,6773,7817,True,6.264,0.16423,0.2672199170124482
13,17,7817,8006,8656,True,9.864,0.15542,0.4505363528009535
13,18,8656,8819,9077,True,6.504,0.16129000000000002,0.7743467933491687
13,19,9077,9225,9444,True,3.248,0.16031,0.8065395095367848
13,20,9444,9591,9868,True,2.928,0.17498000000000002,0.6933962264150944
13,21,9868,10000,10230,True,3.272,0.15053,0.7292817679558011
13,22,10230,10379,10613,True,3.032,0.15249,0.7780678851174935
13,23,10613,10741,10989,True,2.896,0.15249,0.6808510638297872
13,25,11777,11902,12165,True,3.24,0.21407,0.6443298969072164
13,27,12561,12710,13302,True,3.376,0.21798000000000003,0.40215924426450744
13,28,13302,13439,13693,True,5.832,0.18084,0.70076726342711
13,29,13693,13852,14465,True,3.304,0.14661999999999997,0.4119170984455959
13,30,14465,15764,16349,True,15.296,0.18671000000000001,0.6210191082802548
13,31,16349,16885,17109,True,8.968,0.14662000000000003,0.5894736842105264
13,32,17109,17249,17538,True,2.912,0.16911,0.6526806526806527
13,33,17538,17676,17920,True,3.416,0.16519999999999999,0.7225130890052356
13,34,17920,18056,18311,True,3.04,0.20234000000000002,0.6956521739130435
13,35,18311,18436,18712,True,3.04,0.1867,0.6234413965087282
13,36,18712,18844,19074,True,3.264,0.18377000000000002,0.7292817679558011
13,37,19074,19199,19476,True,2.84,0.19158999999999998,0.6218905472636815
13,38,19476,19618,19854,True,3.352,0.17204,0.7513227513227514
13,40,20261,20407,20644,True,3.4,0.14662999999999998,0.762402088772846
13,41,20644,20813,21052,True,3.248,0.16813000000000003,0.8284313725490196
13,42,21052,21199,21437,True,3.088,0.18084,0.7636363636363637
13,43,21437,21631,21838,True,3.456,0.15738000000000002,0.9675810473815462
13,44,21838,21983,22572,True,2.816,0.14370000000000002,0.3950953678474114
13,45,22572,22762,22957,True,6.232,0.16032,0.987012987012987
13,46,22957,23109,23326,True,2.776,0.17693,0.8238482384823849
13,48,24102,24243,24887,True,3.432,0.15738000000000002,0.35923566878980895
13,49,24887,25024,25270,True,6.248,0.15542999999999998,0.7154046997389034
13,50,25270,25392,25670,True,2.944,0.17595,0.61
13,51,25670,25820,26041,True,3.424,0.13587,0.8086253369272237
13,52,26041,26182,26444,True,2.896,0.14662999999999998,0.6997518610421836
13,53,26444,26603,27170,True,3.368,0.14662,0.4380165289256198
13,54,27170,27310,27573,True,5.656,0.18475000000000003,0.6947890818858561
13,55,27573,27690,27950,True,3.04,0.14174000000000003,0.6206896551724138
13,57,28353,28492,28727,True,3.352,0.20821,0.7433155080213903
13,58,28727,28865,29078,True,2.984,0.15835999999999997,0.7863247863247863
13,59,29078,29260,30244,True,3.16,0.1525,0.31217838765008576
13,60,30244,30427,30655,True,9.336,0.16422000000000003,0.8905109489051095
13,61,30655,30842,31442,True,3.32,0.15347,0.47522236340533675
13,62,31442,31644,31833,True,6.416,0.17302,0.9667519181585678
13,63,31833,31970,32203,True,2.608,0.14271999999999999,0.7405405405405405
13,64,32203,32335,32601,True,2.92,0.18083999999999997,0.6633165829145728
13,65,32601,32741,32989,True,3.248,0.14956,0.7216494845360825
13,66,32989,33118,33722,True,3.016,0.16226999999999997,0.3519781718963165
13,67,33722,33869,34090,True,6.008,0.15444999999999998,0.7989130434782609
13,68,34090,34228,34454,True,2.872,0.13392,0.7582417582417582
13,69,34454,34672,34837,True,3.552,0.16129,0.8616187989556136
13,70,34837,35007,35221,True,2.68,0.18573000000000003,0.8854166666666666
13,71,35221,35346,35492,True,2.712,0.18279,0.9225092250922509
13,72,35492,35741,36056,True,3.16,0.1779,0.8829787234042553
13,74,36422,36928,37148,True,5.464,0.362654,0.6060606060606061
13,75,37148,37272,38811,True,2.752,0.19257000000000002,0.14912808177991577
13,76,38811,41304,41519,True,32.256,0.17204,0.1587887740029542
13,77,41519,41638,41860,True,2.672,0.13001,0.6979472140762464
13,78,41860,41990,42203,True,2.816,0.14173999999999998,0.7580174927113703
13,79,42203,42342,43209,True,2.816,0.14174,0.27634194831013914
13,80,43209,43321,43866,True,7.832,0.16911,0.3409436834094368
13,81,43866,44004,44213,True,5.464,0.14272,0.7953890489913544
13,82,44213,44429,44553,True,3.4,0.14662999999999998,0.7294117647058824
13,83,44553,44675,44904,True,1.968,0.12317,0.6951566951566952
13,84,44904,45113,45283,True,3.504,0.16911000000000004,0.8970976253298153
13,85,45283,45468,45655,True,2.84,0.17204,0.9946236559139785
13,86,45655,45806,46036,True,2.704,0.15738000000000002,0.7926509186351706
13,87,46036,46223,46356,True,3.336,0.15543,0.83125
13,88,46356,46522,46684,True,2.392,0.15542999999999998,0.9878048780487805
13,89,46684,46820,47017,True,2.384,0.14467,0.8168168168168168
13,90,47017,47231,47743,True,3.288,0.18572999999999998,0.5895316804407713
13,91,47743,48343,48847,True,8.896,0.18865999999999997,0.9130434782608696
13,92,48847,49045,50288,True,5.616,0.16814,0.2748091603053435
13,93,50288,50505,50641,True,11.68,0.16618,0.7705382436260624
13,94,50641,50837,51344,True,2.656,0.19355,0.5576102418207681
13,95,51344,52190,52419,True,10.824,0.21505,0.42604651162790697
13,96,52419,52537,52755,True,2.776,0.16910999999999998,0.7023809523809523
13,97,52755,52882,53105,True,2.76,0.18181999999999998,0.7257142857142858
13,99,54584,54777,54961,True,12.44,0.17203999999999997,0.9761273209549072
13,100,54961,55131,55657,True,2.832,0.16129000000000002,0.4885057471264368
13,101,55657,56134,56757,True,8.024,0.17692999999999998,0.8672727272727273
13,102,56757,57348,57493,True,9.712,0.16617000000000004,0.3940217391304348
13,103,57493,57689,57877,True,2.728,0.16422,0.9791666666666666
13,104,57877,58042,58239,True,2.824,0.16519999999999999,0.9116022099447514
13,105,58239,58719,59298,True,5.416,0.16227,0.9065155807365439
14,1,443,859,999,True,4.448,0.51834,0.5035971223021583
14,3,1565,1947,2097,True,4.96,0.54034,0.5639097744360902
14,4,2097,2505,2671,True,4.464,0.51834,0.578397212543554
14,12,5608,6026,6168,True,4.336,1.0415699999999999,0.5071428571428571
14,13,6168,6555,6813,True,4.232,0.98778,0.8
14,20,10270,10685,10860,True,4.488,1.03668,0.5932203389830508
14,28,17214,17581,17750,True,4.088,1.17849,0.6305970149253731
14,30,18925,19304,19463,True,4.28,0.9339900000000001,0.5910780669144982
14,36,22459,22849,23007,True,5.2,1.1467,0.5766423357664234
14,38,23572,23947,24094,True,4.088,0.978,0.5632183908045977
14,40,24519,24802,24938,True,4.392,0.43765,0.6491646778042959
14,41,24938,25413,25569,True,4.888,0.56723,0.4944532488114105
14,42,25569,25980,26122,True,4.536,0.49389,0.5135623869801085
14,43,26122,26446,26678,True,3.728,0.5501199999999999,0.8345323741007195
14,44,26678,27056,27223,True,4.88,0.41075999999999996,0.6128440366972476
14,45,27223,27663,27799,True,4.856,0.54768,0.4722222222222222
14,49,29531,29953,30083,True,4.424,0.60391,0.47101449275362317
14,51,31233,31669,31810,True,4.648,0.66503,0.48873483535528595
14,56,34177,34612,34755,True,4.664,1.1515900000000001,0.4948096885813149
14,63,36981,37399,37544,True,4.28,0.5305599999999999,0.5150976909413854
14,69,39082,39321,39440,True,2.632,0.56235,0.664804469273743
14,75,44004,44392,44538,True,4.288,1.0977999999999999,0.5468164794007491
14,76,44538,44992,45145,True,4.8,1.1320299999999999,0.5041186161449753
14,77,45145,45581,45733,True,4.712,1.05135,0.5170068027210885
14,78,45733,46173,46327,True,4.736,1.18338,0.5185185185185186
14,79,46327,46712,46957,True,4.312,1.10269,0.7777777777777778
14,81,47183,47443,47609,True,2.904,0.8533,0.7793427230046949
14,82,47609,48015,48166,True,4.576,0.68459,0.5421903052064632
14,84,48400,48654,48802,True,2.936,0.7481599999999999,0.736318407960199
14,89,51625,52036,52184,True,4.544,1.04156,0.5295169946332737
14,98,58039,58352,58507,True,3.28,0.8753,0.6623931623931624
15,1,51,637,811,True,,0.82151,0.45789473684210524
15,2,811,1124,1361,True,3.896,0.6846,0.8618181818181818
15,6,2716,3026,3229,True,3.456,0.7335,0.7914230019493178
15,7,3229,3523,3689,True,3.976,0.7823899999999999,0.7217391304347827
15,9,4013,4428,4594,True,4.592,0.70416,0.5714285714285714
15,10,4594,4890,5016,True,3.696,0.5061100000000001,0.5971563981042654
15,12,5357,5841,5996,True,5.504,0.787285,0.48513302034428796
15,15,7013,7276,7422,True,3.952,1.33007,0.7139364303178484
15,23,10659,11010,11181,True,4.4,0.87775,0.6551724137931034
15,24,11181,11515,11730,True,4.04,0.8850899999999999,0.7832422586520947
15,26,12642,12713,12865,True,6.264,1.801945,0.6367713004484306
15,31,14692,14964,15158,True,4.256,1.22739,0.8326180257510729
15,35,16596,16906,17122,True,4.224,1.2396099999999999,0.8212927756653993
15,38,18127,18425,18641,True,4.312,1.25913,0.8404669260700389
15,56,27192,27535,27740,True,4.152,1.3643,0.7481751824817517
15,60,29313,29653,29841,True,4.624,1.6332,0.7121212121212122
15,87,43427,43708,43874,True,4.832,1.78724,0.7427293064876958
15,88,43874,44194,44377,True,3.888,1.36186,0.7276341948310139
15,96,48576,48910,49092,True,6.784,0.47676999999999997,0.7054263565891472
15,97,49092,49236,49424,True,2.608,0.222495,0.8674698795180723
15,99,49923,50393,50550,True,4.784,0.836185,0.5007974481658692
15,100,50550,50901,51099,True,4.064,0.6136900000000001,0.7213114754098361
15,101,51099,51320,51840,True,3.352,0.70416,0.5964912280701755
15,103,52076,52391,52570,True,3.248,0.38631000000000004,0.7246963562753037
15,105,52979,53298,53490,True,3.856,0.3863,0.7514677103718199
15,106,53490,53605,54033,True,2.456,0.298285,0.423572744014733
15,107,54033,54238,54355,True,5.064,0.376525,0.7267080745341614
15,109,54581,54858,55047,True,3.064,0.30806,0.8111587982832618
15,110,55047,55340,56078,True,3.856,0.42298,0.5683802133850631
15,111,56078,56433,56570,True,8.744,0.425425,0.556910569105691
15,113,57084,57457,57619,True,4.8,0.33741,0.605607476635514
15,115,57863,58188,58557,True,3.552,0.46699,0.9365994236311239
15,116,58557,58848,59136,True,5.28,0.33007,0.9948186528497409
15,117,59136,59593,59784,True,5.96,0.32028999999999996,0.5895061728395061
17,61,24909,25222,25296,True,3.76,0.096774,0.38242894056847543
