subject,featuregraph_object_id,llm_object_id,featuregraph_start_index,llm_start_index,delta_start_index,featuregraph_peak_index,llm_peak_index,delta_peak_index,featuregraph_end_index,llm_end_index,delta_end_index,featuregraph_period_seconds,llm_period_seconds,delta_period_seconds,featuregraph_full_excursion,llm_full_excursion,delta_full_excursion,featuregraph_temporal_symmetry,llm_temporal_symmetry,delta_temporal_symmetry
1,20,20,6201.0,6148,53.0,6305.0,6279,26.0,6543.0,6487,56.0,3.024,2.872,0.1520000000000001,0.76148,0.7839700000000001,-0.02249,0.6081871345029239,0.7728613569321534,-0.1646742224292294
1,21,21,6543.0,6487,56.0,6646.0,6629,17.0,6932.0,6762,170.0,2.728,2.8,-0.0719999999999996,0.74878,0.74878,0.0,0.5295629820051414,0.9672727272727272,-0.4377097452675859
1,22,22,6932.0,6762,170.0,7041.0,7012,29.0,7343.0,7152,191.0,3.16,3.064,0.096,0.75269,0.73802,0.0146699999999999,0.5304136253041363,0.717948717948718,-0.1875350926445816
1,23,23,7343.0,7152,191.0,7404.0,7415,-11.0,7436.0,7553,-117.0,2.904,3.224,-0.3200000000000003,0.41056,0.70577,-0.29521,0.6881720430107527,0.6882793017456359,-0.0001072587348831
1,25,24,7689.0,7553,136.0,7748.0,7769,-21.0,7758.0,7905,-147.0,2.44,2.832,-0.3919999999999999,0.35582,0.7839700000000001,-0.42815,0.289855072463768,0.7727272727272727,-0.4828722002635046
1,27,25,8041.0,7905,136.0,8143.0,8135,8.0,8282.0,8347,-65.0,2.768,2.928,-0.1600000000000001,0.74095,0.75171,-0.0107599999999999,0.8464730290456431,0.9592760180995475,-0.1128029890539044
1,29,26,8416.0,8347,69.0,8493.0,8499,-6.0,8510.0,8693,-183.0,1.576,2.912,-1.336,0.4525999999999999,0.77322,-0.32062,0.3617021276595744,0.8786127167630058,-0.5169105891034314
1,31,27,8759.0,8693,66.0,8872.0,8844,28.0,9105.0,9054,51.0,2.728,2.76,-0.0319999999999995,0.7829900000000001,0.76148,0.02151,0.653179190751445,0.8365650969529086,-0.1833859062014635
1,32,28,9105.0,9054,51.0,9214.0,9199,15.0,9442.0,9394,48.0,2.736,2.84,-0.1039999999999996,0.89052,0.8827,0.0078199999999999,0.6468842729970327,0.8529411764705882,-0.2060569034735555
1,33,29,9442.0,9394,48.0,9547.0,9540,7.0,9812.0,9746,66.0,2.664,2.728,-0.064,0.86022,0.87879,-0.0185699999999999,0.5675675675675675,0.8295454545454546,-0.261977886977887
1,34,30,9812.0,9746,66.0,9930.0,9903,27.0,10154.0,10095,59.0,3.064,2.904,0.1600000000000001,0.911046,0.8739,0.037146,0.6900584795321638,0.8997134670487106,-0.2096549875165467
1,35,31,10154.0,10095,59.0,10272.0,10248,24.0,10485.0,10429,56.0,2.736,2.76,-0.0239999999999995,0.929619,0.911046,0.0185729999999999,0.7129909365558913,0.9161676646706588,-0.2031767281147674
1,36,32,10485.0,10429,56.0,10598.0,10570,28.0,10806.0,10750,56.0,2.608,2.576,0.032,0.917889,0.929619,-0.01173,0.7040498442367602,0.8785046728971962,-0.174454828660436
1,37,33,10806.0,10750,56.0,10915.0,10888,27.0,11123.0,11064,59.0,2.536,2.544,-0.008,0.956012,0.956012,0.0,0.6876971608832807,0.8789808917197452,-0.1912837308364645
1,38,34,11123.0,11064,59.0,11231.0,11207,24.0,11441.0,11392,49.0,2.528,2.552,-0.024,0.916911,0.954057,-0.037146,0.679245283018868,0.8719512195121951,-0.1927059364933271
1,39,35,11441.0,11392,49.0,11541.0,11527,14.0,11745.0,11698,47.0,2.48,2.56,-0.08,0.89247,0.908113,-0.0156429999999999,0.6578947368421053,0.8823529411764706,-0.2244582043343652
1,40,36,11745.0,11698,47.0,11841.0,11828,13.0,12062.0,12011,51.0,2.4,2.408,-0.008,0.905181,0.900293,0.004888,0.6056782334384858,0.8306709265175719,-0.2249926930790861
1,41,37,12062.0,12011,51.0,12165.0,12151,14.0,12394.0,12345,49.0,2.592,2.584,0.008,0.900293,0.905181,-0.004888,0.6204819277108433,0.8383233532934131,-0.2178414255825698
1,42,38,12394.0,12345,49.0,12497.0,12486,11.0,12738.0,12687,51.0,2.656,2.68,-0.024,0.905181,0.905181,0.0,0.5988372093023255,0.8245614035087719,-0.2257241942064464
1,43,39,12738.0,12687,51.0,12839.0,12828,11.0,13084.0,13031,53.0,2.736,2.736,0.0,0.89052,0.89932,-0.0088,0.5838150289017341,0.8197674418604651,-0.235952412958731
1,44,40,13084.0,13031,53.0,13192.0,13170,22.0,13429.0,13383,46.0,2.824,2.736,0.0879999999999996,0.8944300000000001,0.8817200000000001,0.0127099999999999,0.6260869565217391,0.7897727272727273,-0.1636857707509882
1,45,41,13429.0,13383,46.0,13535.0,13518,17.0,13772.0,13727,45.0,2.744,2.784,-0.0399999999999995,0.911046,0.911046,0.0,0.6180758017492711,0.7848837209302326,-0.1668079191809615
1,46,42,13772.0,13727,45.0,13879.0,13869,10.0,14130.0,14077,53.0,2.752,2.808,-0.056,0.88368,0.89541,-0.01173,0.5977653631284916,0.8114285714285714,-0.2136632083000798
1,47,43,14130.0,14077,53.0,14229.0,14217,12.0,14343.0,14424,-81.0,2.8,2.784,0.016,0.8563000000000001,0.914951,-0.058651,0.9295774647887324,0.8069164265129682,0.1226610382757641
1,49,44,14484.0,14424,60.0,14586.0,14578,8.0,14823.0,14775,48.0,1.856,2.888,-1.0319999999999998,0.921799,0.913978,0.007821,0.6017699115044248,0.8774928774928775,-0.2757229659884527
1,50,45,14823.0,14775,48.0,14929.0,14922,7.0,15171.0,15120,51.0,2.744,2.752,-0.0079999999999995,0.936461,0.936461,0.0,0.6091954022988506,0.8521739130434782,-0.2429785107446276
1,51,46,15171.0,15120,51.0,15277.0,15272,5.0,15539.0,15477,62.0,2.784,2.8,-0.016,0.938416,0.938416,0.0,0.5760869565217391,0.8515406162464986,-0.2754536597247594
1,52,47,15539.0,15477,62.0,15636.0,15628,8.0,15903.0,15850,53.0,2.872,2.848,0.024,0.915934,0.915934,0.0,0.532967032967033,0.8096514745308311,-0.2766844415637981
1,53,48,15903.0,15850,53.0,16013.0,16012,1.0,16292.0,16233,59.0,3.016,3.072,-0.056,0.901271,0.907136,-0.0058649999999998,0.5655526992287918,0.8459530026109661,-0.2804003033821742
1,54,49,16292.0,16233,59.0,16394.0,16388,6.0,16692.0,16624,68.0,3.048,3.008,0.04,0.88465,0.88465,0.0,0.51,0.7928388746803069,-0.2828388746803069
1,55,50,16692.0,16624,68.0,16789.0,16780,9.0,17040.0,16993,47.0,3.16,3.136,0.024,0.89541,0.88074,0.01467,0.5574712643678161,0.8455284552845528,-0.2880571909167366
1,56,51,17040.0,16993,47.0,17151.0,17141,10.0,17420.0,17356,64.0,2.896,2.888,0.008,0.912023,0.912023,0.0,0.5842105263157895,0.8154269972451791,-0.2312164709293895
1,57,52,17420.0,17356,64.0,17516.0,17512,4.0,17767.0,17712,55.0,2.92,2.968,-0.048,0.909091,0.89638,0.012711,0.5533141210374639,0.8764044943820225,-0.3230903733445586
1,58,53,17767.0,17712,55.0,17873.0,17856,17.0,18106.0,18056,50.0,2.856,2.752,0.104,0.916911,0.909091,0.00782,0.6253687315634218,0.8372093023255813,-0.2118405707621595
1,59,54,18106.0,18056,50.0,18217.0,18191,26.0,18427.0,18371,56.0,2.752,2.68,0.0719999999999996,0.911046,0.916911,-0.005865,0.691588785046729,0.8571428571428572,-0.1655540720961281
1,60,55,18427.0,18371,56.0,18526.0,18511,15.0,18763.0,18710,53.0,2.472,2.56,-0.088,0.922776,0.912023,0.010753,0.5892857142857143,0.8259587020648967,-0.2366729877791824
1,61,56,18763.0,18710,53.0,18867.0,18853,14.0,19090.0,19037,53.0,2.728,2.736,-0.008,0.909091,0.922776,-0.013685,0.636085626911315,0.8746177370030581,-0.2385321100917431
1,62,57,19090.0,19037,53.0,19191.0,19178,13.0,19429.0,19380,49.0,2.592,2.6,-0.008,0.916911,0.916911,0.0,0.5958702064896755,0.8221574344023324,-0.2262872279126568
1,63,58,19429.0,19380,49.0,19534.0,19530,4.0,19789.0,19732,57.0,2.744,2.816,-0.0719999999999996,0.903226,0.915934,-0.012708,0.5833333333333333,0.8522727272727273,-0.268939393939394
1,64,59,19789.0,19732,57.0,19887.0,19878,9.0,20148.0,20089,59.0,2.824,2.784,0.04,0.924731,0.924731,0.0,0.5459610027855153,0.8179271708683473,-0.271966168082832
1,65,60,20148.0,20089,59.0,20248.0,20241,7.0,20501.0,20455,46.0,2.888,2.904,-0.016,0.913001,0.913001,0.0,0.56657223796034,0.8306010928961749,-0.2640288549358349
1,66,61,20501.0,20455,46.0,20610.0,20608,2.0,20891.0,20833,58.0,2.896,2.936,-0.04,0.8915,0.89932,-0.00782,0.558974358974359,0.8095238095238095,-0.2505494505494505
1,67,62,20891.0,20833,58.0,20996.0,20994,2.0,21236.0,21189,47.0,3.088,3.088,0.0,0.920821,0.920821,0.0,0.6086956521739131,0.904494382022472,-0.2957987298485588
1,68,63,21236.0,21189,47.0,21341.0,21336,5.0,21602.0,21541,61.0,2.76,2.736,0.0239999999999995,0.930596,0.930596,0.0,0.5737704918032787,0.8352272727272727,-0.261456780923994
1,69,64,21602.0,21541,61.0,21697.0,21691,6.0,21953.0,21896,57.0,2.848,2.84,0.008,0.913978,0.913978,0.0,0.5413105413105412,0.8450704225352113,-0.30375988122467
1,70,65,21953.0,21896,57.0,22055.0,22044,11.0,22313.0,22261,52.0,2.864,2.824,0.04,0.917889,0.917889,0.0,0.5666666666666667,0.810958904109589,-0.2442922374429224
1,71,66,22313.0,22261,52.0,22420.0,22418,2.0,22689.0,22627,62.0,2.92,2.992,-0.072,0.925709,0.925709,0.0,0.5691489361702128,0.8579234972677596,-0.2887745610975468
1,72,67,22689.0,22627,62.0,22790.0,22783,7.0,23039.0,22990,49.0,2.96,2.92,0.04,0.921799,0.920821,0.000978,0.5771428571428572,0.859504132231405,-0.2823612750885478
1,73,68,23039.0,22990,49.0,23148.0,23151,-3.0,23399.0,23347,52.0,2.864,2.944,-0.08,0.916911,0.921799,-0.004888,0.6055555555555556,0.9019607843137256,-0.2964052287581699
1,74,69,23399.0,23347,52.0,23499.0,23495,4.0,23753.0,23695,58.0,2.808,2.752,0.056,0.929619,0.929619,0.0,0.5649717514124294,0.8505747126436781,-0.2856029612312487
1,75,70,23753.0,23695,58.0,23858.0,23842,16.0,24078.0,24025,53.0,2.872,2.776,0.096,0.901271,0.89345,0.007821,0.6461538461538461,0.8909090909090909,-0.2447552447552448
1,76,71,24078.0,24025,53.0,24171.0,24161,10.0,24411.0,24354,57.0,2.504,2.552,-0.048,0.917889,0.917889,0.0,0.5585585585585586,0.8267477203647416,-0.268189161806183
1,77,72,24411.0,24354,57.0,24511.0,24498,13.0,24750.0,24697,53.0,2.72,2.696,0.024,0.902248,0.902248,0.0,0.5899705014749262,0.8396501457725948,-0.2496796442976685
1,78,73,24750.0,24697,53.0,24863.0,24855,8.0,25124.0,25064,60.0,2.816,2.856,-0.04,0.908113,0.908113,0.0,0.6042780748663101,0.8610354223433243,-0.2567573474770142
1,79,74,25124.0,25064,60.0,25220.0,25215,5.0,25486.0,25425,61.0,2.856,2.88,-0.024,0.904203,0.904203,0.0,0.5303867403314917,0.8365650969529086,-0.3061783566214169
1,80,75,25486.0,25425,61.0,25589.0,25577,12.0,25821.0,25764,57.0,2.952,2.896,0.056,0.904203,0.88759,0.0166129999999999,0.6149253731343284,0.8967551622418879,-0.2818297891075595
1,81,76,25821.0,25764,57.0,25928.0,25912,16.0,26171.0,26119,52.0,2.712,2.68,0.032,0.913001,0.908113,0.004888,0.6114285714285714,0.8338028169014085,-0.222374245472837
1,82,77,26171.0,26119,52.0,26282.0,26276,6.0,26541.0,26481,60.0,2.832,2.912,-0.08,0.912023,0.913001,-0.0009779999999999,0.6,0.8674033149171271,-0.2674033149171271
1,83,78,26541.0,26481,60.0,26639.0,26639,0.0,26889.0,26835,54.0,2.856,2.904,-0.048,0.926686,0.910068,0.016618,0.5632183908045977,0.8926553672316384,-0.3294369764270407
1,84,79,26889.0,26835,54.0,26994.0,26981,13.0,27235.0,27181,54.0,2.84,2.736,0.1039999999999996,0.909091,0.926686,-0.017595,0.6069364161849711,0.8439306358381503,-0.2369942196531792
1,85,80,27235.0,27181,54.0,27343.0,27339,4.0,27617.0,27554,63.0,2.792,2.864,-0.072,0.907136,0.909091,-0.001955,0.5654450261780104,0.8471849865951743,-0.2817399604171638
1,86,81,27617.0,27554,63.0,27715.0,27713,2.0,27984.0,27934,50.0,2.976,2.992,-0.016,0.902248,0.902248,0.0,0.5340599455040872,0.8368421052631578,-0.3027821597590706
1,87,82,27984.0,27934,50.0,28089.0,28085,4.0,28362.0,28301,61.0,2.992,2.976,0.016,0.909091,0.909091,0.0,0.5555555555555556,0.8228882833787465,-0.2673327278231909
1,88,83,28362.0,28301,61.0,28459.0,28452,7.0,28714.0,28662,52.0,2.96,2.936,0.024,0.901271,0.88759,0.013681,0.5511363636363636,0.8365650969529086,-0.2854287333165449
1,89,84,28714.0,28662,52.0,28824.0,28817,7.0,29070.0,29022,48.0,2.92,2.92,0.0,0.913978,0.913978,0.0,0.6179775280898876,0.8611111111111112,-0.2431335830212235
1,90,85,29070.0,29022,48.0,29183.0,29178,5.0,29435.0,29379,56.0,2.872,2.888,-0.016,0.914956,0.914956,0.0,0.6191780821917808,0.8739495798319328,-0.2547714976401519
1,91,86,29435.0,29379,56.0,29536.0,29529,7.0,29789.0,29736,53.0,2.824,2.808,0.016,0.913001,0.89541,0.0175909999999999,0.5706214689265536,0.8403361344537815,-0.2697146655272279
1,92,87,29789.0,29736,53.0,29892.0,29886,6.0,30139.0,30091,48.0,2.848,2.856,-0.008,0.924731,0.924731,0.0,0.5885714285714285,0.8450704225352113,-0.2564989939637827
1,93,88,30139.0,30091,48.0,30246.0,30242,4.0,30507.0,30450,57.0,2.832,2.848,-0.016,0.918866,0.918866,0.0,0.5815217391304348,0.841225626740947,-0.2597038876105122
1,94,89,30507.0,30450,57.0,30607.0,30599,8.0,30858.0,30803,55.0,2.888,2.856,0.032,0.901271,0.901271,0.0,0.5698005698005698,0.8441926345609065,-0.2743920647603367
1,95,90,30858.0,30803,55.0,30964.0,30957,7.0,31228.0,31167,61.0,2.856,2.864,-0.008,0.910068,0.910068,0.0,0.5729729729729729,0.8461538461538461,-0.2731808731808732
1,96,91,31228.0,31167,61.0,31333.0,31328,5.0,31591.0,31532,59.0,2.952,2.968,-0.016,0.905181,0.905181,0.0,0.578512396694215,0.8821917808219178,-0.3036793841277029
1,97,92,31591.0,31532,59.0,31701.0,31691,10.0,31975.0,31914,61.0,2.944,2.904,0.04,0.911046,0.911046,0.0,0.5729166666666667,0.8324607329842932,-0.2595440663176265
1,98,93,31975.0,31914,61.0,32074.0,32071,3.0,32335.0,32285,50.0,2.984,3.04,-0.056,0.907136,0.88074,0.0263959999999999,0.55,0.8463611859838275,-0.2963611859838274
1,99,94,32335.0,32285,50.0,32447.0,32436,11.0,32711.0,32649,62.0,2.984,2.92,0.064,0.913978,0.913978,0.0,0.5957446808510638,0.8296703296703296,-0.2339256488192658
1,100,95,32711.0,32649,62.0,32811.0,32804,7.0,33075.0,33019,56.0,2.912,2.944,-0.032,0.908113,0.908113,0.0,0.5494505494505495,0.8378378378378378,-0.2883872883872883
1,101,96,33075.0,33019,56.0,33180.0,33174,6.0,33455.0,33394,61.0,2.952,2.96,-0.008,0.912023,0.912023,0.0,0.5526315789473684,0.8266666666666667,-0.2740350877192983
1,102,97,33455.0,33394,61.0,33551.0,33548,3.0,33812.0,33755,57.0,2.968,2.992,-0.024,0.903226,0.903226,0.0,0.5378151260504201,0.853185595567867,-0.3153704695174468
1,103,98,33812.0,33755,57.0,33918.0,33908,10.0,34166.0,34116,50.0,2.936,2.88,0.056,0.905181,0.904203,0.000978,0.5988700564971752,0.8476454293628809,-0.2487753728657057
1,104,99,34166.0,34116,50.0,34274.0,34273,1.0,34548.0,34487,61.0,2.848,2.92,-0.072,0.906158,0.906158,0.0,0.5654450261780104,0.8463611859838275,-0.2809161598058171
1,105,100,34548.0,34487,61.0,34652.0,34645,7.0,34907.0,34857,50.0,3.024,2.976,0.048,0.903226,0.903226,0.0,0.5793871866295265,0.854054054054054,-0.2746668674245275
1,106,101,34907.0,34857,50.0,35017.0,35013,4.0,35278.0,35217,61.0,2.92,2.944,-0.024,0.915934,0.915934,0.0,0.5929919137466307,0.8666666666666667,-0.2736747529200359
1,107,102,35278.0,35217,61.0,35383.0,35371,12.0,35621.0,35570,51.0,2.928,2.864,0.064,0.911046,0.88368,0.027366,0.6122448979591837,0.8725212464589235,-0.2602763484997398
1,108,103,35621.0,35570,51.0,35726.0,35713,13.0,35982.0,35929,53.0,2.744,2.736,0.008,0.912023,0.912023,0.0,0.5817174515235457,0.7966573816155988,-0.2149399300920531
1,109,104,35982.0,35929,53.0,36087.0,36086,1.0,36356.0,36298,58.0,2.888,2.984,-0.096,0.912023,0.912023,0.0,0.5614973262032086,0.8509485094850948,-0.2894511832818862
1,110,105,36356.0,36298,58.0,36457.0,36446,11.0,36684.0,36629,55.0,2.96,2.88,0.08,0.917889,0.908113,0.009776,0.6158536585365854,0.8942598187311178,-0.2784061601945324
1,111,106,36684.0,36629,55.0,36787.0,36776,11.0,37036.0,36985,51.0,2.64,2.64,0.0,0.919844,0.919844,0.0,0.5852272727272727,0.8258426966292135,-0.2406154239019408
1,112,107,37036.0,36985,51.0,37147.0,37144,3.0,37394.0,37340,54.0,2.88,2.944,-0.064,0.926686,0.926686,0.0,0.6201117318435754,0.895774647887324,-0.2756629160437486
1,113,108,37394.0,37340,54.0,37494.0,37491,3.0,37749.0,37694,55.0,2.776,2.776,0.0,0.921799,0.926686,-0.0048869999999999,0.5633802816901409,0.8531073446327684,-0.2897270629426275
1,114,109,37749.0,37694,55.0,37853.0,37841,12.0,38105.0,38052,53.0,2.872,2.8,0.072,0.905181,0.910068,-0.0048869999999999,0.5842696629213483,0.8212290502793296,-0.2369593873579812
1,115,110,38105.0,38052,53.0,38212.0,38209,3.0,38470.0,38411,59.0,2.872,2.944,-0.072,0.89932,0.904203,-0.0048829999999999,0.5863013698630137,0.8746518105849582,-0.2883504407219445
1,116,111,38470.0,38411,59.0,38568.0,38562,6.0,38841.0,38785,56.0,2.848,2.824,0.024,0.901271,0.901271,0.0,0.5283018867924528,0.8074866310160428,-0.2791847442235899
1,117,112,38841.0,38785,56.0,38949.0,38948,1.0,39230.0,39165,65.0,3.048,3.088,-0.04,0.900293,0.900293,0.0,0.5552699228791773,0.8578947368421053,-0.3026248139629279
1,118,113,39230.0,39165,65.0,39336.0,39331,5.0,39576.0,39532,44.0,3.096,3.064,0.032,0.925709,0.925709,0.0,0.6127167630057804,0.904632152588556,-0.2919153895827755
1,119,114,39576.0,39532,44.0,39690.0,39681,9.0,39951.0,39888,63.0,2.832,2.8,0.032,0.914956,0.925709,-0.010753,0.608,0.8370786516853932,-0.2290786516853932
1,120,115,39951.0,39888,63.0,40045.0,40041,4.0,40313.0,40262,51.0,2.84,2.88,-0.04,0.89834,0.89834,0.0,0.5193370165745856,0.8181818181818181,-0.2988448016072325
1,121,116,40313.0,40262,51.0,40424.0,40419,5.0,40702.0,40634,68.0,3.032,3.024,0.008,0.921799,0.921799,0.0,0.570694087403599,0.8440860215053764,-0.2733919341017774
1,122,117,40702.0,40634,68.0,40807.0,40796,11.0,41063.0,41018,45.0,3.064,3.016,0.048,0.918866,0.918866,0.0,0.5817174515235457,0.84375,-0.2620325484764543
1,123,118,41063.0,41018,45.0,41177.0,41174,3.0,41425.0,41374,51.0,2.96,3.024,-0.064,0.901271,0.901271,0.0,0.6298342541436464,0.8764044943820225,-0.2465702402383761
1,124,119,41425.0,41374,51.0,41526.0,41520,6.0,41777.0,41721,56.0,2.792,2.768,0.024,0.914956,0.901271,0.0136849999999999,0.5738636363636364,0.8414985590778098,-0.2676349227141734
1,125,120,41777.0,41721,56.0,41884.0,41869,15.0,42123.0,42073,50.0,2.864,2.792,0.072,0.89736,0.914956,-0.0175959999999999,0.6184971098265897,0.8409090909090909,-0.2224119810825012
1,126,121,42123.0,42073,50.0,42233.0,42222,11.0,42489.0,42434,55.0,2.792,2.824,-0.032,0.918866,0.918866,0.0,0.6010928961748634,0.8254847645429363,-0.2243918683680729
1,127,122,42489.0,42434,55.0,42588.0,42581,7.0,42839.0,42784,55.0,2.84,2.872,-0.032,0.89345,0.89052,0.0029299999999999,0.5657142857142857,0.84,-0.2742857142857142
1,128,123,42839.0,42784,55.0,42943.0,42926,17.0,43185.0,43137,48.0,2.84,2.76,0.08,0.905181,0.89541,0.0097709999999999,0.6011560693641618,0.8045325779036827,-0.2033765085395209
1,129,124,43185.0,43137,48.0,43297.0,43289,8.0,43571.0,43493,78.0,2.832,2.904,-0.072,0.926686,0.926686,0.0,0.5803108808290156,0.8539325842696629,-0.2736217034406473
1,130,125,43571.0,43493,78.0,43670.0,43694,-24.0,44056.0,43910,146.0,2.984,3.24,-0.2560000000000002,1.0,1.0,0.0,0.4082474226804123,0.9640287769784172,-0.5557813542980049
1,131,126,44056.0,43910,146.0,44159.0,44144,15.0,44397.0,44339,58.0,3.912,3.6,0.3119999999999998,0.900293,1.0,-0.0997069999999999,0.6041055718475073,0.9090909090909092,-0.3049853372434017
1,132,127,44397.0,44339,58.0,44500.0,44485,15.0,44737.0,44685,52.0,2.728,2.728,0.0,0.906158,0.8827,0.0234579999999999,0.6058823529411765,0.8439306358381503,-0.2380482828969737
1,133,128,44737.0,44685,52.0,44845.0,44834,11.0,45087.0,45039,48.0,2.76,2.792,-0.032,0.89834,0.906158,-0.0078179999999999,0.6171428571428572,0.8418079096045198,-0.2246650524616625
1,134,129,45087.0,45039,48.0,45197.0,45190,7.0,45458.0,45395,63.0,2.816,2.848,-0.032,0.905181,0.905181,0.0,0.5929919137466307,0.848314606741573,-0.2553226929949422
1,135,130,45458.0,45395,63.0,45572.0,45551,21.0,45802.0,45751,51.0,3.0,2.888,0.1120000000000001,0.912023,0.89932,0.012703,0.6627906976744187,0.8764044943820225,-0.2136137967076038
1,136,131,45802.0,45751,51.0,45915.0,45893,22.0,46162.0,46112,50.0,2.744,2.736,0.008,0.900293,0.912023,-0.01173,0.6277777777777778,0.7867036011080333,-0.1589258233302555
1,137,132,46162.0,46112,50.0,46276.0,46272,4.0,46547.0,46488,59.0,2.888,3.032,-0.1440000000000001,0.908113,0.908113,0.0,0.5922077922077922,0.851063829787234,-0.2588560375794418
1,138,133,46547.0,46488,59.0,46654.0,46643,11.0,46893.0,46848,45.0,3.024,2.968,0.056,0.908113,0.906158,0.0019549999999999,0.6184971098265897,0.8611111111111112,-0.2426140012845214
1,139,134,46893.0,46848,45.0,47006.0,46996,10.0,47247.0,47195,52.0,2.816,2.824,-0.008,0.913978,0.912023,0.0019549999999999,0.6384180790960452,0.8530259365994236,-0.2146078575033784
1,140,135,47247.0,47195,52.0,47353.0,47346,7.0,47612.0,47554,58.0,2.776,2.8,-0.024,0.907136,0.913978,-0.006842,0.5808219178082192,0.841225626740947,-0.2604037089327278
1,141,136,47612.0,47554,58.0,47720.0,47702,18.0,47951.0,47901,50.0,2.936,2.848,0.088,0.906158,0.89052,0.015638,0.6371681415929203,0.8530259365994236,-0.2158577950065032
1,142,137,47951.0,47901,50.0,48066.0,48053,13.0,48326.0,48266,60.0,2.768,2.808,-0.04,0.921799,0.921799,0.0,0.6133333333333333,0.8328767123287671,-0.2195433789954338
