subject,method,annotator,kind,peak_index
3,featuregraph,ann1,reference_only,35865
3,featuregraph,ann1,reference_only,36309
3,featuregraph,ann1,reference_only,37161
3,featuregraph,ann1,reference_only,37646
3,featuregraph,ann1,reference_only,38089
3,featuregraph,ann1,reference_only,38524
3,featuregraph,ann1,reference_only,38920
3,featuregraph,ann1,reference_only,39233
3,featuregraph,ann1,reference_only,40572
3,featuregraph,ann1,reference_only,40980
3,featuregraph,ann1,reference_only,41378
3,featuregraph,ann1,reference_only,41843
3,featuregraph,ann1,reference_only,42635
3,featuregraph,ann1,reference_only,43891
3,featuregraph,ann1,reference_only,44287
3,featuregraph,ann1,reference_only,47324
3,featuregraph,ann1,reference_only,47724
3,featuregraph,ann1,reference_only,55876
3,featuregraph,ann1,reference_only,57143
3,featuregraph,ann1,reference_only,57609
3,featuregraph,ann1,reference_only,58048
3,featuregraph,ann1,reference_only,58952
3,featuregraph,ann1,reference_only,59422
3,featuregraph,ann1,reference_only,59887
3,featuregraph,ann2,detector_only,235
3,featuregraph,ann2,detector_only,1123
3,featuregraph,ann2,detector_only,2023
3,featuregraph,ann2,detector_only,4109
3,featuregraph,ann2,detector_only,4605
3,featuregraph,ann2,detector_only,5391
3,featuregraph,ann2,detector_only,5786
3,featuregraph,ann2,detector_only,6284
3,featuregraph,ann2,detector_only,7077
3,featuregraph,ann2,detector_only,7560
3,featuregraph,ann2,detector_only,7951
3,featuregraph,ann2,detector_only,8351
3,featuregraph,ann2,detector_only,8737
3,featuregraph,ann2,detector_only,9199
3,featuregraph,ann2,detector_only,9639
3,featuregraph,ann2,detector_only,10895
3,featuregraph,ann2,detector_only,11336
3,featuregraph,ann2,detector_only,11762
3,featuregraph,ann2,detector_only,12155
3,featuregraph,ann2,detector_only,12628
3,featuregraph,ann2,detector_only,13025
3,featuregraph,ann2,detector_only,14275
3,featuregraph,ann2,detector_only,14675
3,featuregraph,ann2,detector_only,15056
3,featuregraph,ann2,detector_only,15454
3,featuregraph,ann2,detector_only,16731
3,featuregraph,ann2,detector_only,17501
3,featuregraph,ann2,detector_only,18294
3,featuregraph,ann2,detector_only,18689
3,featuregraph,ann2,detector_only,22344
3,featuregraph,ann2,detector_only,23612
3,featuregraph,ann2,detector_only,24493
3,featuregraph,ann2,detector_only,24898
3,featuregraph,ann2,detector_only,25289
3,featuregraph,ann2,detector_only,25772
3,featuregraph,ann2,detector_only,26167
3,featuregraph,ann2,detector_only,26556
3,featuregraph,ann2,detector_only,27032
3,featuregraph,ann2,detector_only,27438
3,featuregraph,ann2,detector_only,27834
3,featuregraph,ann2,detector_only,28234
3,featuregraph,ann2,detector_only,28633
3,featuregraph,ann2,detector_only,29525
3,featuregraph,ann2,detector_only,29924
3,featuregraph,ann2,detector_only,30318
3,featuregraph,ann2,detector_only,31113
3,featuregraph,ann2,detector_only,31605
3,featuregraph,ann2,detector_only,32005
3,featuregraph,ann2,detector_only,32499
3,featuregraph,ann2,detector_only,32902
3,featuregraph,ann2,detector_only,33306
3,featuregraph,ann2,detector_only,33701
3,featuregraph,ann2,detector_only,34187
3,featuregraph,ann2,detector_only,34991
3,featuregraph,ann2,detector_only,35393
3,featuregraph,ann2,detector_only,35782
3,featuregraph,ann2,detector_only,36180
3,featuregraph,ann2,detector_only,36670
3,featuregraph,ann2,detector_only,37071
3,featuregraph,ann2,detector_only,37550
3,featuregraph,ann2,detector_only,38022
3,featuregraph,ann2,detector_only,38434
3,featuregraph,ann2,detector_only,38833
3,featuregraph,ann2,detector_only,39128
3,featuregraph,ann2,detector_only,40495
3,featuregraph,ann2,detector_only,40914
3,featuregraph,ann2,detector_only,41297
3,featuregraph,ann2,detector_only,41769
3,featuregraph,ann2,detector_only,42167
3,featuregraph,ann2,detector_only,42560
3,featuregraph,ann2,detector_only,42942
3,featuregraph,ann2,detector_only,43821
3,featuregraph,ann2,detector_only,44223
3,featuregraph,ann2,detector_only,47256
3,featuregraph,ann2,detector_only,47652
3,featuregraph,ann2,detector_only,48052
3,featuregraph,ann2,detector_only,48453
3,featuregraph,ann2,detector_only,48839
3,featuregraph,ann2,detector_only,50008
3,featuregraph,ann2,detector_only,53131
3,featuregraph,ann2,detector_only,53152
3,featuregraph,ann2,detector_only,54515
3,featuregraph,ann2,detector_only,54972
3,featuregraph,ann2,detector_only,58457
3,featuregraph,ann2,reference_only,314
3,featuregraph,ann2,reference_only,1195
3,featuregraph,ann2,reference_only,2092
3,featuregraph,ann2,reference_only,4676
3,featuregraph,ann2,reference_only,6354
3,featuregraph,ann2,reference_only,7151
3,featuregraph,ann2,reference_only,7640
3,featuregraph,ann2,reference_only,8030
3,featuregraph,ann2,reference_only,8426
3,featuregraph,ann2,reference_only,9276
3,featuregraph,ann2,reference_only,10970
3,featuregraph,ann2,reference_only,11400
3,featuregraph,ann2,reference_only,11838
3,featuregraph,ann2,reference_only,12234
3,featuregraph,ann2,reference_only,12704
3,featuregraph,ann2,reference_only,13490
3,featuregraph,ann2,reference_only,14345
3,featuregraph,ann2,reference_only,14751
3,featuregraph,ann2,reference_only,15145
3,featuregraph,ann2,reference_only,15541
3,featuregraph,ann2,reference_only,16802
3,featuregraph,ann2,reference_only,18364
3,featuregraph,ann2,reference_only,18753
3,featuregraph,ann2,reference_only,22410
3,featuregraph,ann2,reference_only,23690
3,featuregraph,ann2,reference_only,24571
3,featuregraph,ann2,reference_only,24972
3,featuregraph,ann2,reference_only,25848
3,featuregraph,ann2,reference_only,26239
3,featuregraph,ann2,reference_only,27102
3,featuregraph,ann2,reference_only,27509
3,featuregraph,ann2,reference_only,28305
3,featuregraph,ann2,reference_only,28712
3,featuregraph,ann2,reference_only,29593
3,featuregraph,ann2,reference_only,30008
3,featuregraph,ann2,reference_only,31686
3,featuregraph,ann2,reference_only,32092
3,featuregraph,ann2,reference_only,32578
3,featuregraph,ann2,reference_only,32984
3,featuregraph,ann2,reference_only,33380
3,featuregraph,ann2,reference_only,34275
3,featuregraph,ann2,reference_only,35067
3,featuregraph,ann2,reference_only,35462
3,featuregraph,ann2,reference_only,35858
3,featuregraph,ann2,reference_only,36265
3,featuregraph,ann2,reference_only,36739
3,featuregraph,ann2,reference_only,37151
3,featuregraph,ann2,reference_only,37635
3,featuregraph,ann2,reference_only,38120
3,featuregraph,ann2,reference_only,38505
3,featuregraph,ann2,reference_only,38912
3,featuregraph,ann2,reference_only,39265
3,featuregraph,ann2,reference_only,40574
3,featuregraph,ann2,reference_only,40980
3,featuregraph,ann2,reference_only,41369
3,featuregraph,ann2,reference_only,41838
3,featuregraph,ann2,reference_only,42239
3,featuregraph,ann2,reference_only,42625
3,featuregraph,ann2,reference_only,43918
3,featuregraph,ann2,reference_only,44292
3,featuregraph,ann2,reference_only,47346
3,featuregraph,ann2,reference_only,47726
3,featuregraph,ann2,reference_only,48121
3,featuregraph,ann2,reference_only,48522
3,featuregraph,ann2,reference_only,48911
3,featuregraph,ann2,reference_only,55041
3,featuregraph,ann2,reference_only,55875
3,featuregraph,ann2,reference_only,57150
3,featuregraph,ann2,reference_only,57635
3,featuregraph,ann2,reference_only,58047
3,featuregraph,ann2,reference_only,58532
3,featuregraph,ann2,reference_only,58939
3,featuregraph,ann2,reference_only,59419
3,featuregraph,ann2,reference_only,59920
3,llm_selected_baseline,ann1,detector_only,12970
3,llm_selected_baseline,ann1,detector_only,18757
3,llm_selected_baseline,ann1,reference_only,59887
3,llm_selected_baseline,ann2,detector_only,12970
3,llm_selected_baseline,ann2,reference_only,59920
4,featuregraph,ann1,detector_only,11260
4,featuregraph,ann1,detector_only,33930
4,featuregraph,ann1,detector_only,55577
4,featuregraph,ann1,detector_only,57377
4,featuregraph,ann1,reference_only,26874
4,featuregraph,ann2,detector_only,11260
4,featuregraph,ann2,detector_only,33845
4,featuregraph,ann2,detector_only,55577
4,featuregraph,ann2,detector_only,57377
4,featuregraph,ann2,reference_only,26865
5,featuregraph,ann1,detector_only,1197
5,featuregraph,ann1,detector_only,2500
5,featuregraph,ann1,detector_only,3745
5,featuregraph,ann1,detector_only,4971
5,featuregraph,ann1,detector_only,8803
5,featuregraph,ann1,detector_only,10090
5,featuregraph,ann1,detector_only,11226
5,featuregraph,ann1,detector_only,12225
5,featuregraph,ann1,detector_only,12725
5,featuregraph,ann1,detector_only,13487
5,featuregraph,ann1,detector_only,14010
5,featuregraph,ann1,detector_only,15977
5,featuregraph,ann1,detector_only,17419
5,featuregraph,ann1,detector_only,18581
5,featuregraph,ann1,detector_only,20387
5,featuregraph,ann1,detector_only,21723
5,featuregraph,ann1,detector_only,23691
5,featuregraph,ann1,detector_only,24746
5,featuregraph,ann1,detector_only,25273
5,featuregraph,ann1,detector_only,25967
5,featuregraph,ann1,detector_only,26502
5,featuregraph,ann1,detector_only,27365
5,featuregraph,ann1,detector_only,30021
5,featuregraph,ann1,detector_only,30528
5,featuregraph,ann1,detector_only,31350
5,featuregraph,ann1,detector_only,32411
5,featuregraph,ann1,detector_only,32884
5,featuregraph,ann1,detector_only,34480
5,featuregraph,ann1,detector_only,35001
5,featuregraph,ann1,detector_only,36176
5,featuregraph,ann1,detector_only,37095
5,featuregraph,ann1,detector_only,38707
5,featuregraph,ann1,detector_only,40906
5,featuregraph,ann1,detector_only,41529
5,featuregraph,ann1,detector_only,42827
5,featuregraph,ann1,detector_only,44110
5,featuregraph,ann1,detector_only,45206
5,featuregraph,ann1,detector_only,46887
5,featuregraph,ann1,detector_only,48095
5,featuregraph,ann1,detector_only,49447
5,featuregraph,ann1,detector_only,51022
5,featuregraph,ann1,detector_only,51644
5,featuregraph,ann1,detector_only,52169
5,featuregraph,ann1,detector_only,52980
5,featuregraph,ann1,detector_only,54446
5,featuregraph,ann1,detector_only,54976
5,featuregraph,ann1,detector_only,55614
5,featuregraph,ann1,detector_only,57861
5,featuregraph,ann1,detector_only,58904
5,featuregraph,ann1,reference_only,67
5,featuregraph,ann1,reference_only,1285
5,featuregraph,ann1,reference_only,2572
5,featuregraph,ann1,reference_only,3839
5,featuregraph,ann1,reference_only,5035
5,featuregraph,ann1,reference_only,8902
5,featuregraph,ann1,reference_only,10167
5,featuregraph,ann1,reference_only,11335
5,featuregraph,ann1,reference_only,12291
5,featuregraph,ann1,reference_only,13574
5,featuregraph,ann1,reference_only,16059
5,featuregraph,ann1,reference_only,17520
5,featuregraph,ann1,reference_only,18693
5,featuregraph,ann1,reference_only,20483
5,featuregraph,ann1,reference_only,21791
5,featuregraph,ann1,reference_only,23772
5,featuregraph,ann1,reference_only,24815
5,featuregraph,ann1,reference_only,26033
5,featuregraph,ann1,reference_only,27435
5,featuregraph,ann1,reference_only,30093
5,featuregraph,ann1,reference_only,31424
5,featuregraph,ann1,reference_only,32480
5,featuregraph,ann1,reference_only,34561
5,featuregraph,ann1,reference_only,37161
5,featuregraph,ann1,reference_only,38837
5,featuregraph,ann1,reference_only,41613
5,featuregraph,ann1,reference_only,42922
5,featuregraph,ann1,reference_only,44174
5,featuregraph,ann1,reference_only,45293
5,featuregraph,ann1,reference_only,46980
5,featuregraph,ann1,reference_only,48185
5,featuregraph,ann1,reference_only,49543
5,featuregraph,ann1,reference_only,51722
5,featuregraph,ann1,reference_only,53076
5,featuregraph,ann1,reference_only,54524
5,featuregraph,ann1,reference_only,55720
5,featuregraph,ann1,reference_only,57943
5,featuregraph,ann1,reference_only,58991
5,featuregraph,ann2,detector_only,1197
5,featuregraph,ann2,detector_only,2500
5,featuregraph,ann2,detector_only,3745
5,featuregraph,ann2,detector_only,4971
5,featuregraph,ann2,detector_only,6049
5,featuregraph,ann2,detector_only,8803
5,featuregraph,ann2,detector_only,10090
5,featuregraph,ann2,detector_only,12725
5,featuregraph,ann2,detector_only,13487
5,featuregraph,ann2,detector_only,14010
5,featuregraph,ann2,detector_only,14847
5,featuregraph,ann2,detector_only,15977
5,featuregraph,ann2,detector_only,17419
5,featuregraph,ann2,detector_only,20387
5,featuregraph,ann2,detector_only,23691
5,featuregraph,ann2,detector_only,25273
5,featuregraph,ann2,detector_only,25967
5,featuregraph,ann2,detector_only,26502
5,featuregraph,ann2,detector_only,27365
5,featuregraph,ann2,detector_only,30528
5,featuregraph,ann2,detector_only,31350
5,featuregraph,ann2,detector_only,32884
5,featuregraph,ann2,detector_only,34480
5,featuregraph,ann2,detector_only,35001
5,featuregraph,ann2,detector_only,36176
5,featuregraph,ann2,detector_only,37095
5,featuregraph,ann2,detector_only,38707
5,featuregraph,ann2,detector_only,40387
5,featuregraph,ann2,detector_only,40906
5,featuregraph,ann2,detector_only,42827
5,featuregraph,ann2,detector_only,45206
5,featuregraph,ann2,detector_only,46887
5,featuregraph,ann2,detector_only,49447
5,featuregraph,ann2,detector_only,51022
5,featuregraph,ann2,detector_only,52169
5,featuregraph,ann2,detector_only,52980
5,featuregraph,ann2,detector_only,54446
5,featuregraph,ann2,detector_only,54976
5,featuregraph,ann2,detector_only,55614
5,featuregraph,ann2,detector_only,56795
5,featuregraph,ann2,detector_only,58904
5,featuregraph,ann2,reference_only,55
5,featuregraph,ann2,reference_only,1264
5,featuregraph,ann2,reference_only,2578
5,featuregraph,ann2,reference_only,3842
5,featuregraph,ann2,reference_only,5051
5,featuregraph,ann2,reference_only,6117
5,featuregraph,ann2,reference_only,8880
5,featuregraph,ann2,reference_only,10173
5,featuregraph,ann2,reference_only,13564
5,featuregraph,ann2,reference_only,14925
5,featuregraph,ann2,reference_only,16053
5,featuregraph,ann2,reference_only,17483
5,featuregraph,ann2,reference_only,20468
5,featuregraph,ann2,reference_only,23759
5,featuregraph,ann2,reference_only,26044
5,featuregraph,ann2,reference_only,27429
5,featuregraph,ann2,reference_only,31417
5,featuregraph,ann2,reference_only,34555
5,featuregraph,ann2,reference_only,37167
5,featuregraph,ann2,reference_only,38796
5,featuregraph,ann2,reference_only,40453
5,featuregraph,ann2,reference_only,42904
5,featuregraph,ann2,reference_only,45277
5,featuregraph,ann2,reference_only,46960
5,featuregraph,ann2,reference_only,49539
5,featuregraph,ann2,reference_only,53057
5,featuregraph,ann2,reference_only,54518
5,featuregraph,ann2,reference_only,55706
5,featuregraph,ann2,reference_only,56865
5,featuregraph,ann2,reference_only,58970
5,llm_selected_baseline,ann1,detector_only,827
5,llm_selected_baseline,ann1,detector_only,2092
5,llm_selected_baseline,ann1,detector_only,3315
5,llm_selected_baseline,ann1,detector_only,4757
5,llm_selected_baseline,ann1,detector_only,8361
5,llm_selected_baseline,ann1,detector_only,9715
5,llm_selected_baseline,ann1,detector_only,10914
5,llm_selected_baseline,ann1,detector_only,14455
5,llm_selected_baseline,ann1,detector_only,14972
5,llm_selected_baseline,ann1,detector_only,17198
5,llm_selected_baseline,ann1,detector_only,18350
5,llm_selected_baseline,ann1,detector_only,21231
5,llm_selected_baseline,ann1,detector_only,22439
5,llm_selected_baseline,ann1,detector_only,22906
5,llm_selected_baseline,ann1,detector_only,25623
5,llm_selected_baseline,ann1,detector_only,27002
5,llm_selected_baseline,ann1,detector_only,28649
5,llm_selected_baseline,ann1,detector_only,29660
5,llm_selected_baseline,ann1,detector_only,31103
5,llm_selected_baseline,ann1,detector_only,34152
5,llm_selected_baseline,ann1,detector_only,35297
5,llm_selected_baseline,ann1,detector_only,38502
5,llm_selected_baseline,ann1,detector_only,40170
5,llm_selected_baseline,ann1,detector_only,41178
5,llm_selected_baseline,ann1,detector_only,42528
5,llm_selected_baseline,ann1,detector_only,43784
5,llm_selected_baseline,ann1,detector_only,44859
5,llm_selected_baseline,ann1,detector_only,46675
5,llm_selected_baseline,ann1,detector_only,47875
5,llm_selected_baseline,ann1,detector_only,49253
5,llm_selected_baseline,ann1,detector_only,51297
5,llm_selected_baseline,ann1,detector_only,52428
5,llm_selected_baseline,ann1,detector_only,53811
5,llm_selected_baseline,ann1,detector_only,55217
5,llm_selected_baseline,ann1,reference_only,67
5,llm_selected_baseline,ann1,reference_only,14904
5,llm_selected_baseline,ann1,reference_only,22841
5,llm_selected_baseline,ann2,detector_only,827
5,llm_selected_baseline,ann2,detector_only,2092
5,llm_selected_baseline,ann2,detector_only,3315
5,llm_selected_baseline,ann2,detector_only,4757
5,llm_selected_baseline,ann2,detector_only,8361
5,llm_selected_baseline,ann2,detector_only,9715
5,llm_selected_baseline,ann2,detector_only,10914
5,llm_selected_baseline,ann2,detector_only,14455
5,llm_selected_baseline,ann2,detector_only,17198
5,llm_selected_baseline,ann2,detector_only,18350
5,llm_selected_baseline,ann2,detector_only,21231
5,llm_selected_baseline,ann2,detector_only,22439
5,llm_selected_baseline,ann2,detector_only,25623
5,llm_selected_baseline,ann2,detector_only,27002
5,llm_selected_baseline,ann2,detector_only,28649
5,llm_selected_baseline,ann2,detector_only,29660
5,llm_selected_baseline,ann2,detector_only,31103
5,llm_selected_baseline,ann2,detector_only,34152
5,llm_selected_baseline,ann2,detector_only,35297
5,llm_selected_baseline,ann2,detector_only,38502
5,llm_selected_baseline,ann2,detector_only,38873
5,llm_selected_baseline,ann2,detector_only,40170
5,llm_selected_baseline,ann2,detector_only,41178
5,llm_selected_baseline,ann2,detector_only,42528
5,llm_selected_baseline,ann2,detector_only,43784
5,llm_selected_baseline,ann2,detector_only,44859
5,llm_selected_baseline,ann2,detector_only,45342
5,llm_selected_baseline,ann2,detector_only,46675
5,llm_selected_baseline,ann2,detector_only,47875
5,llm_selected_baseline,ann2,detector_only,49253
5,llm_selected_baseline,ann2,detector_only,51297
5,llm_selected_baseline,ann2,detector_only,52428
5,llm_selected_baseline,ann2,detector_only,53811
5,llm_selected_baseline,ann2,detector_only,55217
5,llm_selected_baseline,ann2,reference_only,55
5,llm_selected_baseline,ann2,reference_only,38796
5,llm_selected_baseline,ann2,reference_only,45277
6,featuregraph,ann1,detector_only,4328
6,featuregraph,ann1,detector_only,4405
6,featuregraph,ann1,detector_only,6981
6,featuregraph,ann1,detector_only,7628
6,featuregraph,ann1,detector_only,7712
6,featuregraph,ann1,detector_only,11026
6,featuregraph,ann1,detector_only,11215
6,featuregraph,ann1,detector_only,12260
6,featuregraph,ann1,detector_only,12661
6,featuregraph,ann1,detector_only,13007
6,featuregraph,ann1,detector_only,18600
6,featuregraph,ann1,detector_only,18973
6,featuregraph,ann1,detector_only,28389
6,featuregraph,ann1,detector_only,31317
6,featuregraph,ann1,detector_only,42291
6,featuregraph,ann1,detector_only,42557
6,featuregraph,ann1,detector_only,43378
6,featuregraph,ann1,detector_only,44861
6,featuregraph,ann1,detector_only,46698
6,featuregraph,ann1,detector_only,47897
6,featuregraph,ann1,detector_only,48270
6,featuregraph,ann1,detector_only,50500
6,featuregraph,ann1,detector_only,52592
6,featuregraph,ann1,detector_only,57257
6,featuregraph,ann1,reference_only,49087
6,featuregraph,ann2,detector_only,4328
6,featuregraph,ann2,detector_only,4405
6,featuregraph,ann2,detector_only,6981
6,featuregraph,ann2,detector_only,7628
6,featuregraph,ann2,detector_only,7712
6,featuregraph,ann2,detector_only,11026
6,featuregraph,ann2,detector_only,11112
6,featuregraph,ann2,detector_only,12388
6,featuregraph,ann2,detector_only,12661
6,featuregraph,ann2,detector_only,13007
6,featuregraph,ann2,detector_only,18600
6,featuregraph,ann2,detector_only,18973
6,featuregraph,ann2,detector_only,28389
6,featuregraph,ann2,detector_only,31317
6,featuregraph,ann2,detector_only,42291
6,featuregraph,ann2,detector_only,42557
6,featuregraph,ann2,detector_only,43378
6,featuregraph,ann2,detector_only,44861
6,featuregraph,ann2,detector_only,46698
6,featuregraph,ann2,detector_only,47897
6,featuregraph,ann2,detector_only,48270
6,featuregraph,ann2,detector_only,50500
6,featuregraph,ann2,detector_only,52592
6,featuregraph,ann2,detector_only,57257
6,llm_selected_baseline,ann1,detector_only,11227
6,llm_selected_baseline,ann1,detector_only,12255
6,llm_selected_baseline,ann1,reference_only,11163
6,llm_selected_baseline,ann1,reference_only,12339
6,llm_selected_baseline,ann1,reference_only,49087
6,llm_selected_baseline,ann1,reference_only,59996
6,llm_selected_baseline,ann2,reference_only,59989
