fault_number,simulation_run,oscillation_id,is_complete,start_index,peak_index,end_index,rise_duration,fall_duration,duration,period,amplitude,rising_mean_rate,falling_mean_rate,peak_rise_rate,peak_fall_rate,temporal_symmetry,raw_mean,raw_std,raw_min,raw_max,raw_range,raw_start,raw_end,raw_delta,raw_abs_delta,dataset,condition,post_injection,transient_response,regime
1,1,13,True,498.0,535.0,577.0,37.0,42.0,79.0,41.0,1.069514171375431,0.05781157683110438,0.05092924625597291,0.09675063558170223,0.06045081904903782,0.9367088607594937,2800.5446611997186,0.7449788987407954,2798.8248396572894,2802.378231357377,3.553391700087559,2799.863998734788,2800.3166227900065,0.4526240552186209,0.4526240552186209,faulty_training,fault_1,0,0,pre_injection
1,1,14,True,577.0,586.0,609.0,9.0,23.0,32.0,51.0,0.2745215925494904,0.061004798344331194,0.023871442830390468,0.02453022583922575,0.03280373916527424,0.5625,2799.6753077964995,0.5951091096824027,2798.614322758035,2801.4217205962964,2.807397838261295,2800.3166227900065,2799.992802786101,-0.3238200039054391,0.3238200039054391,faulty_training,fault_1,1,1,transient_response
1,1,15,True,609.0,658.0,794.0,49.0,136.0,185.0,72.0,11.860252111034015,0.48409192289934755,0.17441547222108844,0.4529127703823633,0.3513914321980337,0.5297297297297296,2799.2290240030547,8.707546310992276,2786.070982832682,2811.6140995871974,25.543116754515268,2799.992802786101,2788.52045534242,-11.472347443680974,11.472347443680974,faulty_training,fault_1,1,1,transient_response
1,1,16,True,794.0,825.0,923.0,31.0,98.0,129.0,167.0,14.356878176027749,0.9262502049050161,0.29299751379648464,0.0886279091808774,0.44416188385584976,0.48062015503875966,2774.4237528663625,11.204829877908185,2759.328409358155,2789.591135293206,30.262725935051094,2788.52045534242,2761.1014604630122,-27.41899487940782,27.41899487940782,faulty_training,fault_1,1,1,transient_response
1,1,17,True,923.0,1053.0,1122.0,130.0,69.0,199.0,228.0,23.78299371261255,0.36589221096327,0.6893621365974653,0.6436416462399392,0.30097738345416475,0.6934673366834171,2793.070919449638,14.607313667922003,2761.025415232107,2809.010257331981,47.98484209987373,2761.1014604630122,2798.4113697672847,37.30990930427242,37.30990930427242,faulty_training,fault_1,1,1,transient_response
1,1,18,True,1122.0,1205.0,1287.0,83.0,82.0,165.0,152.0,2.3193554465540274,0.055888083049494636,0.056569645037903106,0.09550930983846229,0.10169302907474957,0.9939393939393939,2800.2180176860566,1.4646468718330623,2797.6219375755354,2803.2936562575655,5.671718682030132,2798.4113697672847,2799.5748014430424,1.1634316757576926,1.1634316757576926,faulty_training,fault_1,1,1,transient_response
1,1,19,True,1287.0,1316.0,1347.0,29.0,31.0,60.0,111.0,0.9908752001460925,0.06833622069973053,0.06392743226748984,0.10979861222099316,0.09130008742504288,0.9666666666666667,2799.7001345579574,0.7847142728965407,2798.0785380281436,2801.2267648247866,3.14822679664303,2799.5748014430424,2799.3581191019234,-0.2166823411189398,0.2166823411189398,faulty_training,fault_1,1,0,post_response
1,1,20,True,1347.0,1352.0,1384.0,5.0,32.0,37.0,36.0,0.7663249391896443,0.3065299756758577,0.04789530869935277,0.01809233280132503,0.09338402559615133,0.2702702702702703,2798.0192422781897,0.8040884830707403,2796.2084062986933,2799.513807190342,3.3054008916487874,2799.3581191019234,2799.0636794014927,-0.2944397004307575,0.2944397004307575,faulty_training,fault_1,1,0,post_response
1,1,21,True,1384.0,1409.0,1430.0,25.0,21.0,46.0,57.0,0.7066291334581365,0.05653033067665092,0.06729801271029871,0.08959843363300024,0.0672385048747401,0.9130434782608696,2798.659581630775,0.8803408141446548,2797.1263518388737,2800.772190887152,3.6458390482785035,2799.0636794014927,2798.998617047319,-0.06506235417373318,0.06506235417373318,faulty_training,fault_1,1,0,post_response
1,1,22,True,1430.0,1452.0,1461.0,22.0,9.0,31.0,43.0,0.507472415805978,0.04613385598236164,0.112771647956884,0.09208384090970867,0.020300006650904832,0.5806451612903225,2799.2820195078266,0.624056718309818,2797.872985400561,2800.3512697779825,2.47828437742146,2798.998617047319,2799.790666873967,0.7920498266480536,0.7920498266480536,faulty_training,fault_1,1,0,post_response
1,1,23,True,1461.0,1510.0,1549.0,49.0,39.0,88.0,58.0,1.4890475607990084,0.06077745146118402,0.07636141337430812,0.08443392711146772,0.14497263469947938,0.8863636363636364,2799.7870512653058,1.205680353877758,2797.279380695778,2802.1986677683158,4.919287072537827,2799.790666873967,2799.3721666611377,-0.4185002128292581,0.4185002128292581,faulty_training,fault_1,1,0,post_response
1,1,24,True,1549.0,1587.0,1598.0,38.0,11.0,49.0,77.0,1.26244172449492,0.06644430128920631,0.22953485899907636,0.1237821495193657,0.029734332392672515,0.44897959183673475,2800.37075649328,1.0073986777099806,2798.199608374456,2802.2350818944083,4.03547351995212,2799.3721666611377,2801.1023504335153,1.7301837723775861,1.7301837723775861,faulty_training,fault_1,1,0,post_response
1,1,25,True,1598.0,1603.0,1614.0,5.0,11.0,16.0,16.0,0.15455814778283639,0.061823259113134556,0.02810148141506116,0.0137408188977588,0.029366195168313423,0.625,2800.498840551063,0.6410175001797903,2799.3529202169025,2802.0906082923284,2.737688075425922,2801.1023504335153,2802.0906082923284,0.9882578588130855,0.9882578588130855,faulty_training,fault_1,1,0,post_response
1,1,26,True,1614.0,1638.0,1659.0,24.0,21.0,45.0,35.0,0.653125670594136,0.054427139216178,0.06220244481848914,0.10875604348229899,0.07250174983050783,0.9333333333333333,2801.333482154326,0.7544932044512729,2799.5659235235753,2803.093698466327,3.5277749427518756,2802.0906082923284,2801.382753597287,-0.707854695041533,0.707854695041533,faulty_training,fault_1,1,0,post_response
1,1,27,True,1659.0,1679.0,1708.0,20.0,29.0,49.0,41.0,0.9523672957236613,0.09523672957236613,0.06568050315335595,0.029908032442654074,0.09684604393569315,0.8163265306122449,2800.235834406365,1.007550111338573,2797.5682799428655,2802.0298772969536,4.461597354088099,2801.382753597287,2800.223903011269,-1.1588505860177065,1.1588505860177065,faulty_training,fault_1,1,0,post_response
1,1,28,True,1708.0,1732.0,1764.0,24.0,32.0,56.0,53.0,0.8900478964785634,0.07417065803988028,0.055627993529910214,0.07136669949122734,0.09807930878132538,0.8571428571428572,2799.5366810240375,0.9051992938940627,2797.4286004739483,2801.255209054486,3.826608580537595,2800.223903011269,2799.49053179156,-0.73337121970917,0.73337121970917,faulty_training,fault_1,1,0,post_response
1,1,29,True,1764.0,1817.0,1842.0,53.0,25.0,78.0,85.0,1.3138334788113752,0.04957862184193869,0.10510667830491002,0.08269051470952035,0.150864777793322,0.641025641025641,2800.1889211193475,1.0640619282472223,2798.0959322928893,2802.5734389007216,4.477506607832311,2799.49053179156,2800.090966653291,0.6004348617311734,0.6004348617311734,faulty_training,fault_1,1,0,post_response
1,1,30,True,1842.0,1868.0,1872.0,26.0,4.0,30.0,51.0,0.3298862800190818,0.025375867693775526,0.1649431400095409,0.054386653278197625,0.009830617444140443,0.2666666666666667,2799.662756704348,0.5717052601628207,2798.760297914103,2801.0106503818824,2.2503524677795212,2800.090966653291,2799.2698101666538,-0.8211564866373919,0.8211564866373919,faulty_training,fault_1,1,0,post_response
1,1,31,True,1872.0,1875.0,1879.0,3.0,4.0,7.0,7.0,0.03729713634425025,0.0248647575628335,0.018648568172125124,0.0047886416366509366,0.0098078086994974,0.8571428571428572,2800.000738881888,0.4011949692410868,2799.2698101666538,2800.3402572422324,1.0704470755786133,2799.2698101666538,2800.1500301023975,0.880219935743753,0.880219935743753,faulty_training,fault_1,1,0,post_response
1,1,32,True,1879.0,1901.0,1920.0,22.0,19.0,41.0,26.0,0.41227780562689986,0.03747980051153635,0.04339766375019999,0.06127541373821259,0.054412724114172306,0.926829268292683,2800.2588029110725,0.4913415363965898,2799.3586909849614,2801.2073711888947,1.848680203933327,2800.1500301023975,2799.9605950239543,-0.18943507844323904,0.18943507844323904,faulty_training,fault_1,1,0,post_response
1,1,33,True,1920.0,1931.0,1955.0,11.0,24.0,35.0,30.0,0.7367002072887772,0.13394549223432312,0.06139168394073143,0.026687460557013765,0.08898885697271908,0.6285714285714286,2799.3904664775127,0.8771341129650353,2797.9165011100054,2800.948238780403,3.0317376703974332,2799.9605950239543,2799.601493459517,-0.3591015644374238,0.3591015644374238,faulty_training,fault_1,1,0,post_response
1,1,34,True,1955.0,1976.0,2005.0,21.0,29.0,50.0,45.0,0.6633089060846942,0.06317227676997088,0.04574544179894442,0.08923493456372852,0.0710778928545551,0.84,2799.4635107648396,0.8285549132931846,2797.518573674611,2801.456853107951,3.9382794333396305,2799.601493459517,2800.163294964649,0.56180150513228,0.56180150513228,faulty_training,fault_1,1,0,post_response
1,1,35,True,2005.0,2047.0,2048.0,42.0,1.0,43.0,71.0,1.2277816315449854,0.05846579197833264,2.455563263089971,0.12483788260246911,0.003617922469811674,0.046511627906976716,2801.171430891057,0.6344589816831844,2799.699631101413,2802.354866649973,2.655235548559631,2800.163294964649,2800.449754088664,0.2864591240149821,0.2864591240149821,faulty_training,fault_1,1,0,post_response
1,1,36,True,2048.0,2052.0,2099.0,4.0,47.0,51.0,5.0,1.316973410108858,0.658486705054429,0.056041421706759915,0.007405119143595584,0.10853614057791675,0.1568627450980392,2799.6392209593073,0.9851520564874051,2798.187851489265,2801.692656554679,3.504805065414075,2800.449754088664,2799.514969908672,-0.9347841799922207,0.9347841799922207,faulty_training,fault_1,1,0,post_response
1,1,37,True,2099.0,2122.0,2148.0,23.0,26.0,49.0,70.0,0.6684727742649557,0.05812806732738745,0.05142098263576582,0.08394334844811055,0.07958846420756345,0.9387755102040817,2799.658315724907,0.7987400084211598,2797.879757809013,2801.431648993456,3.551891184442866,2799.514969908672,2800.5169433599904,1.001973451318463,1.001973451318463,faulty_training,fault_1,1,0,post_response
1,1,38,True,2148.0,2174.0,2195.0,26.0,21.0,47.0,52.0,0.7838827924338148,0.060298676341062674,0.07465550404131568,0.09935014440297892,0.0703620010207942,0.8936170212765957,2800.261395825469,0.6997987706095337,2798.651533127552,2802.1798262011894,3.528293073637542,2800.5169433599904,2801.006905430917,0.4899620709265946,0.4899620709265946,faulty_training,fault_1,1,0,post_response
1,1,39,True,2195.0,2221.0,2245.0,26.0,24.0,50.0,47.0,0.47028380142205606,0.03617567703246585,0.03919031678517134,0.07196887220684403,0.05327438097342565,0.96,2800.52286572065,0.5958862910350192,2798.689763730022,2801.705712204881,3.01594847485876,2801.006905430917,2799.321723263354,-1.6851821675627434,1.6851821675627434,faulty_training,fault_1,1,0,post_response
1,1,40,True,2245.0,2273.0,2295.0,28.0,22.0,50.0,52.0,0.45397971539091486,0.03242712252792249,0.0412708832173559,0.02875738731331694,0.05436329971039413,0.88,2800.310707853138,0.5659801256847192,2798.732496811886,2801.7730283366905,3.0405315248044644,2799.321723263354,2800.219850578242,0.8981273148879154,0.8981273148879154,faulty_training,fault_1,1,0,post_response
1,1,41,True,2295.0,2300.0,2326.0,5.0,26.0,31.0,27.0,0.6395983140125736,0.2558393256050294,0.04919987030865951,0.012816174582439999,0.07291270416885709,0.32258064516129037,2799.0037524980035,0.5685159062145447,2798.000730526601,2800.219850578242,2.219120051641312,2800.219850578242,2800.0540778189716,-0.1657727592705669,0.1657727592705669,faulty_training,fault_1,1,0,post_response
1,1,42,True,2326.0,2362.0,2385.0,36.0,23.0,59.0,62.0,0.8905909209008769,0.04947727338338205,0.0774426887739893,0.0998978400550186,0.07485233861370943,0.7796610169491526,2799.9687819078144,0.7875603092152904,2798.3045873521787,2801.786596199373,3.4820088471942654,2800.0540778189716,2800.865026263768,0.810948444796395,0.810948444796395,faulty_training,fault_1,1,0,post_response
1,1,43,True,2385.0,2435.0,2501.0,50.0,66.0,116.0,73.0,2.234683147989699,0.08938732591958796,0.067717671151203,0.11134743316770254,0.14278981057614146,0.8620689655172413,2800.3032387992666,1.690436114999291,2797.414693256078,2803.5167956771465,6.102102421068594,2800.865026263768,2799.8649149598946,-1.000111303873382,1.000111303873382,faulty_training,fault_1,1,0,post_response
1,1,44,True,2501.0,2528.0,2544.0,27.0,16.0,43.0,93.0,0.5670988415085958,0.04200732159322932,0.07088735518857447,0.0812200640104038,0.03794905364770784,0.7441860465116279,2799.261542585319,0.5686631986002927,2797.353585748361,2800.641006164545,3.287420416183977,2799.8649149598946,2798.7569027259474,-1.1080122339471927,1.1080122339471927,faulty_training,fault_1,1,0,post_response
1,1,45,True,2544.0,2563.0,2564.0,19.0,1.0,20.0,35.0,0.20217635944436552,0.02128172204677532,0.40435271888873103,0.03917906997207865,0.004152119627769934,0.09999999999999998,2799.329967301271,0.542854511768648,2798.308128580185,2800.4101119294874,2.1019833493023725,2798.7569027259474,2799.573170298599,0.8162675726516682,0.8162675726516682,faulty_training,fault_1,1,0,post_response
1,1,46,True,2564.0,2607.0,2632.0,43.0,25.0,68.0,44.0,0.8541419053656227,0.039727530482121985,0.06833135242924981,0.07826854935765368,0.08987001699006214,0.7352941176470589,2800.564891359295,0.7257662371193123,2798.7346437159163,2802.2569347593717,3.522291043455425,2799.573170298599,2800.4870419666418,0.9138716680427024,0.9138716680427024,faulty_training,fault_1,1,0,post_response
1,1,47,True,2632.0,2650.0,2673.0,18.0,23.0,41.0,43.0,1.0585195842106714,0.11761328713451905,0.09204518123571055,0.0822235334204379,0.13778695565083582,0.8780487804878049,2799.7503453526333,1.1091841497377837,2797.600720437855,2801.947796483285,4.347076045429731,2800.4870419666418,2800.9279240522633,0.4408820856215243,0.4408820856215243,faulty_training,fault_1,1,0,post_response
1,1,48,True,2673.0,2692.0,2703.0,19.0,11.0,30.0,42.0,0.4132167088503138,0.04349649566845409,0.07513031070005706,0.08985211740755403,0.031807350660164956,0.7333333333333334,2799.894025484466,0.5568663709730759,2798.7660369428895,2800.9279240522633,2.1618871093737653,2800.9279240522633,2799.4962627426207,-1.43166130964255,1.43166130964255,faulty_training,fault_1,1,0,post_response
1,1,49,True,2703.0,2736.0,2743.0,33.0,7.0,40.0,44.0,0.35853946827251093,0.02172966474378854,0.10243984807786026,0.04508572085246669,0.012311000628687906,0.35,2800.38250299861,0.6293532324460644,2799.165389807191,2801.690109681473,2.5247198742822548,2799.4962627426207,2801.4667621177728,1.9704993751520306,1.9704993751520306,faulty_training,fault_1,1,0,post_response
1,1,50,True,2743.0,2745.0,2781.0,2.0,36.0,38.0,9.0,0.8361807376977595,0.8361807376977595,0.046454485427653305,0.004280099234802037,0.08038055118458942,0.10526315789473684,2799.176624564744,0.654570208884659,2798.111424632979,2801.4667621177728,3.3553374847938358,2801.4667621177728,2799.2252356196045,-2.2415264981682412,2.2415264981682412,faulty_training,fault_1,1,0,post_response
1,1,51,True,2781.0,2815.0,2845.0,34.0,30.0,64.0,70.0,1.4233118314682542,0.08372422538048555,0.09488745543121695,0.1529620048297602,0.08585818281576393,0.9375,2800.5943765511543,1.0229298956054897,2798.8036748253285,2802.6828187461847,3.8791439208562224,2799.2252356196045,2799.7957957197023,0.5705601000977367,0.5705601000977367,faulty_training,fault_1,1,0,post_response
1,1,52,True,2845.0,2860.0,2861.0,15.0,1.0,16.0,45.0,0.15426104137532093,0.02056813885004279,0.30852208275064186,0.028333209381662526,0.005953184257941757,0.125,2800.0705277659763,0.7173018176464756,2798.6783387277346,2801.471152109944,2.7928133822092605,2799.7957957197023,2800.0833477874717,0.2875520677694112,0.2875520677694112,faulty_training,fault_1,1,0,post_response
1,1,53,True,2861.0,2862.0,2884.0,1.0,22.0,23.0,2.0,0.6900428908136291,1.3800857816272583,0.06273117189214811,0.00027843772104461093,0.10451046121488616,0.08695652173913049,2798.807281699071,1.0099743992943764,2796.9304913620363,2800.0833477874717,3.1528564254354023,2800.0833477874717,2799.8016362618823,-0.2817115255893441,0.2817115255893441,faulty_training,fault_1,1,0,post_response
1,1,54,True,2884.0,2910.0,2922.0,26.0,12.0,38.0,48.0,0.9505841980339937,0.07312186138723029,0.15843069967233228,0.16405226251367822,0.050893659778876096,0.631578947368421,2800.6395786093635,0.5843673599676698,2799.381209864052,2801.9558835748912,2.5746737108393063,2799.8016362618823,2800.9669879331127,1.1653516712303826,1.1653516712303826,faulty_training,fault_1,1,0,post_response
1,1,55,True,2922.0,2925.0,2963.0,3.0,38.0,41.0,15.0,0.4865033959536049,0.3243355973024033,0.025605441892294994,0.004262446862685465,0.044116218206090706,0.14634146341463417,2799.7913980739672,0.5892760052441632,2798.7554639154273,2801.14590969625,2.3904457808225743,2800.9669879331127,2799.688304444164,-1.2786834889489,1.2786834889489,faulty_training,fault_1,1,0,post_response
1,1,56,True,2963.0,2971.0,2974.0,8.0,3.0,11.0,46.0,0.05531126059008784,0.01382781514752196,0.036874173726725225,0.014742172918704454,0.004207330761482808,0.5454545454545454,2799.586445729788,0.4465612212758255,2798.941509723835,2800.271793186311,1.3302834624755633,2799.688304444164,2800.1431994730183,0.4548950288544802,0.4548950288544802,faulty_training,fault_1,1,0,post_response
1,2,1,True,28.0,45.0,71.0,17.0,26.0,43.0,,0.4921558915912101,0.05790069312837766,0.03785814550701616,0.06721082214771741,0.05994029591820436,0.7906976744186046,2800.634020929118,0.6700208186402156,2799.1660339005716,2802.110398100276,2.9443641997045233,2800.5568542614405,2800.7199394088175,0.16308514737693258,0.16308514737693258,faulty_training,fault_1,0,0,pre_injection
1,2,2,True,71.0,73.0,85.0,2.0,12.0,14.0,28.0,0.15568948859413467,0.15568948859413467,0.025948248099022447,0.003324193122307406,0.026793369583856474,0.2857142857142857,2800.042599976669,0.6257802016972983,2798.857194447877,2801.2038183179934,2.3466238701162183,2800.7199394088175,2800.4594228515216,-0.26051655729588674,0.26051655729588674,faulty_training,fault_1,0,0,pre_injection
1,2,3,True,85.0,87.0,90.0,2.0,3.0,5.0,14.0,0.07020219590822308,0.07020219590822308,0.04680146393881538,0.0054692898091616374,0.006387935279144585,0.8,2800.1159156317567,0.4026427617173558,2799.47143688048,2800.5049137687492,1.0334768882694334,2800.4594228515216,2800.5049137687492,0.04549091722765297,0.04549091722765297,faulty_training,fault_1,0,0,pre_injection
1,2,4,True,90.0,91.0,92.0,1.0,1.0,2.0,4.0,0.0008834770808334724,0.0017669541616669449,0.0017669541616669449,0.0035366987818633787,0.0013609580217689653,1.0,2800.9339434619083,0.3038099139245185,2800.5049137687492,2801.168479234771,0.6635654660217369,2800.5049137687492,2801.168479234771,0.6635654660217369,0.6635654660217369,faulty_training,fault_1,0,0,pre_injection
1,2,5,True,92.0,94.0,96.0,2.0,2.0,4.0,3.0,0.009092682723803591,0.009092682723803591,0.009092682723803591,0.0017391939319168158,0.003596290156656323,1.0,2799.8479237054407,1.0294737863343437,2798.7741676166465,2801.168479234771,2.3943116181244477,2801.168479234771,2798.8455263462497,-2.322952888521286,2.322952888521286,faulty_training,fault_1,0,0,pre_injection
1,2,6,True,96.0,100.0,115.0,4.0,15.0,19.0,6.0,0.2590319093992548,0.1295159546996274,0.03453758791990064,0.009239205622043301,0.03925948374558175,0.42105263157894735,2799.747643997437,0.5673417400525832,2798.8455263462497,2800.7431365874813,1.8976102412316322,2798.8455263462497,2800.7431365874813,1.8976102412316322,1.8976102412316322,faulty_training,fault_1,0,0,pre_injection
1,2,7,True,115.0,132.0,146.0,17.0,14.0,31.0,32.0,0.2245949619041312,0.02642293669460367,0.032084994557733025,0.03433732393978062,0.04301953961034997,0.9032258064516129,2799.8293597332863,0.4935998342720661,2798.8727728145514,2800.811014748945,1.9382419343937727,2800.7431365874813,2800.1461701052126,-0.5969664822687264,0.5969664822687264,faulty_training,fault_1,0,0,pre_injection
1,2,8,True,146.0,168.0,206.0,22.0,38.0,60.0,36.0,0.7361508894466624,0.06692280813151476,0.038744783655087496,0.02379134706584409,0.05750984040701042,0.7333333333333334,2799.4027641875896,0.8390259029743193,2797.729743618667,2801.2194689071803,3.489725288513455,2800.1461701052126,2800.667826555697,0.5216564504844428,0.5216564504844428,faulty_training,fault_1,0,0,pre_injection
1,2,9,True,206.0,251.0,283.0,45.0,32.0,77.0,83.0,1.0433478375584855,0.04637101500259935,0.06520923984740534,0.09897434106983383,0.043024961353557954,0.8311688311688312,2800.4429158940434,0.6204275070194689,2799.105165158865,2801.9876691091276,2.882503950262617,2800.667826555697,2800.7736157683535,0.10578921265641839,0.10578921265641839,faulty_training,fault_1,0,0,pre_injection
1,2,10,True,283.0,309.0,344.0,26.0,35.0,61.0,58.0,0.7993655231168759,0.06148965562437507,0.04567802989239291,0.03051689964149773,0.06713419266638994,0.8524590163934427,2799.779396524767,0.8063748339156876,2797.879870168402,2801.239340077336,3.3594699089339883,2800.7736157683535,2799.9933864613545,-0.7802293069989901,0.7802293069989901,faulty_training,fault_1,0,0,pre_injection
1,2,11,True,344.0,381.0,399.0,37.0,18.0,55.0,72.0,0.6761990375198366,0.03655129932539657,0.07513322639109295,0.05643514735015742,0.03167239346080351,0.6545454545454545,2800.2400755320423,0.6021105131952534,2799.044088528945,2801.3858491802507,2.3417606513057763,2799.9933864613545,2800.114695638046,0.12130917669173868,0.12130917669173868,faulty_training,fault_1,0,0,pre_injection
1,2,12,True,399.0,406.0,439.0,7.0,33.0,40.0,25.0,0.5995307951193354,0.17129451289123868,0.03633519970420215,0.013632595246690471,0.062217365552669435,0.35,2799.490776518901,0.7322150668105571,2798.1609064778327,2800.8866326335774,2.7257261557447237,2800.114695638046,2800.322485111663,0.20778947361668543,0.20778947361668543,faulty_training,fault_1,0,0,pre_injection
1,2,13,True,439.0,505.0,557.0,66.0,52.0,118.0,99.0,1.578533991864333,0.04783436338982827,0.060712845840935885,0.0841423418794875,0.11814700888457992,0.8813559322033898,2800.1497349240753,1.0886947049889892,2797.06182290956,2802.4786534284362,5.416830518876395,2800.322485111663,2798.7724081317897,-1.5500769798732108,1.5500769798732108,faulty_training,fault_1,0,0,pre_injection
1,2,14,True,557.0,588.0,604.0,31.0,16.0,47.0,83.0,0.5818357716482296,0.03753779171924062,0.0727294714560287,0.06722311671655916,0.06053062797741404,0.6808510638297872,2799.5193646775074,0.6024921341465507,2798.0892035859156,2801.0043988970037,2.915195311088155,2798.7724081317897,2800.378995683779,1.606587551989378,1.606587551989378,faulty_training,fault_1,1,1,transient_response
1,2,15,True,604.0,659.0,761.0,55.0,102.0,157.0,71.0,11.88144408838275,0.4320525123048273,0.23296949192907354,0.4092165433864466,0.3745117233877863,0.7006369426751593,2801.5087055510885,8.598458878899377,2787.415945439892,2813.940953840412,26.525008400520164,2800.378995683779,2789.993422812922,-10.385572870857231,10.385572870857231,faulty_training,fault_1,1,1,transient_response
1,2,16,True,761.0,777.0,923.0,16.0,146.0,162.0,118.0,13.57513876698954,1.6968923458736924,0.18596080502725396,0.053002378072460485,0.43007611493471815,0.19753086419753085,2777.6840556458424,10.780939431931765,2761.6804867215533,2790.0323448324125,28.35185811085921,2789.993422812922,2763.3893337274703,-26.604089085451506,26.604089085451506,faulty_training,fault_1,1,1,transient_response
