fault_number,simulation_run,oscillation_id,is_complete,start_index,peak_index,end_index,rise_duration,fall_duration,duration,period,amplitude,rising_mean_rate,falling_mean_rate,peak_rise_rate,peak_fall_rate,temporal_symmetry,raw_mean,raw_std,raw_min,raw_max,raw_range,raw_start,raw_end,raw_delta,raw_abs_delta,dataset,condition,post_injection,transient_response,regime
0,1,11,True,418.0,471.0,472.0,53.0,1.0,54.0,55.0,1.0728065830080595,0.040483267283323,2.145613166016119,0.09888459109465657,0.0003523533878251328,0.03703703703703709,2800.4361515705777,0.8687475853851202,2798.798618177687,2802.501845197254,3.7032270195672936,2799.518148480399,2801.2650382898337,1.7468898094348333,1.7468898094348333,faultfree_training,fault_free,0,0,fault_free
0,1,12,True,472.0,475.0,515.0,3.0,40.0,43.0,4.0,0.927223407130441,0.6181489380869607,0.046361170356522055,0.007517670846937108,0.07929409706689512,0.13953488372093026,2799.6854325400705,0.7490196716622392,2798.619071323202,2801.7644551942685,3.145383871066315,2801.2650382898337,2799.52016783401,-1.7448704558237296,1.7448704558237296,faultfree_training,fault_free,0,0,fault_free
0,1,13,True,515.0,540.0,560.0,25.0,20.0,45.0,65.0,0.44702070384323633,0.03576165630745891,0.04470207038432363,0.05566606646798391,0.059029273419082526,0.8888888888888888,2799.835769196051,0.6194637595453011,2798.3854459867343,2801.40714606744,3.021700080705614,2799.52016783401,2800.887858890147,1.3676910561371187,1.3676910561371187,faultfree_training,fault_free,0,0,fault_free
0,1,14,True,560.0,585.0,604.0,25.0,19.0,44.0,45.0,0.6156677543126534,0.049253420345012275,0.06480713203291089,0.09767503586808743,0.09008682264675372,0.8636363636363636,2800.331216513591,0.8044935748322907,2798.609697678816,2801.5120831766303,2.902385497814521,2800.887858890147,2800.8322292136068,-0.05562967654032036,0.05562967654032036,faultfree_training,fault_free,0,0,fault_free
0,1,15,True,604.0,620.0,631.0,16.0,11.0,27.0,35.0,0.16608791489557007,0.020760989361946258,0.030197802708285468,0.0403233052352789,0.031165621441687108,0.8148148148148149,2800.084361637531,0.5857264846745608,2799.0328171757033,2801.432840391928,2.400023216224781,2800.8322292136068,2800.006719584306,-0.8255096293005408,0.8255096293005408,faultfree_training,fault_free,0,0,fault_free
0,1,16,True,631.0,637.0,674.0,6.0,37.0,43.0,17.0,0.35820830598572684,0.11940276866190895,0.019362611134363612,0.022590396992882233,0.035165109476474755,0.2790697674418605,2799.7021763201133,0.4659280482290081,2798.505795804683,2800.8378763008486,2.3320804961654176,2800.006719584306,2799.64285648133,-0.36386310297621094,0.36386310297621094,faultfree_training,fault_free,0,0,fault_free
0,1,17,True,674.0,717.0,786.0,43.0,69.0,112.0,80.0,1.8724244110312611,0.08708950748982609,0.05427317133423945,0.07269046577971494,0.12255922617928264,0.7678571428571428,2799.8530169651,1.480954358099921,2796.7395916383057,2802.3375681391162,5.597976500810546,2799.64285648133,2798.6270246053737,-1.0158318759563372,1.0158318759563372,faultfree_training,fault_free,0,0,fault_free
0,1,18,True,786.0,840.0,860.0,54.0,20.0,74.0,123.0,1.6193702027837844,0.0599766741771772,0.16193702027837845,0.11152408852235567,0.09074446857939619,0.5405405405405406,2800.3473287189286,0.939512486685772,2798.005581346053,2802.0801908862763,4.074609540223264,2798.6270246053737,2802.0801908862763,3.4531662809026784,3.4531662809026784,faultfree_training,fault_free,0,0,fault_free
0,1,19,True,860.0,881.0,906.0,21.0,25.0,46.0,41.0,0.751160352934221,0.07153908123183057,0.06009282823473768,0.061508707042412424,0.07718801417236136,0.9130434782608696,2800.319702522105,0.8901231105360551,2798.3673398829237,2802.0801908862763,3.7128510033526254,2802.0801908862763,2801.080346926082,-0.9998439601945392,0.9998439601945392,faultfree_training,fault_free,0,0,fault_free
0,1,20,True,906.0,926.0,934.0,20.0,8.0,28.0,45.0,0.30097749819537967,0.030097749819537965,0.07524437454884492,0.04966044511647851,0.013024837727562045,0.5714285714285714,2800.3697116287417,0.41717080233561626,2799.5484646111254,2801.123699046402,1.5752344352767977,2801.080346926082,2801.123699046402,0.04335212032037816,0.04335212032037816,faultfree_training,fault_free,0,0,fault_free
0,1,21,True,934.0,939.0,971.0,5.0,32.0,37.0,13.0,1.0132331532693115,0.4052932613077246,0.06332707207933197,0.007439256312682119,0.10972437035807162,0.2702702702702703,2799.0719954236583,0.9533759412049796,2797.5970931843226,2801.752862516004,4.155769331681313,2801.123699046402,2799.869880042134,-1.25381900426828,1.25381900426828,faultfree_training,fault_free,0,0,fault_free
0,1,22,True,971.0,997.0,998.0,26.0,1.0,27.0,58.0,0.9010898042054123,0.06931460032349325,1.8021796084108246,0.11603983267696094,0.0005516215283023485,0.07407407407407407,2800.393814577973,0.5176895987081243,2799.0993087439633,2801.2500407434386,2.1507319994752834,2799.869880042134,2800.924900409983,1.0550203678490107,1.0550203678490107,faultfree_training,fault_free,0,0,fault_free
0,1,23,True,998.0,999.0,1016.0,1.0,17.0,18.0,2.0,0.2112543260907387,0.4225086521814774,0.0248534501283222,0.00111082088128569,0.04052724425905581,0.11111111111111116,2800.1453081245836,0.5454181285846945,2799.0331222378936,2801.0494405104932,2.0163182725996194,2800.924900409983,2800.4922833553883,-0.43261705459462974,0.43261705459462974,faultfree_training,fault_free,0,0,fault_free
0,1,24,True,1016.0,1038.0,1072.0,22.0,34.0,56.0,39.0,0.7627682116124106,0.06934256469203733,0.0448687183301418,0.05160286379864374,0.07774963174770164,0.7857142857142857,2800.0864441881436,0.7795435866272271,2798.762816698669,2801.75491940279,2.9921027041209527,2800.4922833553883,2799.8796524442328,-0.6126309111555202,0.6126309111555202,faultfree_training,fault_free,0,0,fault_free
0,1,25,True,1072.0,1097.0,1116.0,25.0,19.0,44.0,59.0,0.352144168924724,0.02817153351397792,0.037067807255234106,0.04291751542805287,0.04318975776332081,0.8636363636363636,2799.8883909746123,0.594968357190192,2798.478614772587,2801.314316076536,2.8357013039490084,2799.8796524442328,2800.5206021682343,0.6409497240015298,0.6409497240015298,faultfree_training,fault_free,0,0,fault_free
0,1,26,True,1116.0,1143.0,1181.0,27.0,38.0,65.0,46.0,0.6890240704963162,0.05103882003676416,0.03626442476296401,0.05106261393066234,0.06674876736929036,0.8307692307692307,2799.9453291681584,0.7051351793993126,2798.7324919792973,2801.262028462563,2.529536483265929,2800.5206021682343,2799.3725188039143,-1.148083364319973,1.148083364319973,faultfree_training,fault_free,0,0,fault_free
0,1,27,True,1181.0,1211.0,1243.0,30.0,32.0,62.0,68.0,0.7833777104638102,0.052225180697587345,0.04896110690398814,0.09926540203100558,0.030700592831271932,0.967741935483871,2800.4146322581987,0.6744530274465205,2799.08043136707,2802.6396875353025,3.559256168232423,2799.3725188039143,2800.422036377772,1.0495175738578837,1.0495175738578837,faultfree_training,fault_free,0,0,fault_free
0,1,28,True,1243.0,1257.0,1297.0,14.0,40.0,54.0,46.0,1.250212016446767,0.17860171663525243,0.06251060082233835,0.030824490715167484,0.09453436265489472,0.5185185185185186,2799.003178190161,1.0857956627104741,2796.939467043306,2801.3210873915214,4.381620348215165,2800.422036377772,2798.073791264326,-2.34824511344641,2.34824511344641,faultfree_training,fault_free,0,0,fault_free
0,1,29,True,1297.0,1358.0,1384.0,61.0,26.0,87.0,101.0,1.670317449518734,0.05476450654159784,0.12848595765528723,0.08837402665612899,0.0818464745862002,0.5977011494252873,2800.362042232445,0.8704634530650424,2798.073791264326,2802.8972477219927,4.823456457666907,2798.073791264326,2799.591377481595,1.5175862172691268,1.5175862172691268,faultfree_training,fault_free,0,0,fault_free
0,1,30,True,1384.0,1387.0,1407.0,3.0,20.0,23.0,29.0,0.4981345264400261,0.33208968429335073,0.04981345264400261,0.013053850800588407,0.08041549648301043,0.26086956521739135,2799.4577087707075,0.8267410001740747,2797.744446899076,2801.0971655299622,3.352718630886102,2799.591377481595,2799.726376169321,0.13499868772623813,0.13499868772623813,faultfree_training,fault_free,0,0,fault_free
0,1,31,True,1407.0,1443.0,1471.0,36.0,28.0,64.0,56.0,0.7778253906449208,0.0432125217024956,0.055558956474637204,0.05909954950507199,0.08453423649575598,0.875,2799.926096250314,0.7850617119310098,2798.0282055081216,2801.5077627675064,3.479557259384819,2799.726376169321,2799.915125811068,0.18874964174665365,0.18874964174665365,faultfree_training,fault_free,0,0,fault_free
0,1,32,True,1471.0,1505.0,1520.0,34.0,15.0,49.0,62.0,0.8065580459051489,0.047444590935597,0.10754107278735318,0.07106247904193878,0.06039808513673961,0.6122448979591837,2800.460925170855,0.6698735144041607,2799.29903811382,2801.6981817194937,2.399143605673544,2799.915125811068,2801.4043760894283,1.4892502783604868,1.4892502783604868,faultfree_training,fault_free,0,0,fault_free
0,1,33,True,1520.0,1537.0,1567.0,17.0,30.0,47.0,32.0,1.1240947348032932,0.13224643938862274,0.07493964898688622,0.05057660467141432,0.12337062751034863,0.7234042553191489,2799.5992627136825,1.0710203374507759,2797.7958445733257,2801.5990610103026,3.8032164369769816,2801.4043760894283,2799.3489132187806,-2.055462870647716,2.055462870647716,faultfree_training,fault_free,0,0,fault_free
0,1,34,True,1567.0,1626.0,1680.0,59.0,54.0,113.0,89.0,1.7635048401750737,0.059779825090680465,0.06531499408055828,0.0669172768183671,0.1024359707147596,0.9557522123893806,2799.8984255752243,1.2952019174415852,2796.811159393162,2802.442654455965,5.631495062802969,2799.3489132187806,2799.1169452282193,-0.23196799056131567,0.23196799056131567,faultfree_training,fault_free,0,0,fault_free
0,1,35,True,1680.0,1739.0,1786.0,59.0,47.0,106.0,113.0,1.3628717527651588,0.046199042466615554,0.057994542670857824,0.12774755290411122,0.0593011088127696,0.8867924528301887,2800.3173023614777,0.7261375714165076,2798.3563773120636,2801.9911445795865,3.634767267522875,2799.1169452282193,2799.476310690946,0.3593654627266005,0.3593654627266005,faultfree_training,fault_free,0,0,fault_free
0,1,36,True,1786.0,1787.0,1791.0,1.0,4.0,5.0,48.0,0.040368300794170864,0.08073660158834173,0.020184150397085432,0.0018305053883523215,0.005983283857403876,0.4,2799.7264023165076,0.4712790038204322,2799.203549022759,2800.3671372788235,1.163588256064486,2799.476310690946,2799.8273602011714,0.3510495102254936,0.3510495102254936,faultfree_training,fault_free,0,0,fault_free
0,1,37,True,1791.0,1792.0,1803.0,1.0,11.0,12.0,5.0,0.1487460200703481,0.2974920401406962,0.027044730921881473,0.0009537959085719194,0.039039167722739875,0.16666666666666663,2799.559456620312,0.5464420356554602,2798.500576892195,2800.3250154595576,1.8244385673624492,2799.8273602011714,2800.070689250508,0.24332904933680766,0.24332904933680766,faultfree_training,fault_free,0,0,fault_free
0,1,38,True,1803.0,1821.0,1833.0,18.0,12.0,30.0,29.0,0.1916080436997163,0.02128978263330181,0.03193467394995272,0.027724069222676916,0.033588534652380986,0.8,2799.6793562366342,0.7317971009116488,2797.9083313221936,2801.1704515238202,3.262120201626658,2800.070689250508,2799.706049801302,-0.36463944920615177,0.36463944920615177,faultfree_training,fault_free,0,0,fault_free
0,1,39,True,1833.0,1856.0,1858.0,23.0,2.0,25.0,35.0,0.46440606489886704,0.04038313607816235,0.46440606489886704,0.08321720559965798,0.008523521594406702,0.16000000000000003,2800.28359377324,0.7460533970133388,2799.064590195189,2801.587460205345,2.5228700101561117,2799.706049801302,2799.8998709909765,0.1938211896745088,0.1938211896745088,faultfree_training,fault_free,0,0,fault_free
0,1,40,True,1858.0,1862.0,1874.0,4.0,12.0,16.0,6.0,0.1270943352467384,0.0635471676233692,0.021182389207789736,0.015643280479434907,0.012537825777462786,0.5,2800.5752514739056,0.44162097268127304,2799.8998709909765,2801.6761832784996,1.7763122875230692,2799.8998709909765,2800.4129384830553,0.5130674920787897,0.5130674920787897,faultfree_training,fault_free,0,0,fault_free
0,1,41,True,1874.0,1878.0,1898.0,4.0,20.0,24.0,16.0,0.17905647212342046,0.08952823606171023,0.017905647212342047,0.013186972707580935,0.02279851478647288,0.33333333333333337,2800.0332449888483,0.5755875494586906,2798.8633653606316,2800.9134436575773,2.050078296945685,2800.4129384830553,2800.7313475293095,0.31840904625414623,0.31840904625414623,faultfree_training,fault_free,0,0,fault_free
0,1,42,True,1898.0,1900.0,1934.0,2.0,34.0,36.0,22.0,0.5164360275607578,0.5164360275607578,0.030378589856515165,0.0014185542102040927,0.050378604620709665,0.11111111111111116,2799.44792532043,0.7078922503687385,2797.6461696848073,2800.7313475293095,3.085177844502141,2800.7313475293095,2800.0499572916247,-0.6813902376848091,0.6813902376848091,faultfree_training,fault_free,0,0,fault_free
0,1,43,True,1934.0,1954.0,1989.0,20.0,35.0,55.0,54.0,0.6961612073716879,0.06961612073716879,0.039780640421239306,0.1060478239967324,0.06236981291058328,0.7272727272727273,2799.74178306951,0.8697455099283554,2798.289650034859,2801.5013711462166,3.211721111357747,2800.0499572916247,2799.577553943378,-0.4724033482466439,0.4724033482466439,faultfree_training,fault_free,0,0,fault_free
0,1,44,True,1989.0,2008.0,2012.0,19.0,4.0,23.0,54.0,0.3825855239813336,0.040272160419087745,0.1912927619906668,0.06995356132083544,0.0068742786196708035,0.34782608695652173,2799.9743136125944,0.5177689630084711,2798.60273119688,2801.046335167825,2.443603970944878,2799.577553943378,2801.046335167825,1.468781224446957,1.468781224446957,faultfree_training,fault_free,0,0,fault_free
0,1,45,True,2012.0,2038.0,2043.0,26.0,5.0,31.0,30.0,0.2934230864402707,0.022571006649251595,0.11736923457610829,0.04254823280489291,0.008749962881438478,0.32258064516129037,2800.597443647729,0.3180509199424977,2799.879974713822,2801.2461223261,1.3661476122779277,2801.046335167825,2800.7909054810752,-0.25542968674972144,0.25542968674972144,faultfree_training,fault_free,0,0,fault_free
0,1,46,True,2043.0,2053.0,2076.0,10.0,23.0,33.0,15.0,0.23379926811003315,0.04675985362200663,0.020330371140002884,0.02127002339766477,0.027128641137733212,0.6060606060606061,2800.485117768757,0.6914916970274598,2799.35462053392,2802.4344753679557,3.079854834035814,2800.7909054810752,2800.5275531127986,-0.2633523682766281,0.2633523682766281,faultfree_training,fault_free,0,0,fault_free
0,1,47,True,2076.0,2083.0,2091.0,7.0,8.0,15.0,30.0,0.08341170566041001,0.023831915902974288,0.020852926415102502,0.00660191389110878,0.01049883190376022,0.9333333333333333,2800.4612463348326,0.43195684143421725,2799.7855361876113,2801.4738971696424,1.6883609820310994,2800.5275531127986,2801.4738971696424,0.9463440568438273,0.9463440568438273,faultfree_training,fault_free,0,0,fault_free
0,1,48,True,2091.0,2106.0,2132.0,15.0,26.0,41.0,23.0,0.5512051644220719,0.07349402192294292,0.0424003972632363,0.025449637067686125,0.06710426084628125,0.7317073170731707,2799.9677243655087,0.6842106136434601,2798.878960343577,2801.4738971696424,2.59493682606535,2801.4738971696424,2800.4411023769558,-1.0327947926866727,1.0327947926866727,faultfree_training,fault_free,0,0,fault_free
0,1,49,True,2132.0,2146.0,2167.0,14.0,21.0,35.0,40.0,0.3305033544181697,0.04721476491688138,0.03147650994458759,0.03625862834323925,0.044425005925177175,0.8,2799.5168647409064,0.5426999818612249,2798.444409113889,2800.8551488913517,2.4107397774628225,2800.4411023769558,2800.2050661865815,-0.2360361903743069,0.2360361903743069,faultfree_training,fault_free,0,0,fault_free
0,1,50,True,2167.0,2207.0,2232.0,40.0,25.0,65.0,61.0,0.4972816151951065,0.024864080759755325,0.03978252921560852,0.04142514991854114,0.04248219103697011,0.7692307692307692,2800.0757316910835,0.6033524460305791,2798.7613048963817,2801.6717015818763,2.910396685494561,2800.2050661865815,2801.5207174637458,1.3156512771643065,1.3156512771643065,faultfree_training,fault_free,0,0,fault_free
0,1,51,True,2232.0,2251.0,2270.0,19.0,19.0,38.0,44.0,0.4614079913937985,0.048569262251978794,0.048569262251978794,0.08558171415943434,0.056112055795301784,1.0,2800.398735998451,0.8633477907794634,2798.929077748477,2802.2358360383596,3.3067582898825094,2801.5207174637458,2799.7252212050216,-1.7954962587241425,1.7954962587241425,faultfree_training,fault_free,0,0,fault_free
0,1,52,True,2270.0,2272.0,2291.0,2.0,19.0,21.0,21.0,0.3143617496864408,0.3143617496864408,0.03309071049330956,0.007215745308667465,0.05210571732168319,0.19047619047619047,2799.6411269259834,0.4103466525470798,2799.076046863851,2800.384528243565,1.3084813797140669,2799.7252212050216,2800.1646588176573,0.4394376126356292,0.4394376126356292,faultfree_training,fault_free,0,0,fault_free
0,1,53,True,2291.0,2312.0,2367.0,21.0,55.0,76.0,40.0,0.9980853560205105,0.09505574819242957,0.03629401294620038,0.06371214499063171,0.07164850548615505,0.5526315789473684,2799.540101612219,0.878378074543931,2797.194719823583,2801.6682303810558,4.473510557472764,2800.1646588176573,2799.136174945339,-1.0284838723182474,1.0284838723182474,faultfree_training,fault_free,0,0,fault_free
0,1,54,True,2367.0,2407.0,2487.0,40.0,80.0,120.0,95.0,1.2633626100246147,0.06316813050123074,0.03158406525061537,0.13562997453541356,0.08249237515560708,0.6666666666666667,2800.1624514307464,0.9723633814639888,2797.916166249962,2801.9280552030405,4.011888953078596,2799.136174945339,2799.061058004347,-0.07511694099184751,0.07511694099184751,faultfree_training,fault_free,0,0,fault_free
0,1,55,True,2487.0,2550.0,2601.0,63.0,51.0,114.0,143.0,1.2322470328526833,0.03911895342389471,0.0483234130530464,0.09345335184052601,0.08889917789515493,0.8947368421052632,2799.892734721794,0.8729795872915666,2798.0203104579564,2801.988496726349,3.968186268392401,2799.061058004347,2800.735061265023,1.6740032606758177,1.6740032606758177,faultfree_training,fault_free,0,0,fault_free
0,1,56,True,2601.0,2657.0,2699.0,56.0,42.0,98.0,107.0,1.494146118548997,0.05336236137674989,0.07114981516899986,0.08123144806590972,0.12130598451103651,0.8571428571428572,2800.1697528396985,1.2051969953772261,2797.7823947548054,2802.426195305523,4.643800550717515,2800.735061265023,2799.8400448960847,-0.8950163689382862,0.8950163689382862,faultfree_training,fault_free,0,0,fault_free
0,1,57,True,2699.0,2733.0,2734.0,34.0,1.0,35.0,76.0,0.5367384712565126,0.031572851250383095,1.0734769425130253,0.07040095637580635,0.0006975923440677434,0.05714285714285716,2799.6904176237695,0.5056193140575745,2798.587514046374,2800.7906191359302,2.203105089556175,2799.8400448960847,2800.136756808617,0.2967119125323734,0.2967119125323734,faultfree_training,fault_free,0,0,fault_free
0,1,58,True,2734.0,2760.0,2763.0,26.0,3.0,29.0,27.0,0.5151048640307181,0.039623451079286005,0.3434032426871454,0.0664508224799647,0.013140540361291642,0.2068965517241379,2800.70040737611,0.5796693200040298,2799.03892109177,2801.884762231191,2.845841139420827,2800.136756808617,2801.884762231191,1.7480054225738968,1.7480054225738968,faultfree_training,fault_free,0,0,fault_free
0,1,59,True,2763.0,2785.0,2820.0,22.0,35.0,57.0,25.0,1.05369302262352,0.09579027478395635,0.06021102986420114,0.022656668035733674,0.11317320057969482,0.7719298245614035,2799.8278836222876,1.1108464222463186,2797.9986511337142,2801.994349784093,3.9956986503789267,2801.884762231191,2799.8374284151937,-2.0473338159972627,2.0473338159972627,faultfree_training,fault_free,0,0,fault_free
0,1,60,True,2820.0,2850.0,2851.0,30.0,1.0,31.0,65.0,0.7005368898473989,0.04670245932315993,1.4010737796947978,0.08194106376354285,0.0003368096595750103,0.06451612903225812,2800.260800760938,0.7608008131529125,2798.4301052492847,2801.5859778289637,3.1558725796789986,2799.8374284151937,2800.4813313225254,0.6439029073317215,0.6439029073317215,faultfree_training,fault_free,0,0,fault_free
0,1,61,True,2851.0,2865.0,2902.0,14.0,37.0,51.0,15.0,0.7727457449486792,0.11039224927838275,0.04177004026749617,0.020752136275632438,0.06951364600076886,0.5490196078431373,2799.654992154981,0.7821402115304041,2798.3113298039325,2801.4040710137524,3.0927412098199056,2800.4813313225254,2799.2701676895435,-1.2111636329818793,1.2111636329818793,faultfree_training,fault_free,0,0,fault_free
0,1,62,True,2902.0,2910.0,2912.0,8.0,2.0,10.0,45.0,0.10411221855088115,0.026028054637720288,0.10411221855088115,0.026082280033142523,0.0022268411437380564,0.4,2799.0161801837385,0.5483691602494211,2798.227619298198,2800.1213330715764,1.8937137733782947,2799.2701676895435,2800.1213330715764,0.851165382032832,0.851165382032832,faultfree_training,fault_free,0,0,fault_free
0,1,63,True,2912.0,2913.0,2916.0,1.0,3.0,4.0,3.0,0.020115979112688365,0.04023195822537673,0.013410652741792243,0.0013334149567526764,0.008255280347339067,0.5,2799.695740523976,0.30452258004492255,2799.2396523969232,2800.1213330715764,0.8816806746531256,2800.1213330715764,2799.8746726075037,-0.2466604640726473,0.2466604640726473,faultfree_training,fault_free,0,0,fault_free
0,1,64,True,2916.0,2956.0,2984.0,40.0,28.0,68.0,43.0,1.4605403994435164,0.07302701997217582,0.10432431424596546,0.1283383955613317,0.15372986905108518,0.8235294117647058,2800.5843604891297,1.265198534030592,2798.449369067015,2803.258769397059,4.8094003300439,2799.8746726075037,2798.903614080958,-0.9710585265456757,0.9710585265456757,faultfree_training,fault_free,0,0,fault_free
