subject,llm_object_id,start_index,peak_index,end_index,is_complete,period_seconds,full_excursion,temporal_symmetry
15,116,58557,58848,59136,True,5.28,0.33007,0.9948186528497409
15,117,59136,59593,59784,True,5.96,0.32028999999999996,0.5895061728395061
26,36,14099,14399,14538,True,3.592,1.0,0.6332574031890661
26,37,14538,14796,14938,True,3.176,1.0,0.71
26,38,14938,15207,15340,True,3.288,1.0,0.6616915422885572
26,39,15340,15609,15732,True,3.216,0.9521,0.6275510204081632
26,54,21603,21895,22044,True,4.928,1.0,0.6757369614512472
26,55,22044,22304,22457,True,3.272,0.99413,0.7409200968523002
26,61,24441,24734,24890,True,3.576,1.0,0.6948775055679287
26,64,25633,25893,26044,True,3.288,1.0,0.7347931873479319
26,65,26044,26303,26452,True,3.28,1.0,0.7303921568627452
26,67,26866,27117,27256,True,3.2,1.0,0.7128205128205128
26,111,48019,48157,48245,True,2.576,0.171069,0.7787610619469026
26,132,57451,57723,57884,True,4.176,0.7018570000000001,0.74364896073903
28,97,40000,40228,40407,True,3.16,1.0,0.8796068796068797
28,132,54856,55112,55294,True,3.512,1.0,0.8310502283105023
28,133,55294,55555,55794,True,3.544,1.0,0.956
29,20,7671,7932,8087,True,3.392,0.34798999999999997,0.7451923076923077
29,28,10793,11064,11207,True,3.376,0.32649,0.6908212560386473
29,35,13937,14210,14371,True,4.04,0.32454000000000005,0.7419354838709677
29,36,14371,14676,14825,True,3.728,0.32355999999999996,0.6563876651982379
29,65,25558,25851,26001,True,4.216,0.38122999999999996,0.6772009029345372
29,69,27222,27496,27642,True,3.864,0.2913,0.6952380952380952
29,84,33112,33391,33538,True,3.56,0.35874,0.6901408450704225
29,96,37800,38067,38227,True,3.504,0.40078,0.7494145199063231
29,102,40244,40503,40661,True,3.312,0.33919,0.7577937649880095
29,103,40661,40919,41073,True,3.328,0.3089,0.7475728155339806
29,107,42340,42649,42814,True,4.544,0.35679000000000005,0.6962025316455696
29,118,46329,46596,46744,True,3.168,0.30008999999999997,0.7132530120481928
29,120,47137,47410,47582,True,3.288,0.38514,0.7730337078651686
29,124,48850,49102,49245,True,3.488,0.397849,0.7240506329113924
29,125,49245,49548,49708,True,3.568,0.36852799999999997,0.6911447084233262
29,147,58803,59011,59256,True,3.016,0.22972,0.9183222958057395
29,148,59256,59514,59626,True,4.024,0.19941,0.6054054054054054
30,113,46516,46801,46972,True,3.56,1.58117,0.75
33,26,14262,14651,14969,True,4.432,1.0,0.8995756718528995
33,40,22786,23251,23398,True,5.144,1.0,0.48039215686274506
33,61,34332,34594,34784,True,4.376,1.0,0.8407079646017699
33,86,46846,47248,47446,True,4.632,1.0,0.6599999999999999
37,88,35116,35321,35469,True,3.584,0.88315,0.8385269121813032
37,115,46089,46358,46503,True,3.08,0.93235,0.7004830917874396
37,116,46503,46761,46897,True,3.224,0.89422,0.6903553299492386
38,50,23086,23573,23712,True,4.776,1.0,0.4440894568690096
38,84,36992,37244,37504,True,4.104,1.0,0.984375
38,88,38795,39176,39456,True,4.464,1.0,0.8472012102874433
38,108,49314,49513,49821,True,3.968,1.0,0.7850098619329389
38,128,58336,58720,58974,True,5.192,1.0,0.7962382445141065
40,8,3524,3767,3994,True,2.92,1.00048864,0.9659574468085106
40,52,25347,25575,25738,True,3.032,0.81945,0.8337595907928389
40,61,29752,29991,30447,True,2.816,0.16466999999999998,0.6877697841726619
41,29,15891,16032,16198,True,2.856,0.20783,0.9185667752442996
44,8,3478,3786,3931,True,3.872,0.5907686400000001,0.640176600441501
44,21,9257,9546,9676,True,3.512,0.516003,0.6205250596658711
44,22,9676,10010,10152,True,3.712,0.69948864,0.5966386554621849
44,35,15453,15757,15908,True,3.44,0.602243,0.6637362637362637
44,39,17175,17458,17615,True,3.352,0.6432886400000001,0.7136363636363636
44,40,17615,17946,18093,True,3.904,0.67725864,0.6150627615062761
44,44,19482,19798,19936,True,3.608,0.646956,0.6079295154185023
44,46,20378,20680,20817,True,3.456,0.5751286400000001,0.6241457858769932
44,67,29917,30222,30370,True,3.64,0.9262186400000001,0.6534216335540839
46,11,3993,4486,4647,True,5.72,1.00048864,0.4923547400611621
46,56,26640,27002,27156,True,3.576,1.00048864,0.5968992248062015
46,80,37784,38060,38240,True,4.656,0.967261,0.7894736842105263
46,85,39978,40230,40468,True,3.072,1.00048864,0.9714285714285714
46,88,40926,41419,41582,True,4.864,1.00048864,0.4969512195121951
46,94,44556,44861,45035,True,4.072,1.00048864,0.7265135699373695
46,96,45505,45823,45973,True,3.888,1.00048864,0.641025641025641
46,99,46938,47231,47435,True,4.56,0.912045,0.8209255533199196
46,100,47435,47730,47927,True,3.992,0.925238,0.8008130081300813
46,104,49329,49619,49782,True,3.528,1.00048864,0.7196467991169978
46,119,57070,57390,57629,True,4.472,1.00048864,0.855098389982111
48,10,4301,4566,4691,True,5.216,1.00048864,0.641025641025641
48,11,5253,5874,6155,True,6.392,0.30344864,0.623059866962306
52,146,59132,59413,59560,True,3.688,0.42242999999999997,0.6869158878504673
