subject,featuregraph_object_id,llm_object_id,featuregraph_start_index,llm_start_index,delta_start_index,featuregraph_peak_index,llm_peak_index,delta_peak_index,featuregraph_end_index,llm_end_index,delta_end_index,featuregraph_period_seconds,llm_period_seconds,delta_period_seconds,featuregraph_full_excursion,llm_full_excursion,delta_full_excursion,featuregraph_temporal_symmetry,llm_temporal_symmetry,delta_temporal_symmetry
28,34,33,13450.0,13457,-7.0,13712.0,13694,18.0,13955.0,13995,-40.0,3.592,3.488,0.10400000000000009,1.0,1.0,0.0,0.9623762376237623,0.8810408921933086,0.08133534543045373
28,35,34,13955.0,13995,-40.0,14226.0,14219,7.0,14435.0,14429,6.0,4.112,4.2,-0.08800000000000008,1.0,1.0,0.0,0.8708333333333333,0.967741935483871,-0.09690860215053765
28,36,35,14435.0,14429,6.0,14627.0,14630,-3.0,14848.0,14803,45.0,3.208,3.288,-0.07999999999999963,1.0,1.0,0.0,0.9297820823244553,0.9251336898395722,0.004648392484883024
28,37,36,14848.0,14803,45.0,15103.0,15106,-3.0,15314.0,15275,39.0,3.808,3.808,0.0,1.0,1.0,0.0,0.9055793991416309,0.7161016949152542,0.18947770422637666
28,38,37,15314.0,15275,39.0,15565.0,15572,-7.0,15768.0,15777,-9.0,3.696,3.728,-0.03200000000000003,1.0,1.0,0.0,0.8942731277533039,0.8167330677290836,0.07754006002422031
28,39,38,15768.0,15777,-9.0,15965.0,15966,-1.0,16148.0,16150,-2.0,3.2,3.152,0.04800000000000004,1.0,1.0,0.0,0.9631578947368421,0.9865951742627346,-0.023437279525892474
28,40,39,16148.0,16150,-2.0,16327.0,16329,-2.0,16522.0,16517,5.0,2.896,2.904,-0.008000000000000007,1.0,1.0,0.0,0.9572192513368984,0.9754768392370572,-0.018257587900158745
28,41,40,16522.0,16517,5.0,16723.0,16725,-2.0,16918.0,16907,11.0,3.168,3.168,0.0,1.0,1.0,0.0,0.9848484848484849,0.9333333333333333,0.051515151515151514
28,42,41,16918.0,16907,11.0,17131.0,17132,-1.0,17315.0,17310,5.0,3.264,3.256,0.008000000000000007,1.0,1.0,0.0,0.9269521410579346,0.8833746898263027,0.043577451231631814
28,43,42,17315.0,17310,5.0,17515.0,17512,3.0,17693.0,17680,13.0,3.072,3.04,0.03200000000000003,1.0,1.0,0.0,0.9417989417989419,0.9081081081081082,0.0336908336908337
28,44,43,17693.0,17680,13.0,17876.0,17876,0.0,18054.0,18041,13.0,2.888,2.912,-0.02400000000000002,1.0,1.0,0.0,0.9861495844875346,0.9141274238227147,0.07202216066481992
28,45,44,18054.0,18041,13.0,18239.0,18237,2.0,18444.0,18393,51.0,2.904,2.888,0.016000000000000014,1.0,1.0,0.0,0.9487179487179487,0.8863636363636364,0.062354312354312325
28,46,45,18444.0,18393,51.0,18705.0,18705,0.0,18927.0,18971,-44.0,3.728,3.744,-0.016000000000000014,1.0,1.0,0.0,0.9192546583850931,0.9204152249134948,-0.0011605665284016853
28,47,46,18927.0,18971,-44.0,19144.0,19144,0.0,19341.0,19349,-8.0,3.512,3.512,0.0,1.0,1.0,0.0,0.9516908212560387,0.9153439153439153,0.036346905912123306
28,50,47,19797.0,19841,-44.0,20022.0,20025,-3.0,20196.0,20205,-9.0,2.184,2.16,0.02400000000000002,1.0,1.0,0.0,0.8721804511278195,0.989010989010989,-0.11683053788316955
28,51,48,20196.0,20205,-9.0,20357.0,20358,-1.0,20532.0,20532,0.0,2.68,2.664,0.016000000000000014,1.0,1.0,0.0,0.9583333333333334,0.9357798165137614,0.02255351681957196
28,52,49,20532.0,20532,0.0,20704.0,20705,-1.0,20891.0,20883,8.0,2.776,2.776,0.0,1.0,1.0,0.0,0.958217270194986,0.9857549857549858,-0.02753771555999973
28,53,50,20891.0,20883,8.0,21095.0,21092,3.0,21265.0,21248,17.0,3.128,3.096,0.03200000000000003,1.0,1.0,0.0,0.9090909090909091,0.8547945205479452,0.054296388542963814
28,55,51,21379.0,21248,131.0,21538.0,21530,8.0,21704.0,21678,26.0,1.584,3.504,-1.92,1.0,1.0,0.0,0.9784615384615385,0.6883720930232557,0.29008944543828274
28,56,52,21704.0,21678,26.0,21924.0,21917,7.0,22086.0,22088,-2.0,3.088,3.096,-0.008000000000000007,1.0,1.0,0.0,0.8481675392670157,0.8341463414634146,0.014021197803601115
28,57,53,22086.0,22088,-2.0,22285.0,22275,10.0,22518.0,22539,-21.0,2.888,2.864,0.02400000000000002,1.0,1.0,0.0,0.9212962962962963,0.8292682926829268,0.09202800361336949
28,58,54,22518.0,22539,-21.0,22713.0,22708,5.0,22917.0,22915,2.0,3.424,3.464,-0.040000000000000036,1.0,1.0,0.0,0.9774436090225564,0.898936170212766,0.0785074388097905
28,59,55,22917.0,22915,2.0,23146.0,23148,-2.0,23340.0,23336,4.0,3.464,3.52,-0.05600000000000005,1.0,1.0,0.0,0.91725768321513,0.8931116389548693,0.02414604426026068
28,60,56,23340.0,23336,4.0,23533.0,23531,2.0,23733.0,23697,36.0,3.096,3.064,0.03200000000000003,1.0,1.0,0.0,0.9821882951653944,0.9196675900277008,0.06252070513769359
28,61,57,23733.0,23697,36.0,23972.0,23972,0.0,24173.0,24146,27.0,3.512,3.528,-0.016000000000000014,1.0,1.0,0.0,0.9136363636363636,0.7750556792873051,0.13858068434905846
28,62,58,24173.0,24146,27.0,24417.0,24418,-1.0,24628.0,24588,40.0,3.56,3.568,-0.008000000000000007,1.0,1.0,0.0,0.9274725274725275,0.7692307692307692,0.15824175824175835
28,63,59,24628.0,24588,40.0,24876.0,24877,-1.0,25077.0,25058,19.0,3.672,3.672,0.0,1.0,1.0,0.0,0.8953229398663697,0.7702127659574468,0.12511017390892287
28,64,60,25077.0,25058,19.0,25306.0,25307,-1.0,25509.0,25482,27.0,3.44,3.44,0.0,1.0,1.0,0.0,0.9398148148148148,0.8254716981132075,0.11434311670160724
28,65,61,25509.0,25482,27.0,25727.0,25725,2.0,25926.0,25926,0.0,3.368,3.344,0.02400000000000002,1.0,1.0,0.0,0.9544364508393285,0.9054054054054054,0.049031045433923115
28,66,62,25926.0,25926,0.0,26145.0,26143,2.0,26338.0,26332,6.0,3.344,3.344,0.0,1.0,1.0,0.0,0.9368932038834952,0.9310344827586207,0.005858721124874511
28,67,63,26338.0,26332,6.0,26557.0,26556,1.0,26749.0,26745,4.0,3.296,3.304,-0.008000000000000007,1.0,1.0,0.0,0.9343065693430657,0.9152542372881356,0.019052332054930066
28,68,64,26749.0,26745,4.0,26935.0,26933,2.0,27110.0,27106,4.0,3.024,3.016,0.008000000000000007,1.0,1.0,0.0,0.9695290858725761,0.9584487534626038,0.011080332409972304
28,69,65,27110.0,27106,4.0,27296.0,27291,5.0,27466.0,27456,10.0,2.888,2.864,0.02400000000000002,1.0,1.0,0.0,0.9550561797752809,0.9428571428571428,0.012199036918138062
28,70,66,27466.0,27456,10.0,27674.0,27672,2.0,27871.0,27842,29.0,3.024,3.048,-0.02400000000000002,1.0,1.0,0.0,0.9728395061728395,0.8808290155440415,0.09201049062879807
28,71,67,27871.0,27842,29.0,28092.0,28089,3.0,28287.0,28263,24.0,3.344,3.336,0.008000000000000007,1.0,1.0,0.0,0.9375,0.8266033254156769,0.11089667458432306
28,72,68,28287.0,28263,24.0,28504.0,28509,-5.0,28714.0,28713,1.0,3.296,3.36,-0.06400000000000006,1.0,1.0,0.0,0.9836065573770492,0.9066666666666666,0.07693989071038254
28,73,69,28714.0,28713,1.0,28906.0,28906,0.0,29093.0,29077,16.0,3.216,3.176,0.040000000000000036,1.0,1.0,0.0,0.9868073878627969,0.9395604395604396,0.04724694830235732
28,74,70,29093.0,29077,16.0,29234.0,29210,24.0,29301.0,29321,-20.0,2.624,2.432,0.19200000000000017,0.79374,0.79374,0.0,0.6442307692307692,0.9098360655737705,-0.26560529634300134
28,75,71,29301.0,29321,-20.0,29466.0,29470,-4.0,29631.0,29638,-7.0,1.856,2.08,-0.22399999999999998,1.0,1.0,0.0,1.0,0.9400630914826499,0.05993690851735012
28,76,72,29631.0,29638,-7.0,29796.0,29801,-5.0,29990.0,29992,-2.0,2.64,2.648,-0.008000000000000007,1.0,1.0,0.0,0.9192200557103064,0.9209039548022598,-0.0016838990919534336
28,77,73,29990.0,29992,-2.0,30176.0,30172,4.0,30349.0,30337,12.0,3.04,2.968,0.07200000000000006,1.0,1.0,0.0,0.9637883008356546,0.9565217391304348,0.007266561705219776
28,78,74,30349.0,30337,12.0,30547.0,30544,3.0,30743.0,30705,38.0,2.968,2.976,-0.008000000000000007,1.0,1.0,0.0,0.9949238578680203,0.875,0.11992385786802029
28,79,75,30743.0,30705,38.0,30993.0,30981,12.0,31160.0,31181,-21.0,3.568,3.496,0.07200000000000006,1.0,1.0,0.0,0.8009592326139089,0.8403361344537815,-0.039376901839872636
28,80,76,31160.0,31181,-21.0,31365.0,31369,-4.0,31570.0,31548,22.0,2.976,3.104,-0.1280000000000001,1.0,1.0,0.0,1.0,0.9754768392370572,0.02452316076294281
28,81,77,31570.0,31548,22.0,31795.0,31797,-2.0,31998.0,31969,29.0,3.44,3.424,0.016000000000000014,1.0,1.0,0.0,0.9485981308411215,0.817102137767221,0.13149599307390059
28,82,78,31998.0,31969,29.0,32235.0,32238,-3.0,32445.0,32400,45.0,3.52,3.528,-0.008000000000000007,1.0,1.0,0.0,0.9395973154362416,0.7517401392111369,0.18785717622510467
28,83,79,32445.0,32400,45.0,32702.0,32703,-1.0,32922.0,32868,54.0,3.736,3.72,0.016000000000000014,1.0,1.0,0.0,0.9224318658280922,0.7051282051282051,0.21730366069988716
28,84,80,32922.0,32868,54.0,33196.0,33195,1.0,33383.0,33382,1.0,3.952,3.936,0.016000000000000014,1.0,1.0,0.0,0.8112798264642083,0.727626459143969,0.08365336732023931
28,85,81,33383.0,33382,1.0,33605.0,33602,3.0,33791.0,33790,1.0,3.272,3.256,0.016000000000000014,1.0,1.0,0.0,0.9117647058823529,0.9215686274509804,-0.009803921568627527
28,86,82,33791.0,33790,1.0,34000.0,34002,-2.0,34198.0,34198,0.0,3.16,3.2,-0.040000000000000036,1.0,1.0,0.0,0.972972972972973,0.9607843137254902,0.012188659247482803
28,87,83,34198.0,34198,0.0,34395.0,34394,1.0,34596.0,34562,34.0,3.16,3.136,0.02400000000000002,1.0,1.0,0.0,0.9899497487437185,0.9230769230769231,0.06687282566679542
28,88,84,34596.0,34562,34.0,34840.0,34842,-2.0,35029.0,35011,18.0,3.56,3.584,-0.02400000000000002,1.0,1.0,0.0,0.8729792147806005,0.7527839643652561,0.1201952504153444
28,89,85,35029.0,35011,18.0,35236.0,35233,3.0,35427.0,35394,33.0,3.168,3.128,0.040000000000000036,1.0,1.0,0.0,0.9597989949748744,0.8407310704960835,0.11906792447879089
28,90,86,35427.0,35394,33.0,35667.0,35670,-3.0,35869.0,35847,22.0,3.448,3.496,-0.04800000000000004,1.0,1.0,0.0,0.9140271493212669,0.7814569536423841,0.13257019567888284
28,91,87,35869.0,35847,22.0,36089.0,36086,3.0,36292.0,36268,24.0,3.376,3.328,0.04800000000000004,1.0,1.0,0.0,0.9598108747044918,0.8646080760095012,0.0952027986949906
28,92,88,36292.0,36268,24.0,36514.0,36512,2.0,36703.0,36705,-2.0,3.4,3.408,-0.008000000000000007,1.0,1.0,0.0,0.9197080291970803,0.8832951945080092,0.03641283468907108
28,93,89,36703.0,36705,-2.0,36883.0,36883,0.0,37052.0,37052,0.0,2.952,2.968,-0.016000000000000014,1.0,1.0,0.0,0.9684813753581661,0.9740634005763689,-0.005582025218202724
28,94,90,37052.0,37052,0.0,37221.0,37221,0.0,37392.0,37389,3.0,2.704,2.704,0.0,1.0,1.0,0.0,0.9941176470588236,0.9970326409495549,-0.0029149938907313544
28,95,91,37392.0,37389,3.0,37578.0,37578,0.0,37775.0,37764,11.0,2.856,2.856,0.0,1.0,1.0,0.0,0.9712793733681462,0.992,-0.02072062663185381
28,96,92,37775.0,37764,11.0,37958.0,37959,-1.0,38160.0,38206,-46.0,3.04,3.048,-0.008000000000000007,1.0,1.0,0.0,0.9506493506493506,0.8823529411764706,0.06829640947288007
28,97,93,38160.0,38206,-46.0,38398.0,38410,-12.0,38608.0,38594,14.0,3.52,3.608,-0.08800000000000008,1.0,1.0,0.0,0.9375,0.9484536082474226,-0.010953608247422641
28,98,94,38608.0,38594,14.0,38821.0,38823,-2.0,39036.0,38992,44.0,3.384,3.304,0.08000000000000007,1.0,1.0,0.0,0.9953271028037384,0.8492462311557789,0.14608087164795946
28,99,95,39036.0,38992,44.0,39288.0,39292,-4.0,39509.0,39467,42.0,3.736,3.752,-0.01599999999999957,1.0,1.0,0.0,0.9344608879492601,0.736842105263158,0.1976187826861021
28,101,96,39566.0,39467,99.0,39823.0,39833,-10.0,40004.0,40000,4.0,2.328,4.328,-2.0000000000000004,1.0,1.0,0.0,0.8264840182648402,0.626641651031895,0.19984236723294524
28,102,97,40004.0,40000,4.0,40203.0,40228,-25.0,40423.0,40407,16.0,3.04,3.16,-0.1200000000000001,1.0,1.0,0.0,0.9498806682577565,0.8796068796068797,0.07027378865087686
28,103,98,40423.0,40407,16.0,40625.0,40626,-1.0,40859.0,40794,65.0,3.376,3.184,0.19199999999999973,1.0,1.0,0.0,0.926605504587156,0.8682170542635659,0.05838845032359008
28,104,99,40859.0,40794,65.0,41124.0,41130,-6.0,41365.0,41312,53.0,3.992,4.032,-0.040000000000000036,1.0,1.0,0.0,0.9525691699604744,0.7027027027027026,0.24986646725777173
28,105,100,41365.0,41312,53.0,41615.0,41614,1.0,41810.0,41807,3.0,3.928,3.872,0.05600000000000005,1.0,1.0,0.0,0.8764044943820225,0.7797979797979798,0.09660651458404268
28,106,101,41810.0,41807,3.0,42038.0,42053,-15.0,42233.0,42230,3.0,3.384,3.512,-0.1280000000000001,1.0,1.0,0.0,0.9219858156028369,0.8368794326241135,0.08510638297872342
28,107,102,42233.0,42230,3.0,42422.0,42423,-1.0,42629.0,42611,18.0,3.072,2.96,0.1120000000000001,1.0,1.0,0.0,0.9545454545454546,0.9868766404199475,-0.03233118587449291
28,108,103,42629.0,42611,18.0,42838.0,42836,2.0,43033.0,43011,22.0,3.328,3.304,0.02400000000000002,1.0,1.0,0.0,0.9653465346534653,0.875,0.09034653465346532
28,109,104,43033.0,43011,22.0,43258.0,43258,0.0,43463.0,43435,28.0,3.36,3.376,-0.016000000000000014,1.0,1.0,0.0,0.9534883720930233,0.8349056603773585,0.11858271171566481
28,110,105,43463.0,43435,28.0,43697.0,43695,2.0,43899.0,43864,35.0,3.512,3.496,0.016000000000000014,1.0,1.0,0.0,0.926605504587156,0.7878787878787878,0.13872671670836811
28,111,106,43899.0,43864,35.0,44141.0,44142,-1.0,44346.0,44312,34.0,3.552,3.576,-0.02400000000000002,1.0,1.0,0.0,0.9172259507829977,0.7589285714285714,0.15829737935442634
28,112,107,44346.0,44312,34.0,44578.0,44577,1.0,44777.0,44761,16.0,3.496,3.48,0.016000000000000014,1.0,1.0,0.0,0.9234338747099768,0.8195991091314031,0.10383476557857374
28,113,108,44777.0,44761,16.0,44987.0,44985,2.0,45173.0,45165,8.0,3.272,3.264,0.008000000000000007,1.0,1.0,0.0,0.9393939393939394,0.8910891089108911,0.048304830483048344
28,114,109,45173.0,45165,8.0,45391.0,45389,2.0,45590.0,45558,32.0,3.232,3.232,0.0,1.0,1.0,0.0,0.9544364508393285,0.8600508905852418,0.09438556025408673
28,115,110,45590.0,45558,32.0,45811.0,45807,4.0,45997.0,45993,4.0,3.36,3.344,0.016000000000000014,1.0,1.0,0.0,0.914004914004914,0.8551724137931034,0.058832500211810634
28,116,111,45997.0,45993,4.0,46199.0,46198,1.0,46391.0,46397,-6.0,3.104,3.128,-0.02400000000000002,1.0,1.0,0.0,0.9746192893401016,0.9851485148514851,-0.010529225511383578
28,117,112,46391.0,46397,-6.0,46603.0,46603,0.0,46819.0,46797,22.0,3.232,3.24,-0.008000000000000007,1.0,1.0,0.0,0.9906542056074766,0.97,0.02065420560747666
28,118,113,46819.0,46797,22.0,47044.0,47042,2.0,47233.0,47232,1.0,3.528,3.512,0.016000000000000014,1.0,1.0,0.0,0.9130434782608696,0.8735632183908046,0.03948025987006498
28,119,114,47233.0,47232,1.0,47443.0,47442,1.0,47631.0,47635,-4.0,3.192,3.2,-0.008000000000000007,1.0,1.0,0.0,0.9447236180904522,0.9578163771712159,-0.013092759080763683
28,120,115,47631.0,47635,-4.0,47818.0,47815,3.0,48000.0,48001,-1.0,3.0,2.984,0.016000000000000014,1.0,1.0,0.0,0.986449864498645,0.9836065573770492,0.0028433071215958616
28,121,116,48000.0,48001,-1.0,48200.0,48201,-1.0,48412.0,48379,33.0,3.056,3.088,-0.03200000000000003,1.0,1.0,0.0,0.970873786407767,0.9417989417989419,0.029074844608825146
28,122,117,48412.0,48379,33.0,48625.0,48622,3.0,48838.0,48853,-15.0,3.4,3.368,0.03200000000000003,1.0,1.0,0.0,1.0,0.9746835443037974,0.025316455696202556
28,123,118,48838.0,48853,-15.0,49085.0,49090,-5.0,49269.0,49272,-3.0,3.68,3.744,-0.06400000000000006,1.0,1.0,0.0,0.8538283062645011,0.8687350835322196,-0.014906777267718496
28,124,119,49269.0,49272,-3.0,49469.0,49457,12.0,49686.0,49690,-4.0,3.072,2.936,0.13600000000000012,1.0,1.0,0.0,0.9592326139088729,0.8851674641148325,0.07406514979404044
28,125,120,49686.0,49690,-4.0,49894.0,49909,-15.0,50112.0,50094,18.0,3.4,3.616,-0.2160000000000002,1.0,1.0,0.0,0.9765258215962441,0.9158415841584159,0.06068423743782825
28,126,121,50112.0,50094,18.0,50334.0,50336,-2.0,50547.0,50521,26.0,3.52,3.416,0.10400000000000009,1.0,1.0,0.0,0.9793103448275862,0.8665105386416861,0.11279980618590002
28,127,122,50547.0,50521,26.0,50786.0,50790,-4.0,50998.0,50968,30.0,3.616,3.632,-0.016000000000000014,1.0,1.0,0.0,0.9401330376940134,0.796420581655481,0.14371245603853233
28,128,123,50998.0,50968,30.0,51232.0,51233,-1.0,51429.0,51421,8.0,3.568,3.544,0.02400000000000002,1.0,1.0,0.0,0.91415313225058,0.8300220750551877,0.08413105719539238
28,129,124,51429.0,51421,8.0,51637.0,51636,1.0,51840.0,51806,34.0,3.24,3.224,0.016000000000000014,1.0,1.0,0.0,0.9878345498783455,0.8831168831168831,0.10471766676146244
28,130,125,51840.0,51806,34.0,52054.0,52048,6.0,52246.0,52202,44.0,3.336,3.296,0.040000000000000036,1.0,1.0,0.0,0.9458128078817734,0.7777777777777778,0.16803503010399556
28,131,126,52246.0,52202,44.0,52495.0,52497,-2.0,52697.0,52698,-1.0,3.528,3.592,-0.06400000000000006,1.0,1.0,0.0,0.8957871396895787,0.810483870967742,0.08530326872183669
28,132,127,52697.0,52698,-1.0,52926.0,52934,-8.0,53147.0,53128,19.0,3.448,3.496,-0.04800000000000004,1.0,1.0,0.0,0.9822222222222222,0.9023255813953488,0.07989664082687342
28,133,128,53147.0,53128,19.0,53370.0,53374,-4.0,53583.0,53578,5.0,3.552,3.52,0.03200000000000003,1.0,1.0,0.0,0.9770642201834863,0.9066666666666666,0.07039755351681964
28,134,129,53583.0,53578,5.0,53814.0,53820,-6.0,54023.0,54027,-4.0,3.552,3.568,-0.016000000000000014,1.0,1.0,0.0,0.95,0.9220489977728286,0.027951002227171395
28,135,130,54023.0,54027,-4.0,54236.0,54236,0.0,54452.0,54444,8.0,3.376,3.328,0.04800000000000004,1.0,1.0,0.0,0.993006993006993,0.9976019184652278,-0.004594925458234811
28,136,131,54452.0,54444,8.0,54674.0,54673,1.0,54860.0,54856,4.0,3.504,3.496,0.008000000000000007,1.0,1.0,0.0,0.9117647058823529,0.8883495145631068,0.023415191319246076
28,137,132,54860.0,54856,4.0,55086.0,55112,-26.0,55291.0,55294,-3.0,3.296,3.512,-0.2160000000000002,1.0,1.0,0.0,0.951276102088167,0.8310502283105023,0.1202258737776647
28,138,133,55291.0,55294,-3.0,55514.0,55555,-41.0,55759.0,55794,-35.0,3.424,3.544,-0.1200000000000001,1.0,1.0,0.0,0.9529914529914529,0.956,-0.0030085470085470245
28,139,134,55759.0,55794,-35.0,55993.0,56009,-16.0,56202.0,56196,6.0,3.832,3.632,0.19999999999999973,1.0,1.0,0.0,0.9435665914221218,0.9303482587064676,0.013218332715654202
28,140,135,56202.0,56196,6.0,56414.0,56415,-1.0,56604.0,56599,5.0,3.368,3.248,0.11999999999999966,1.0,1.0,0.0,0.945273631840796,0.913151364764268,0.0321222670765281
28,141,136,56604.0,56599,5.0,56806.0,56806,0.0,57001.0,56990,11.0,3.136,3.128,0.008000000000000007,1.0,1.0,0.0,0.982367758186398,0.9411764705882353,0.04119128759816271
28,142,137,57001.0,56990,11.0,57212.0,57212,0.0,57409.0,57392,17.0,3.248,3.248,0.0,1.0,1.0,0.0,0.9656862745098039,0.8955223880597015,0.07016388645010241
28,143,138,57409.0,57392,17.0,57648.0,57654,-6.0,57850.0,57841,9.0,3.488,3.536,-0.04800000000000004,1.0,1.0,0.0,0.9160997732426304,0.8329621380846325,0.08313763515799788
