featuregraph_object_id,start_index,peak_index,end_index,has_start,raw_minimum,raw_maximum,transition_complete,start_trough_start_index,start_trough_end_index,peak_start_index,peak_end_index,end_trough_start_index,end_trough_end_index,plateau_boundary_ambiguous,plateau_invalidated_complete,is_complete,period_seconds,temporal_symmetry,full_excursion,subject,peak_detection_index,peak_detection_latency_samples,object_id,window_samples
26,5473,5586.0,5603,True,0.14268,0.22509,True,5473,5473,5585.0,5587.0,5603,5604,False,False,True,1.912,0.2615384615384615,0.08241000000000001,19,5672.0,86.0,bidmc-19-w085-0026,85
27,5603,5803.0,5957,True,0.123,0.30012,True,5603,5604,5801.0,5806.0,5957,5958,False,False,True,1.736,0.8700564971751412,0.17712,19,5891.0,88.0,bidmc-19-w085-0027,85
28,5957,6007.0,6018,True,0.13899,0.19803,True,5957,5958,6005.0,6009.0,6018,6019,False,False,True,1.632,0.360655737704918,0.05904000000000001,19,6094.0,87.0,bidmc-19-w085-0028,85
29,6018,6223.0,6336,True,0.13899,0.3321,True,6018,6019,6223.0,6224.0,6335,6338,False,False,True,1.728,0.7106918238993711,0.19311,19,6309.0,86.0,bidmc-19-w085-0029,85
30,6336,6424.0,6606,True,0.098401,0.32595,True,6335,6338,6423.0,6426.0,6606,6607,False,False,True,1.608,0.6518518518518519,0.227549,19,6511.0,87.0,bidmc-19-w085-0030,85
31,6606,6735.0,6827,True,0.059041,0.25092,True,6606,6607,6735.0,6735.0,6827,6828,False,False,True,2.488,0.832579185520362,0.19187899999999997,19,6820.0,85.0,bidmc-19-w085-0031,85
32,6827,6939.0,7032,True,0.19557,0.28905,True,6827,6828,6937.0,6941.0,7032,7032,False,False,True,1.632,0.9073170731707317,0.09347999999999998,19,7026.0,87.0,bidmc-19-w085-0032,85
33,7032,7045.0,7052,True,0.26568,0.27921,True,7032,7032,7045.0,7045.0,7052,7053,False,False,True,0.848,0.7,0.013529999999999986,19,7130.0,85.0,bidmc-19-w085-0033,85
34,7052,7148.0,7297,True,0.16482,0.29397,True,7052,7053,7146.0,7150.0,7297,7298,False,False,True,0.824,0.7836734693877551,0.12915000000000001,19,7235.0,87.0,bidmc-19-w085-0034,85
35,7297,7353.0,7450,True,0.18573,0.26199,True,7297,7298,7353.0,7354.0,7450,7450,False,False,True,1.64,0.7320261437908497,0.07626,19,7439.0,86.0,bidmc-19-w085-0035,85
36,7450,7453.0,7514,True,0.17589,0.22755,True,7450,7450,7453.0,7453.0,7514,7514,False,False,True,0.8,0.09375,0.05166000000000001,19,7538.0,85.0,bidmc-19-w085-0036,85
37,7514,7658.0,7845,True,0.14883,0.37146,True,7514,7514,7657.0,7659.0,7844,7847,False,False,True,1.64,0.8700906344410876,0.22263000000000002,19,7744.0,86.0,bidmc-19-w085-0037,85
38,7845,7861.0,7866,True,0.19557,0.21279,True,7844,7847,7858.0,7865.0,7866,7867,False,False,True,1.624,0.47619047619047616,0.017220000000000013,19,7950.0,89.0,bidmc-19-w085-0038,85
39,7866,7967.0,7981,True,0.16236,0.24969,True,7866,7867,7967.0,7967.0,7981,7982,False,False,True,0.848,0.24347826086956526,0.08732999999999999,19,8052.0,85.0,bidmc-19-w085-0039,85
40,7981,8131.0,8275,True,0.17466,0.34809,True,7981,7982,8131.0,8131.0,8275,8276,False,False,True,1.312,0.9795918367346939,0.17343,19,8216.0,85.0,bidmc-19-w085-0040,85
41,8275,8374.0,8381,True,0.1599,0.23247,True,8275,8276,8373.0,8375.0,8381,8382,False,False,True,1.944,0.13207547169811318,0.07257000000000002,19,8460.0,86.0,bidmc-19-w085-0041,85
42,8381,8581.0,8720,True,0.15621,0.33702,True,8381,8382,8581.0,8581.0,8720,8720,False,False,True,1.656,0.8200589970501475,0.18081,19,8666.0,85.0,bidmc-19-w085-0042,85
44,8781,8884.0,8969,True,0.19188,0.26322,True,8779,8783,8882.0,8886.0,8969,8969,False,False,True,0.824,0.9042553191489362,0.07134000000000001,19,8971.0,87.0,bidmc-19-w085-0044,85
45,8969,9070.0,9188,True,0.13407,0.28536,True,8969,8969,9068.0,9072.0,9188,9188,False,False,True,1.488,0.9223744292237444,0.15129,19,9157.0,87.0,bidmc-19-w085-0045,85
46,9188,9195.0,9198,True,0.19311,0.20049,True,9188,9188,9193.0,9197.0,9198,9198,False,False,True,1.0,0.6,0.007379999999999998,19,9282.0,87.0,bidmc-19-w085-0046,85
47,9198,9298.0,9382,True,0.14514,0.22755,True,9198,9198,9297.0,9299.0,9382,9382,False,False,True,0.824,0.9130434782608696,0.08241000000000001,19,9384.0,86.0,bidmc-19-w085-0047,85
48,9382,9512.0,9671,True,0.10578,0.32595,True,9382,9382,9510.0,9514.0,9671,9672,False,False,True,1.712,0.8996539792387543,0.22017000000000003,19,9599.0,87.0,bidmc-19-w085-0048,85
49,9671,9815.0,9865,True,0.13284,0.25092,True,9671,9672,9815.0,9815.0,9865,9866,False,False,True,2.424,0.5154639175257731,0.11807999999999996,19,9900.0,85.0,bidmc-19-w085-0049,85
50,9865,10012.0,10130,True,0.17958,0.37515,True,9865,9866,10009.0,10015.0,10130,10131,False,False,True,1.576,0.8905660377358491,0.19557,19,10100.0,88.0,bidmc-19-w085-0050,85
51,10130,10234.0,10329,True,0.1476,0.31119,True,10130,10131,10234.0,10235.0,10329,10330,False,False,True,1.776,0.9547738693467337,0.16359,19,10320.0,86.0,bidmc-19-w085-0051,85
53,10333,10440.0,10637,True,0.1599,0.34317,True,10333,10334,10438.0,10442.0,10637,10637,False,False,True,0.856,0.7039473684210527,0.18327,19,10527.0,87.0,bidmc-19-w085-0053,85
54,10637,10745.0,10786,True,0.15744,0.26568,True,10637,10637,10745.0,10745.0,10760,10813,False,False,True,2.44,0.5503355704697986,0.10824000000000003,19,10830.0,85.0,bidmc-19-w085-0054,85
55,10786,10934.0,11126,True,0.14637,0.36285,True,10760,10813,10933.0,10936.0,11126,11126,False,False,True,1.512,0.8705882352941177,0.21648,19,11021.0,87.0,bidmc-19-w085-0055,85
56,11126,11402.0,11519,True,0.15621,0.35055,True,11126,11126,11401.0,11403.0,11519,11519,False,False,True,3.744,0.5954198473282443,0.19433999999999998,19,11488.0,86.0,bidmc-19-w085-0056,85
57,11519,11585.0,11703,True,0.060271,0.29889,True,11519,11519,11584.0,11587.0,11703,11704,False,False,True,1.464,0.7173913043478262,0.238619,19,11672.0,87.0,bidmc-19-w085-0057,85
58,11703,11872.0,12017,True,0.1107,0.32841,True,11703,11704,11870.0,11874.0,12017,12018,False,False,True,2.296,0.9235668789808917,0.21770999999999996,19,11959.0,87.0,bidmc-19-w085-0058,85
59,12017,12124.0,12132,True,0.17589,0.25461,True,12017,12018,12123.0,12126.0,12132,12133,False,False,True,2.016,0.13913043478260867,0.07872000000000001,19,12211.0,87.0,bidmc-19-w085-0059,85
60,12132,12329.0,12460,True,0.15867,0.34809,True,12132,12133,12329.0,12330.0,12460,12460,False,False,True,1.64,0.7987804878048781,0.18942,19,12415.0,86.0,bidmc-19-w085-0060,85
61,12460,12535.0,12539,True,0.16359,0.22386,True,12460,12460,12535.0,12535.0,12539,12539,False,False,True,1.648,0.10126582278481011,0.06026999999999999,19,12620.0,85.0,bidmc-19-w085-0061,85
62,12539,12641.0,12650,True,0.16113,0.2583,True,12539,12539,12640.0,12643.0,12650,12650,False,False,True,0.848,0.16216216216216217,0.09716999999999998,19,12728.0,87.0,bidmc-19-w085-0062,85
63,12650,12803.0,12945,True,0.22386,0.42312,True,12650,12650,12802.0,12805.0,12945,12945,False,False,True,1.296,0.9627118644067797,0.19926,19,12890.0,87.0,bidmc-19-w085-0063,85
64,12945,12948.0,13096,True,-0.077491,0.30627,True,12945,12945,12947.0,12949.0,13096,13096,False,False,True,1.16,0.039735099337748325,0.383761,19,13034.0,86.0,bidmc-19-w085-0064,85
65,13096,13251.0,13450,True,0.0073801,0.49569,True,13096,13096,13250.0,13253.0,13450,13451,False,False,True,2.424,0.8757062146892656,0.4883099,19,13338.0,87.0,bidmc-19-w085-0065,85
66,13450,13459.0,13474,True,0.23616,0.26568,True,13450,13451,13458.0,13461.0,13474,13475,False,False,True,1.664,0.75,0.02952000000000002,19,13546.0,87.0,bidmc-19-w085-0066,85
67,13474,13566.0,13577,True,0.20049,0.27429,True,13474,13475,13565.0,13568.0,13577,13577,False,False,True,0.856,0.21359223300970875,0.07379999999999998,19,13653.0,87.0,bidmc-19-w085-0067,85
68,13577,13744.0,13882,True,0.18819,0.37023,True,13577,13577,13743.0,13745.0,13882,13882,False,False,True,1.424,0.9049180327868852,0.18204,19,13830.0,86.0,bidmc-19-w085-0068,85
69,13882,13977.0,13992,True,0.14637,0.25338,True,13882,13882,13977.0,13978.0,13992,13992,False,False,True,1.864,0.2727272727272727,0.10701,19,14063.0,86.0,bidmc-19-w085-0069,85
70,13992,14191.0,14349,True,0.17466,0.38868,True,13992,13992,14190.0,14193.0,14349,14350,False,False,True,1.712,0.8851540616246498,0.21402000000000002,19,14278.0,87.0,bidmc-19-w085-0070,85
71,14349,14386.0,14493,True,0.19434,0.26076,True,14349,14350,14385.0,14388.0,14493,14493,False,False,True,1.56,0.5138888888888888,0.06641999999999998,19,14473.0,87.0,bidmc-19-w085-0071,85
72,14493,14685.0,14820,True,0.13653,0.37269,True,14493,14493,14685.0,14685.0,14820,14820,False,False,True,2.392,0.8256880733944953,0.23616,19,14770.0,85.0,bidmc-19-w085-0072,85
73,14820,14895.0,14905,True,0.13653,0.22263,True,14820,14820,14895.0,14895.0,14905,14905,False,False,True,1.68,0.23529411764705888,0.08609999999999998,19,14980.0,85.0,bidmc-19-w085-0073,85
74,14905,15152.0,15304,True,0.15129,0.32841,True,14905,14905,15151.0,15154.0,15304,15305,False,False,True,2.056,0.7619047619047619,0.17711999999999997,19,15239.0,87.0,bidmc-19-w085-0074,85
75,15304,15405.0,15409,True,0.14391,0.23001,True,15304,15305,15405.0,15405.0,15409,15410,False,False,True,2.024,0.07619047619047614,0.08609999999999998,19,15490.0,85.0,bidmc-19-w085-0075,85
76,15409,15608.0,15742,True,0.13776,0.32595,True,15409,15410,15605.0,15611.0,15742,15742,False,False,True,1.624,0.8048048048048049,0.18819000000000002,19,15696.0,88.0,bidmc-19-w085-0076,85
78,15806,15908.0,15996,True,0.15621,0.24477,True,15805,15807,15907.0,15909.0,15996,15996,False,False,True,0.816,0.9263157894736842,0.08856,19,15994.0,86.0,bidmc-19-w085-0078,85
79,15996,16102.0,16223,True,0.04797,0.31365,True,15996,15996,16100.0,16104.0,16223,16223,False,False,True,1.552,0.933920704845815,0.26567999999999997,19,16189.0,87.0,bidmc-19-w085-0079,85
80,16223,16305.0,16316,True,0.12915,0.17466,True,16223,16223,16305.0,16305.0,16316,16316,False,False,True,1.624,0.23655913978494625,0.04551000000000002,19,16390.0,85.0,bidmc-19-w085-0080,85
81,16316,16558.0,16706,True,0.11808,0.41574,True,16316,16316,16557.0,16560.0,16706,16706,False,False,True,2.024,0.7589743589743589,0.29766,19,16645.0,87.0,bidmc-19-w085-0081,85
82,16706,16804.0,16815,True,0.24108,0.31611,True,16706,16706,16803.0,16805.0,16815,16815,False,False,True,1.968,0.2018348623853211,0.07503000000000001,19,16890.0,86.0,bidmc-19-w085-0082,85
83,16815,16984.0,17128,True,0.13407,0.33579,True,16815,16815,16981.0,16987.0,17128,17128,False,False,True,1.44,0.9201277955271565,0.20171999999999998,19,17072.0,88.0,bidmc-19-w085-0083,85
84,17128,17216.0,17307,True,-0.01476,0.22755,True,17128,17128,17216.0,17217.0,17307,17307,False,False,True,1.856,0.9832402234636871,0.24231,19,17302.0,86.0,bidmc-19-w085-0084,85
85,17307,17320.0,17424,True,0.093481,0.21033,True,17307,17307,17319.0,17321.0,17424,17424,False,False,True,0.832,0.2222222222222222,0.116849,19,17406.0,86.0,bidmc-19-w085-0085,85
86,17424,17551.0,17556,True,0.11931,0.2583,True,17424,17424,17550.0,17553.0,17556,17556,False,False,True,1.848,0.0757575757575758,0.13898999999999997,19,17638.0,87.0,bidmc-19-w085-0086,85
87,17556,17762.0,17910,True,0.14637,0.33702,True,17556,17556,17761.0,17763.0,17910,17911,False,False,True,1.688,0.8361581920903955,0.19065,19,17848.0,86.0,bidmc-19-w085-0087,85
88,17910,17965.0,17971,True,0.16113,0.22263,True,17910,17911,17963.0,17967.0,17971,17971,False,False,True,1.624,0.19672131147540983,0.0615,19,18052.0,87.0,bidmc-19-w085-0088,85
89,17971,18067.0,18123,True,0.17097,0.24354,True,17971,17971,18066.0,18069.0,18123,18124,False,False,True,0.816,0.736842105263158,0.07257,19,18154.0,87.0,bidmc-19-w085-0089,85
90,18123,18265.0,18383,True,0.17712,0.35055,True,18123,18124,18265.0,18265.0,18383,18383,False,False,True,1.584,0.9076923076923077,0.17342999999999997,19,18350.0,85.0,bidmc-19-w085-0090,85
91,18383,18475.0,18556,True,0.15744,0.25338,True,18383,18383,18473.0,18477.0,18556,18556,False,False,True,1.68,0.9364161849710982,0.09594,19,18562.0,87.0,bidmc-19-w085-0091,85
92,18556,18679.0,18822,True,0.15129,0.37146,True,18556,18556,18679.0,18680.0,18822,18823,False,False,True,1.632,0.924812030075188,0.22017,19,18765.0,86.0,bidmc-19-w085-0092,85
93,18822,18973.0,18978,True,0.16236,0.24846,True,18822,18823,18971.0,18975.0,18978,18979,False,False,True,2.352,0.0641025641025641,0.08609999999999998,19,19060.0,87.0,bidmc-19-w085-0093,85
94,18978,19161.0,19305,True,0.14022,0.43542,True,18978,18979,19157.0,19165.0,19305,19305,False,False,True,1.504,0.8807339449541285,0.29519999999999996,19,19250.0,89.0,bidmc-19-w085-0094,85
95,19305,19373.0,19380,True,0.14514,0.23247,True,19305,19305,19372.0,19375.0,19380,19380,False,False,True,1.696,0.18666666666666665,0.08733000000000002,19,19460.0,87.0,bidmc-19-w085-0095,85
96,19380,19632.0,19792,True,0.18081,0.40959,True,19380,19380,19631.0,19633.0,19792,19792,False,False,True,2.072,0.7766990291262136,0.22878,19,19718.0,86.0,bidmc-19-w085-0096,85
97,19792,19883.0,19897,True,0.15867,0.23247,True,19792,19792,19883.0,19883.0,19897,19898,False,False,True,2.008,0.2666666666666667,0.0738,19,19968.0,85.0,bidmc-19-w085-0097,85
98,19897,20091.0,20226,True,0.12546,0.37146,True,19897,19898,20090.0,20093.0,20226,20226,False,False,True,1.664,0.8206686930091185,0.24600000000000002,19,20178.0,87.0,bidmc-19-w085-0098,85
99,20226,20290.0,20293,True,0.12546,0.21648,True,20226,20226,20289.0,20291.0,20293,20294,False,False,True,1.592,0.08955223880597019,0.09102000000000002,19,20376.0,86.0,bidmc-19-w085-0099,85
100,20293,20392.0,20401,True,0.16359,0.23616,True,20293,20294,20392.0,20393.0,20401,20401,False,False,True,0.816,0.16666666666666663,0.07257,19,20478.0,86.0,bidmc-19-w085-0100,85
101,20401,20562.0,20701,True,0.15621,0.34071,True,20401,20401,20559.0,20565.0,20701,20701,False,False,True,1.36,0.9266666666666666,0.18450000000000003,19,20650.0,88.0,bidmc-19-w085-0101,85
102,20701,20802.0,20810,True,0.14883,0.23124,True,20701,20701,20801.0,20804.0,20810,20810,False,False,True,1.92,0.14678899082568808,0.08241000000000001,19,20889.0,87.0,bidmc-19-w085-0102,85
103,20810,21006.0,21197,True,0.14391,0.32718,True,20810,20810,21005.0,21008.0,21197,21198,False,False,True,1.632,0.9870801033591732,0.18327000000000002,19,21093.0,87.0,bidmc-19-w085-0103,85
104,21197,21302.0,21304,True,0.12792,0.21771,True,21197,21198,21301.0,21303.0,21304,21305,False,False,True,2.368,0.03738317757009346,0.08978999999999998,19,21388.0,86.0,bidmc-19-w085-0104,85
105,21304,21499.0,21629,True,0.13038,0.36162,True,21304,21305,21497.0,21502.0,21629,21630,False,False,True,1.576,0.8,0.23124,19,21587.0,88.0,bidmc-19-w085-0105,85
106,21629,21702.0,21705,True,0.13038,0.22509,True,21629,21630,21701.0,21703.0,21705,21706,False,False,True,1.624,0.07894736842105265,0.09471000000000002,19,21788.0,86.0,bidmc-19-w085-0106,85
107,21705,21806.0,21814,True,0.17466,0.2706,True,21705,21706,21805.0,21807.0,21814,21815,False,False,True,0.832,0.14678899082568808,0.09594,19,21892.0,86.0,bidmc-19-w085-0107,85
108,21814,21981.0,22112,True,0.084871,0.49815,True,21814,21815,21981.0,21982.0,22112,22113,False,False,True,1.4,0.8791946308724832,0.41327899999999995,19,22067.0,86.0,bidmc-19-w085-0108,85
109,22112,22189.0,22283,True,0.15498,0.29397,True,22112,22113,22189.0,22189.0,22283,22284,False,False,True,1.664,0.9005847953216375,0.13899,19,22274.0,85.0,bidmc-19-w085-0109,85
110,22283,22297.0,22346,True,0.1476,0.28167,True,22283,22284,22297.0,22297.0,22346,22347,False,False,True,0.864,0.4444444444444444,0.13406999999999997,19,22382.0,85.0,bidmc-19-w085-0110,85
111,22346,22451.0,22579,True,0.072571,0.34932,True,22346,22347,22450.0,22452.0,22579,22579,False,False,True,1.232,0.9012875536480687,0.276749,19,22537.0,86.0,bidmc-19-w085-0111,85
112,22579,22691.0,22784,True,0.17466,0.24723,True,22579,22579,22689.0,22694.0,22784,22784,False,False,True,1.92,0.9073170731707317,0.07257,19,22779.0,88.0,bidmc-19-w085-0112,85
113,22784,22793.0,22881,True,0.17097,0.23493,True,22784,22784,22793.0,22793.0,22881,22882,False,False,True,0.816,0.18556701030927836,0.06395999999999999,19,22878.0,85.0,bidmc-19-w085-0113,85
114,22881,22899.0,22997,True,0.123,0.23001,True,22881,22882,22897.0,22901.0,22997,22998,False,False,True,0.848,0.31034482758620685,0.10701,19,22986.0,87.0,bidmc-19-w085-0114,85
116,23105,23213.0,23224,True,0.18081,0.27798,True,23104,23106,23212.0,23214.0,23224,23224,False,False,True,0.864,0.18487394957983194,0.09717,19,23299.0,86.0,bidmc-19-w085-0116,85
117,23224,23380.0,23524,True,0.16728,0.33825,True,23224,23224,23379.0,23381.0,23524,23524,False,False,True,1.336,0.96,0.17096999999999998,19,23466.0,86.0,bidmc-19-w085-0117,85
118,23524,23629.0,23644,True,0.14514,0.23493,True,23524,23524,23628.0,23631.0,23644,23645,False,False,True,1.992,0.25,0.08979000000000001,19,23716.0,87.0,bidmc-19-w085-0118,85
119,23644,23837.0,23970,True,0.1353,0.34932,True,23644,23645,23836.0,23838.0,23970,23971,False,False,True,1.664,0.8159509202453987,0.21402000000000002,19,23923.0,86.0,bidmc-19-w085-0119,85
120,23970,24037.0,24044,True,0.14145,0.21771,True,23970,23971,24037.0,24037.0,24044,24045,False,False,True,1.6,0.18918918918918914,0.07626,19,24122.0,85.0,bidmc-19-w085-0120,85
121,24044,24139.0,24140,True,0.15744,0.2337,True,24044,24045,24139.0,24139.0,24140,24140,False,False,True,0.816,0.02083333333333337,0.07626,19,24224.0,85.0,bidmc-19-w085-0121,85
122,24140,24314.0,24445,True,0.16851,0.3567,True,24140,24140,24313.0,24315.0,24445,24445,False,False,True,1.4,0.8590163934426229,0.18819000000000002,19,24400.0,86.0,bidmc-19-w085-0122,85
123,24445,24447.0,24453,True,0.23247,0.23862,True,24445,24445,24447.0,24447.0,24453,24454,False,False,True,1.064,0.5,0.006149999999999989,19,24532.0,85.0,bidmc-19-w085-0123,85
124,24453,24548.0,24627,True,0.1722,0.25584,True,24453,24454,24547.0,24549.0,24627,24628,False,False,True,0.808,0.9080459770114943,0.08364000000000002,19,24634.0,86.0,bidmc-19-w085-0124,85
125,24627,24760.0,24943,True,0.14514,0.36162,True,24627,24628,24759.0,24761.0,24942,24944,False,False,True,1.696,0.8417721518987342,0.21648,19,24846.0,86.0,bidmc-19-w085-0125,85
126,24943,25060.0,25116,True,0.15006,0.23985,True,24942,24944,25059.0,25061.0,25116,25117,False,False,True,2.4,0.6473988439306358,0.08979000000000001,19,25146.0,86.0,bidmc-19-w085-0126,85
127,25116,25253.0,25375,True,0.14268,0.35301,True,25116,25117,25253.0,25253.0,25375,25375,False,False,True,1.544,0.9420849420849421,0.21033,19,25338.0,85.0,bidmc-19-w085-0127,85
128,25375,25467.0,25470,True,0.12423,0.21894,True,25375,25375,25466.0,25469.0,25470,25471,False,False,True,1.712,0.06315789473684208,0.09471,19,25554.0,87.0,bidmc-19-w085-0128,85
129,25470,25720.0,25877,True,0.16113,0.3567,True,25470,25471,25719.0,25722.0,25877,25878,False,False,True,2.024,0.7714987714987716,0.19557000000000002,19,25807.0,87.0,bidmc-19-w085-0129,85
130,25877,25978.0,26033,True,0.15744,0.24477,True,25877,25878,25977.0,25979.0,26033,26033,False,False,True,2.064,0.7051282051282051,0.08732999999999999,19,26064.0,86.0,bidmc-19-w085-0130,85
131,26033,26180.0,26329,True,0.14268,0.39975,True,26033,26033,26179.0,26181.0,26329,26329,False,False,True,1.616,0.9932432432432432,0.25707,19,26266.0,86.0,bidmc-19-w085-0131,85
132,26329,26382.0,26471,True,0.15252,0.21525,True,26329,26329,26380.0,26385.0,26470,26472,False,False,True,1.616,0.7464788732394366,0.06273000000000001,19,26470.0,88.0,bidmc-19-w085-0132,85
133,26471,26652.0,26798,True,0.15252,0.3567,True,26470,26472,26651.0,26653.0,26798,26798,False,False,True,2.16,0.8929663608562691,0.20418000000000003,19,26738.0,86.0,bidmc-19-w085-0133,85
134,26798,26896.0,26941,True,0.14514,0.22632,True,26798,26798,26895.0,26898.0,26914,26968,False,False,True,1.952,0.6293706293706294,0.08118,19,26983.0,87.0,bidmc-19-w085-0134,85
135,26941,27109.0,27247,True,0.12054,0.33702,True,26914,26968,27107.0,27111.0,27247,27248,False,False,True,1.704,0.9019607843137255,0.21648,19,27196.0,87.0,bidmc-19-w085-0135,85
