featuregraph_object_id,start_index,peak_index,end_index,has_start,raw_minimum,raw_maximum,transition_complete,start_trough_start_index,start_trough_end_index,peak_start_index,peak_end_index,end_trough_start_index,end_trough_end_index,plateau_boundary_ambiguous,plateau_invalidated_complete,is_complete,period_seconds,temporal_symmetry,full_excursion,subject,peak_detection_index,peak_detection_latency_samples,object_id,window_samples
21,6456,6632.0,6803,True,0.13294,0.88172,True,6456,6456,6632.0,6632.0,6803,6803,False,False,True,2.728,0.9855907780979827,0.74878,1,6717.0,85.0,bidmc-01-w085-0021,85
22,6803,7027.0,7203,True,0.13685,0.88954,True,6803,6803,7026.0,7028.0,7203,7203,False,False,True,3.16,0.88,0.75269,1,7113.0,86.0,bidmc-01-w085-0022,85
23,7203,7439.0,7599,True,0.1564,0.84262,True,7203,7203,7438.0,7440.0,7599,7599,False,False,True,3.296,0.8080808080808081,0.68622,1,7525.0,86.0,bidmc-01-w085-0023,85
24,7599,7783.0,7950,True,0.14076,0.92473,True,7599,7599,7783.0,7784.0,7950,7950,False,False,True,2.752,0.9515669515669516,0.7839700000000001,1,7869.0,86.0,bidmc-01-w085-0024,85
25,7950,8125.0,8321,True,0.15152,0.89247,True,7950,7950,8124.0,8126.0,8321,8321,False,False,True,2.736,0.9433962264150944,0.74095,1,8211.0,86.0,bidmc-01-w085-0025,85
26,8321,8527.0,8670,True,0.15152,0.91496,True,8321,8321,8526.0,8528.0,8670,8670,False,False,True,3.216,0.8194842406876791,0.76344,1,8613.0,86.0,bidmc-01-w085-0026,85
27,8670,8859.0,9020,True,0.13881,0.90029,True,8670,8670,8858.0,8861.0,9020,9020,False,False,True,2.656,0.92,0.76148,1,8946.0,87.0,bidmc-01-w085-0027,85
28,9020,9198.0,9369,True,0.1173,1.0,True,9020,9020,9194.0,9202.0,9369,9369,False,False,True,2.712,0.9799426934097422,0.8827,1,9287.0,89.0,bidmc-01-w085-0028,85
29,9369,9531.0,9721,True,0.10948,0.98827,True,9369,9369,9530.0,9532.0,9721,9721,False,False,True,2.664,0.9204545454545454,0.87879,1,9617.0,86.0,bidmc-01-w085-0029,85
30,9721,9925.0,10071,True,0.12805,1.0,True,9721,9721,9912.0,9938.0,10071,10071,False,False,True,3.152,0.8342857142857143,0.87195,1,10023.0,98.0,bidmc-01-w085-0030,85
31,10071,10258.0,10407,True,0.088954,1.0,True,10071,10071,10242.0,10274.0,10407,10407,False,False,True,2.664,0.8869047619047619,0.911046,1,10359.0,101.0,bidmc-01-w085-0031,85
32,10407,10583.0,10724,True,0.070381,1.0,True,10407,10407,10568.0,10598.0,10724,10724,False,False,True,2.6,0.889589905362776,0.929619,1,10683.0,100.0,bidmc-01-w085-0032,85
33,10724,10905.0,11040,True,0.082111,1.0,True,10724,10724,10890.0,10920.0,11040,11040,False,False,True,2.576,0.8544303797468354,0.917889,1,11005.0,100.0,bidmc-01-w085-0033,85
34,11040,11221.0,11365,True,0.043988,1.0,True,11040,11040,11208.0,11234.0,11365,11365,False,False,True,2.528,0.8861538461538462,0.956012,1,11319.0,98.0,bidmc-01-w085-0034,85
35,11365,11541.0,11673,True,0.083089,1.0,True,11365,11365,11534.0,11549.0,11673,11673,False,False,True,2.56,0.8571428571428572,0.916911,1,11634.0,93.0,bidmc-01-w085-0035,85
36,11673,11839.0,11988,True,0.10753,1.0,True,11673,11673,11830.0,11848.0,11988,11988,False,False,True,2.384,0.946031746031746,0.89247,1,11933.0,94.0,bidmc-01-w085-0036,85
37,11988,12147.0,12319,True,0.094819,1.0,True,11988,11988,12140.0,12154.0,12319,12319,False,False,True,2.464,0.9607250755287009,0.905181,1,12239.0,92.0,bidmc-01-w085-0037,85
38,12319,12482.0,12658,True,0.099707,1.0,True,12319,12319,12466.0,12498.0,12658,12658,False,False,True,2.68,0.9616519174041298,0.900293,1,12583.0,101.0,bidmc-01-w085-0038,85
39,12658,12843.0,13006,True,0.094819,1.0,True,12658,12658,12828.0,12858.0,13006,13006,False,False,True,2.888,0.9367816091954023,0.905181,1,12943.0,100.0,bidmc-01-w085-0039,85
40,13006,13183.0,13356,True,0.10948,1.0,True,13006,13006,13164.0,13202.0,13356,13356,False,False,True,2.72,0.9885714285714285,0.89052,1,13287.0,104.0,bidmc-01-w085-0040,85
41,13356,13522.0,13703,True,0.10557,1.0,True,13356,13356,13507.0,13538.0,13703,13703,False,False,True,2.712,0.9567723342939481,0.8944300000000001,1,13623.0,101.0,bidmc-01-w085-0041,85
42,13703,13862.0,14046,True,0.088954,1.0,True,13703,13703,13852.0,13872.0,14046,14046,False,False,True,2.72,0.9271137026239067,0.911046,1,13957.0,95.0,bidmc-01-w085-0042,85
43,14046,14242.0,14400,True,0.084066,0.99804,True,14046,14046,14242.0,14243.0,14400,14400,False,False,True,3.04,0.8926553672316384,0.9139740000000001,1,14328.0,86.0,bidmc-01-w085-0043,85
44,14400,14582.0,14752,True,0.083089,1.0,True,14400,14400,14554.0,14610.0,14752,14752,False,False,True,2.72,0.9659090909090909,0.916911,1,14695.0,113.0,bidmc-01-w085-0044,85
45,14752,14923.0,15097,True,0.078201,1.0,True,14752,14752,14896.0,14950.0,15097,15097,False,False,True,2.728,0.991304347826087,0.921799,1,15035.0,112.0,bidmc-01-w085-0045,85
46,15097,15278.0,15452,True,0.063539,1.0,True,15097,15097,15246.0,15310.0,15452,15453,False,False,True,2.84,0.9802816901408451,0.936461,1,15395.0,117.0,bidmc-01-w085-0046,85
47,15452,15636.0,15831,True,0.061584,1.0,True,15452,15453,15606.0,15666.0,15831,15831,False,False,True,2.864,0.9709762532981531,0.938416,1,15751.0,115.0,bidmc-01-w085-0047,85
48,15831,16018.0,16210,True,0.084066,1.0,True,15831,15831,15980.0,16056.0,16210,16210,False,False,True,3.056,0.9868073878627969,0.915934,1,16141.0,123.0,bidmc-01-w085-0048,85
49,16210,16392.0,16594,True,0.10753,1.0,True,16210,16210,16364.0,16420.0,16594,16594,False,False,True,2.992,0.9479166666666666,0.89247,1,16505.0,113.0,bidmc-01-w085-0049,85
50,16594,16792.0,16967,True,0.11535,1.0,True,16594,16594,16764.0,16820.0,16967,16967,False,False,True,3.2,0.938337801608579,0.88465,1,16905.0,113.0,bidmc-01-w085-0050,85
51,16967,17141.0,17327,True,0.093842,1.0,True,16967,16967,17120.0,17162.0,17327,17327,False,False,True,2.792,0.9666666666666667,0.906158,1,17247.0,106.0,bidmc-01-w085-0051,85
52,17327,17528.0,17688,True,0.087977,1.0,True,17327,17327,17502.0,17554.0,17688,17688,False,False,True,3.096,0.8864265927977839,0.912023,1,17639.0,111.0,bidmc-01-w085-0052,85
53,17688,17867.0,18033,True,0.090909,1.0,True,17688,17688,17844.0,17890.0,18033,18033,False,False,True,2.712,0.9623188405797102,0.909091,1,17975.0,108.0,bidmc-01-w085-0053,85
54,18033,18202.0,18349,True,0.083089,1.0,True,18033,18033,18190.0,18214.0,18349,18349,False,False,True,2.68,0.930379746835443,0.916911,1,18299.0,97.0,bidmc-01-w085-0054,85
55,18349,18522.0,18688,True,0.087977,1.0,True,18349,18349,18496.0,18548.0,18688,18688,False,False,True,2.56,0.9793510324483776,0.912023,1,18633.0,111.0,bidmc-01-w085-0055,85
56,18688,18859.0,19017,True,0.077224,1.0,True,18688,18688,18838.0,18880.0,19017,19017,False,False,True,2.696,0.9604863221884499,0.922776,1,18965.0,106.0,bidmc-01-w085-0056,85
57,19017,19184.0,19361,True,0.090909,1.0,True,19017,19017,19162.0,19206.0,19361,19362,False,False,True,2.6,0.9709302325581395,0.909091,1,19291.0,107.0,bidmc-01-w085-0057,85
58,19361,19530.0,19704,True,0.083089,1.0,True,19361,19362,19504.0,19556.0,19704,19705,False,False,True,2.768,0.9854227405247813,0.916911,1,19641.0,111.0,bidmc-01-w085-0058,85
59,19704,19889.0,20067,True,0.075269,1.0,True,19704,19705,19866.0,19912.0,20067,20067,False,False,True,2.872,0.9807162534435262,0.924731,1,19997.0,108.0,bidmc-01-w085-0059,85
60,20067,20245.0,20434,True,0.081134,1.0,True,20067,20067,20216.0,20274.0,20434,20434,False,False,True,2.848,0.9700272479564033,0.918866,1,20359.0,114.0,bidmc-01-w085-0060,85
61,20434,20613.0,20812,True,0.086999,1.0,True,20434,20434,20578.0,20648.0,20812,20812,False,False,True,2.944,0.9470899470899471,0.913001,1,20733.0,120.0,bidmc-01-w085-0061,85
62,20812,20998.0,21168,True,0.12121,1.0,True,20812,20812,20966.0,21030.0,21168,21168,False,False,True,3.08,0.9550561797752809,0.87879,1,21115.0,117.0,bidmc-01-w085-0062,85
63,21168,21332.0,21515,True,0.070381,1.0,True,21168,21168,21310.0,21354.0,21515,21515,False,False,True,2.672,0.9452449567723343,0.929619,1,21439.0,107.0,bidmc-01-w085-0063,85
64,21515,21706.0,21875,True,0.069404,1.0,True,21515,21515,21680.0,21732.0,21875,21875,False,False,True,2.992,0.9388888888888889,0.930596,1,21817.0,111.0,bidmc-01-w085-0064,85
65,21875,22052.0,22241,True,0.088954,1.0,True,21875,21875,22026.0,22078.0,22241,22241,False,False,True,2.768,0.9672131147540983,0.911046,1,22163.0,111.0,bidmc-01-w085-0065,85
66,22241,22424.0,22605,True,0.080156,1.0,True,22241,22241,22388.0,22460.0,22605,22605,False,False,True,2.976,0.9945054945054945,0.919844,1,22545.0,121.0,bidmc-01-w085-0066,85
67,22605,22790.0,22969,True,0.074291,1.0,True,22605,22605,22760.0,22820.0,22969,22969,False,False,True,2.928,0.9835164835164835,0.925709,1,22905.0,115.0,bidmc-01-w085-0067,85
68,22969,23157.0,23322,True,0.078201,1.0,True,22969,22969,23115.0,23200.0,23322,23322,False,False,True,2.936,0.9348441926345609,0.921799,1,23285.0,128.0,bidmc-01-w085-0068,85
69,23322,23504.0,23672,True,0.083089,1.0,True,23322,23322,23470.0,23538.0,23672,23672,False,False,True,2.776,0.96,0.916911,1,23623.0,119.0,bidmc-01-w085-0069,85
70,23672,23855.0,23998,True,0.070381,1.0,True,23672,23672,23830.0,23880.0,23998,23998,False,False,True,2.808,0.8773006134969326,0.929619,1,23965.0,110.0,bidmc-01-w085-0070,85
71,23998,24174.0,24330,True,0.098729,1.0,True,23998,23998,24154.0,24194.0,24330,24330,False,False,True,2.552,0.9397590361445783,0.901271,1,24279.0,105.0,bidmc-01-w085-0071,85
72,24330,24511.0,24676,True,0.082111,1.0,True,24330,24330,24486.0,24536.0,24676,24676,False,False,True,2.696,0.953757225433526,0.917889,1,24621.0,110.0,bidmc-01-w085-0072,85
73,24676,24857.0,25038,True,0.10459,1.0,True,24676,24676,24832.0,24882.0,25038,25038,False,False,True,2.768,1.0,0.89541,1,24967.0,110.0,bidmc-01-w085-0073,85
74,25038,25222.0,25401,True,0.091887,1.0,True,25038,25038,25190.0,25254.0,25401,25401,False,False,True,2.92,0.9862258953168044,0.908113,1,25339.0,117.0,bidmc-01-w085-0074,85
75,25401,25585.0,25742,True,0.095797,1.0,True,25401,25401,25558.0,25612.0,25742,25742,False,False,True,2.904,0.9208211143695014,0.904203,1,25697.0,112.0,bidmc-01-w085-0075,85
76,25742,25921.0,26096,True,0.095797,1.0,True,25742,25742,25900.0,25942.0,26096,26096,False,False,True,2.688,0.9887005649717514,0.904203,1,26027.0,106.0,bidmc-01-w085-0076,85
77,26096,26277.0,26456,True,0.086999,1.0,True,26096,26096,26250.0,26304.0,26456,26456,False,False,True,2.848,0.9944444444444445,0.913001,1,26389.0,112.0,bidmc-01-w085-0077,85
78,26456,26654.0,26811,True,0.087977,1.0,True,26456,26456,26622.0,26686.0,26811,26811,False,False,True,3.016,0.8845070422535212,0.912023,1,26771.0,117.0,bidmc-01-w085-0078,85
79,26811,26993.0,27160,True,0.073314,1.0,True,26811,26811,26966.0,27020.0,27160,27160,False,False,True,2.712,0.9570200573065902,0.926686,1,27105.0,112.0,bidmc-01-w085-0079,85
80,27160,27342.0,27525,True,0.090909,1.0,True,27160,27160,27312.0,27372.0,27525,27526,False,False,True,2.792,0.9972602739726028,0.909091,1,27457.0,115.0,bidmc-01-w085-0080,85
81,27525,27726.0,27909,True,0.092864,1.0,True,27525,27526,27694.0,27758.0,27909,27909,False,False,True,3.072,0.953125,0.9071359999999999,1,27843.0,117.0,bidmc-01-w085-0081,85
82,27909,28087.0,28273,True,0.090909,1.0,True,27909,27909,28056.0,28118.0,28273,28273,False,False,True,2.888,0.978021978021978,0.909091,1,28203.0,116.0,bidmc-01-w085-0082,85
83,28273,28466.0,28640,True,0.092864,1.0,True,28273,28273,28440.0,28492.0,28640,28640,False,False,True,3.032,0.9482288828337875,0.9071359999999999,1,28577.0,111.0,bidmc-01-w085-0083,85
84,28640,28820.0,29000,True,0.098729,1.0,True,28640,28640,28792.0,28848.0,29000,29000,False,False,True,2.832,1.0,0.901271,1,28933.0,113.0,bidmc-01-w085-0084,85
85,29000,29186.0,29353,True,0.086022,1.0,True,29000,29000,29154.0,29218.0,29353,29353,False,False,True,2.928,0.9461756373937678,0.913978,1,29303.0,117.0,bidmc-01-w085-0085,85
86,29353,29543.0,29712,True,0.085044,1.0,True,29353,29353,29514.0,29572.0,29712,29712,False,False,True,2.856,0.9415041782729805,0.914956,1,29657.0,114.0,bidmc-01-w085-0086,85
87,29712,29890.0,30070,True,0.086999,1.0,True,29712,29712,29864.0,29916.0,30070,30070,False,False,True,2.776,0.994413407821229,0.913001,1,30001.0,111.0,bidmc-01-w085-0087,85
88,30070,30247.0,30423,True,0.075269,1.0,True,30070,30070,30214.0,30280.0,30423,30423,False,False,True,2.856,0.9971671388101983,0.924731,1,30365.0,118.0,bidmc-01-w085-0088,85
89,30423,30612.0,30781,True,0.081134,1.0,True,30423,30423,30584.0,30640.0,30781,30781,False,False,True,2.92,0.9441340782122905,0.918866,1,30725.0,113.0,bidmc-01-w085-0089,85
90,30781,30960.0,31143,True,0.10166,1.0,True,30781,30781,30934.0,30986.0,31143,31143,False,False,True,2.784,0.988950276243094,0.89834,1,31071.0,111.0,bidmc-01-w085-0090,85
91,31143,31345.0,31513,True,0.089932,1.0,True,31143,31143,31320.0,31370.0,31513,31513,False,False,True,3.08,0.9081081081081082,0.910068,1,31455.0,110.0,bidmc-01-w085-0091,85
92,31513,31695.0,31887,True,0.092864,1.0,True,31513,31513,31672.0,31718.0,31887,31887,False,False,True,2.8,0.9732620320855615,0.9071359999999999,1,31803.0,108.0,bidmc-01-w085-0092,85
93,31887,32087.0,32262,True,0.088954,1.0,True,31887,31887,32060.0,32114.0,32262,32263,False,False,True,3.136,0.9333333333333333,0.911046,1,32199.0,112.0,bidmc-01-w085-0093,85
94,32262,32437.0,32623,True,0.092864,1.0,True,32262,32263,32416.0,32458.0,32623,32623,False,False,True,2.8,0.9695290858725761,0.9071359999999999,1,32543.0,106.0,bidmc-01-w085-0094,85
95,32623,32822.0,32997,True,0.086022,1.0,True,32623,32623,32800.0,32844.0,32997,32997,False,False,True,3.08,0.9358288770053476,0.913978,1,32929.0,107.0,bidmc-01-w085-0095,85
96,32997,33177.0,33364,True,0.090909,1.0,True,32997,32997,33150.0,33204.0,33364,33364,False,False,True,2.84,0.9809264305177112,0.909091,1,33289.0,112.0,bidmc-01-w085-0096,85
97,33364,33562.0,33735,True,0.087977,1.0,True,33364,33364,33532.0,33592.0,33735,33735,False,False,True,3.08,0.9326145552560647,0.912023,1,33677.0,115.0,bidmc-01-w085-0097,85
98,33735,33912.0,34092,True,0.10264,1.0,True,33735,33735,33888.0,33936.0,34092,34092,False,False,True,2.8,0.9915966386554622,0.89736,1,34021.0,109.0,bidmc-01-w085-0098,85
99,34092,34279.0,34464,True,0.093842,1.0,True,34092,34092,34242.0,34316.0,34464,34464,False,False,True,2.936,0.9946236559139785,0.906158,1,34401.0,122.0,bidmc-01-w085-0099,85
100,34464,34652.0,34835,True,0.093842,1.0,True,34464,34464,34622.0,34682.0,34835,34835,False,False,True,2.984,0.9865229110512129,0.906158,1,34767.0,115.0,bidmc-01-w085-0100,85
101,34835,35021.0,35192,True,0.096774,1.0,True,34835,34835,34986.0,35056.0,35192,35192,False,False,True,2.952,0.957983193277311,0.903226,1,35141.0,120.0,bidmc-01-w085-0101,85
102,35192,35381.0,35548,True,0.084066,1.0,True,35192,35192,35354.0,35408.0,35548,35548,False,False,True,2.88,0.9382022471910112,0.915934,1,35493.0,112.0,bidmc-01-w085-0102,85
103,35548,35719.0,35906,True,0.088954,1.0,True,35548,35548,35696.0,35742.0,35906,35907,False,False,True,2.704,0.9553072625698324,0.911046,1,35827.0,108.0,bidmc-01-w085-0103,85
104,35906,36094.0,36279,True,0.087977,1.0,True,35906,35907,36056.0,36132.0,36279,36279,False,False,True,3.0,0.9919571045576407,0.912023,1,36217.0,123.0,bidmc-01-w085-0104,85
105,36279,36453.0,36608,True,0.091887,1.0,True,36279,36279,36428.0,36478.0,36608,36608,False,False,True,2.872,0.9422492401215805,0.908113,1,36563.0,110.0,bidmc-01-w085-0105,85
106,36608,36783.0,36966,True,0.082111,1.0,True,36608,36608,36758.0,36808.0,36966,36966,False,False,True,2.64,0.9776536312849162,0.917889,1,36893.0,110.0,bidmc-01-w085-0106,85
107,36966,37149.0,37316,True,0.080156,1.0,True,36966,36966,37114.0,37184.0,37316,37316,False,False,True,2.928,0.9542857142857143,0.919844,1,37269.0,120.0,bidmc-01-w085-0107,85
108,37316,37507.0,37673,True,0.073314,1.0,True,37316,37316,37478.0,37536.0,37673,37673,False,False,True,2.864,0.9299719887955182,0.926686,1,37621.0,114.0,bidmc-01-w085-0108,85
109,37673,37850.0,38035,True,0.080156,1.0,True,37673,37673,37824.0,37876.0,38035,38035,False,False,True,2.744,0.9779005524861879,0.919844,1,37961.0,111.0,bidmc-01-w085-0109,85
110,38035,38213.0,38385,True,0.094819,1.0,True,38035,38035,38180.0,38246.0,38385,38385,False,False,True,2.904,0.9828571428571429,0.905181,1,38331.0,118.0,bidmc-01-w085-0110,85
111,38385,38576.0,38765,True,0.098729,1.0,True,38385,38385,38550.0,38602.0,38765,38765,False,False,True,2.904,0.9947368421052631,0.901271,1,38687.0,111.0,bidmc-01-w085-0111,85
112,38765,38952.0,39145,True,0.099707,1.0,True,38765,38765,38916.0,38988.0,39145,39145,False,False,True,3.008,0.9842105263157894,0.900293,1,39073.0,121.0,bidmc-01-w085-0112,85
113,39145,39337.0,39512,True,0.099707,1.0,True,39145,39145,39308.0,39367.0,39512,39512,False,False,True,3.08,0.9536784741144414,0.900293,1,39452.0,115.0,bidmc-01-w085-0113,85
114,39512,39674.0,39860,True,0.074291,1.0,True,39512,39512,39658.0,39690.0,39860,39860,False,False,True,2.696,0.9310344827586207,0.925709,1,39775.0,101.0,bidmc-01-w085-0114,85
115,39860,40056.0,40241,True,0.085044,1.0,True,39860,39860,40028.0,40084.0,40241,40241,False,False,True,3.056,0.9711286089238845,0.914956,1,40169.0,113.0,bidmc-01-w085-0115,85
116,40241,40423.0,40610,True,0.082111,1.0,True,40241,40241,40392.0,40454.0,40610,40610,False,False,True,2.936,0.986449864498645,0.917889,1,40539.0,116.0,bidmc-01-w085-0116,85
117,40610,40806.0,40992,True,0.078201,1.0,True,40610,40610,40780.0,40832.0,40992,40992,False,False,True,3.064,0.9738219895287958,0.921799,1,40917.0,111.0,bidmc-01-w085-0117,85
118,40992,41182.0,41349,True,0.081134,1.0,True,40992,40992,41146.0,41218.0,41349,41349,False,False,True,3.008,0.9355742296918768,0.918866,1,41303.0,121.0,bidmc-01-w085-0118,85
119,41349,41536.0,41701,True,0.098729,1.0,True,41349,41349,41508.0,41564.0,41701,41701,False,False,True,2.832,0.9375,0.901271,1,41649.0,113.0,bidmc-01-w085-0119,85
120,41701,41874.0,42051,True,0.085044,1.0,True,41701,41701,41856.0,41892.0,42051,42051,False,False,True,2.704,0.9885714285714285,0.914956,1,41977.0,103.0,bidmc-01-w085-0120,85
121,42051,42218.0,42414,True,0.081134,1.0,True,42051,42051,42202.0,42234.0,42414,42414,False,False,True,2.752,0.9201101928374655,0.918866,1,42319.0,101.0,bidmc-01-w085-0121,85
122,42414,42598.0,42764,True,0.082111,1.0,True,42414,42414,42575.0,42622.0,42764,42764,False,False,True,3.04,0.9485714285714286,0.917889,1,42707.0,109.0,bidmc-01-w085-0122,85
123,42764,42937.0,43113,True,0.10655,1.0,True,42764,42764,42914.0,42960.0,43113,43113,False,False,True,2.712,0.9914040114613181,0.89345,1,43045.0,108.0,bidmc-01-w085-0123,85
124,43113,43284.0,43474,True,0.074291,1.0,True,43113,43113,43266.0,43302.0,43474,43474,False,False,True,2.776,0.9473684210526316,0.925709,1,43387.0,103.0,bidmc-01-w085-0124,85
125,43474,43701.0,43944,True,0.0,1.0,True,43474,43474,43648.0,43754.0,43944,43944,False,False,True,3.336,0.9659574468085106,1.0,1,43839.0,138.0,bidmc-01-w085-0125,85
126,43944,44156.0,44312,True,0.054741,1.0,True,43944,43944,44138.0,44174.0,44312,44312,False,False,True,3.64,0.8478260869565217,0.945259,1,44259.0,103.0,bidmc-01-w085-0126,85
127,44312,44497.0,44661,True,0.099707,1.0,True,44312,44312,44472.0,44522.0,44661,44661,False,False,True,2.728,0.9398280802292264,0.900293,1,44607.0,110.0,bidmc-01-w085-0127,85
128,44661,44837.0,45016,True,0.093842,1.0,True,44661,44661,44814.0,44860.0,45016,45017,False,False,True,2.72,0.9915492957746479,0.906158,1,44945.0,108.0,bidmc-01-w085-0128,85
129,45016,45192.0,45370,True,0.096774,1.0,True,45016,45017,45164.0,45220.0,45370,45370,False,False,True,2.84,0.9943502824858758,0.903226,1,45305.0,113.0,bidmc-01-w085-0129,85
130,45370,45565.0,45728,True,0.094819,1.0,True,45370,45370,45544.0,45586.0,45728,45728,False,False,True,2.984,0.9106145251396648,0.905181,1,45671.0,106.0,bidmc-01-w085-0130,85
131,45728,45902.0,46089,True,0.087977,1.0,True,45728,45728,45886.0,45918.0,46089,46089,False,False,True,2.696,0.96398891966759,0.912023,1,46003.0,101.0,bidmc-01-w085-0131,85
132,46089,46279.0,46466,True,0.091887,1.0,True,46089,46089,46244.0,46314.0,46466,46466,False,False,True,3.016,0.9920424403183024,0.908113,1,46399.0,120.0,bidmc-01-w085-0132,85
133,46466,46648.0,46827,True,0.099707,1.0,True,46466,46466,46626.0,46670.0,46827,46827,False,False,True,2.952,0.9916897506925207,0.900293,1,46755.0,107.0,bidmc-01-w085-0133,85
134,46827,46989.0,47168,True,0.091887,1.0,True,46827,46827,46974.0,47005.0,47168,47168,False,False,True,2.728,0.9501466275659824,0.908113,1,47090.0,101.0,bidmc-01-w085-0134,85
135,47168,47372.0,47531,True,0.086022,1.0,True,47168,47168,47366.0,47378.0,47531,47531,False,False,True,3.064,0.8760330578512396,0.913978,1,47463.0,91.0,bidmc-01-w085-0135,85
136,47531,47711.0,47876,True,0.092864,1.0,True,47531,47531,47692.0,47730.0,47876,47876,False,False,True,2.712,0.9565217391304348,0.9071359999999999,1,47815.0,104.0,bidmc-01-w085-0136,85
137,47876,48052.0,48239,True,0.088954,1.0,True,47876,47876,48034.0,48070.0,48239,48239,False,False,True,2.728,0.9696969696969697,0.911046,1,48155.0,103.0,bidmc-01-w085-0137,85
138,48239,48440.0,48606,True,0.078201,1.0,True,48239,48239,48414.0,48466.0,48606,48606,False,False,True,3.104,0.9046321525885559,0.921799,1,48551.0,111.0,bidmc-01-w085-0138,85
139,48606,48790.0,48961,True,0.10655,1.0,True,48606,48606,48770.0,48810.0,48961,48961,False,False,True,2.8,0.9633802816901409,0.89345,1,48895.0,105.0,bidmc-01-w085-0139,85
