featuregraph_object_id,start_index,peak_index,end_index,has_start,raw_minimum,raw_maximum,transition_complete,start_trough_start_index,start_trough_end_index,peak_start_index,peak_end_index,end_trough_start_index,end_trough_end_index,plateau_boundary_ambiguous,plateau_invalidated_complete,is_complete,period_seconds,temporal_symmetry,full_excursion,subject,peak_detection_index,peak_detection_latency_samples,object_id,window_samples
155,59539,59748.0,59879,True,-0.15728,0.81553,True,59539,59539,59747.0,59749.0,59879,59879,False,False,True,3.184,0.7705882352941177,0.97281,36,59834.0,86.0,bidmc-36-w085-0155,85
1,334,516.0,781,True,0.17958,1.1021,True,334,334,515.0,517.0,781,781,False,False,True,,0.814317673378076,0.9225200000000001,37,602.0,86.0,bidmc-37-w085-0001,85
2,781,922.0,1174,True,-0.03936,1.1292,True,781,781,893.0,951.0,1174,1174,False,False,True,3.248,0.7175572519083969,1.16856,37,1036.0,114.0,bidmc-37-w085-0002,85
3,1174,1337.0,1615,True,0.01968,1.1292,True,1174,1174,1299.0,1375.0,1615,1615,False,False,True,3.32,0.7392290249433107,1.10952,37,1460.0,123.0,bidmc-37-w085-0003,85
4,1615,1837.0,2101,True,-0.03813,1.1292,True,1615,1615,1805.0,1869.0,2101,2101,False,False,True,4.0,0.9135802469135803,1.16733,37,1954.0,117.0,bidmc-37-w085-0004,85
5,2101,2269.0,2513,True,0.00492,1.1292,True,2101,2101,2257.0,2281.0,2513,2513,False,False,True,3.456,0.8155339805825242,1.12428,37,2366.0,97.0,bidmc-37-w085-0005,85
6,2513,2686.0,2902,True,-0.052891,1.1292,True,2513,2513,2683.0,2689.0,2902,2902,False,False,True,3.336,0.8894601542416453,1.182091,37,2774.0,88.0,bidmc-37-w085-0006,85
7,2902,3067.0,3342,True,-0.03444,1.1292,True,2902,2902,3055.0,3079.0,3342,3342,False,False,True,3.048,0.75,1.16364,37,3164.0,97.0,bidmc-37-w085-0007,85
8,3342,3518.0,3779,True,-0.050431,1.1292,True,3342,3342,3505.0,3531.0,3779,3779,False,False,True,3.608,0.8054919908466819,1.1796309999999999,37,3616.0,98.0,bidmc-37-w085-0008,85
9,3779,3945.0,4137,True,0.067651,1.1292,True,3779,3779,3913.0,3977.0,4137,4137,False,False,True,3.416,0.9273743016759777,1.061549,37,4062.0,117.0,bidmc-37-w085-0009,85
10,4137,4286.0,4445,True,-0.12915,1.1292,True,4137,4137,4231.0,4341.0,4443,4447,False,False,True,2.728,0.9675324675324676,1.25835,37,4426.0,140.0,bidmc-37-w085-0010,85
11,4445,4549.0,4622,True,-0.12915,0.12669,True,4443,4447,4549.0,4549.0,4622,4622,False,False,True,2.104,0.8248587570621468,0.25583999999999996,37,4634.0,85.0,bidmc-37-w085-0011,85
12,4622,4817.0,5008,True,-0.12915,1.1292,True,4622,4622,4739.0,4895.0,5008,5008,False,False,True,2.144,0.9896373056994818,1.25835,37,4980.0,163.0,bidmc-37-w085-0012,85
13,5008,5300.0,5592,True,-0.12915,1.1292,True,5008,5008,5263.0,5337.0,5592,5592,False,False,True,3.864,1.0,1.25835,37,5422.0,122.0,bidmc-37-w085-0013,85
14,5592,5971.0,6190,True,-0.00246,1.1292,True,5592,5592,5919.0,6023.0,6190,6191,False,False,True,5.368,0.7324414715719063,1.1316599999999999,37,6108.0,137.0,bidmc-37-w085-0014,85
15,6190,6450.0,6674,True,-0.062731,1.1292,True,6190,6191,6401.0,6499.0,6674,6674,False,False,True,3.832,0.9256198347107438,1.191931,37,6584.0,134.0,bidmc-37-w085-0015,85
16,6674,6904.0,7140,True,-0.01845,1.1292,True,6674,6674,6875.0,6933.0,7140,7140,False,False,True,3.632,0.9871244635193133,1.14765,37,7018.0,114.0,bidmc-37-w085-0016,85
17,7140,7314.0,7555,True,-0.12915,1.1292,True,7140,7140,7291.0,7337.0,7555,7556,False,False,True,3.28,0.8385542168674699,1.25835,37,7422.0,108.0,bidmc-37-w085-0017,85
18,7555,7731.0,7929,True,-0.10209,1.1292,True,7555,7556,7707.0,7755.0,7929,7929,False,False,True,3.336,0.9411764705882353,1.23129,37,7840.0,109.0,bidmc-37-w085-0018,85
19,7929,8076.0,8272,True,-0.04305,1.1292,True,7929,7929,8047.0,8105.0,8272,8272,False,False,True,2.76,0.8571428571428572,1.17225,37,8190.0,114.0,bidmc-37-w085-0019,85
20,8272,8425.0,8621,True,-0.123,1.1292,True,8272,8272,8397.0,8453.0,8621,8621,False,False,True,2.792,0.8767908309455588,1.2522,37,8538.0,113.0,bidmc-37-w085-0020,85
21,8621,8772.0,8992,True,-0.12669,1.1292,True,8621,8621,8735.0,8809.0,8992,8992,False,False,True,2.776,0.8140161725067385,1.25589,37,8894.0,122.0,bidmc-37-w085-0021,85
22,8992,9139.0,9331,True,-0.089791,1.1292,True,8992,8992,9113.0,9165.0,9331,9331,False,False,True,2.936,0.8672566371681416,1.218991,37,9250.0,111.0,bidmc-37-w085-0022,85
23,9331,9476.0,9698,True,-0.12915,1.0849,True,9331,9331,9475.0,9477.0,9698,9699,False,False,True,2.696,0.7901907356948229,1.2140499999999999,37,9562.0,86.0,bidmc-37-w085-0023,85
24,9698,9884.0,10072,True,-0.02091,1.1292,True,9698,9699,9847.0,9921.0,10072,10072,False,False,True,3.264,0.9946524064171123,1.15011,37,10006.0,122.0,bidmc-37-w085-0024,85
25,10072,10200.0,10438,True,-0.12915,1.1292,True,10072,10072,10178.0,10223.0,10438,10438,False,False,True,2.528,0.6994535519125683,1.25835,37,10308.0,108.0,bidmc-37-w085-0025,85
26,10438,10622.0,10892,True,0.01845,1.1292,True,10438,10438,10593.0,10651.0,10892,10892,False,False,True,3.376,0.8105726872246696,1.11075,37,10736.0,114.0,bidmc-37-w085-0026,85
27,10892,11078.0,11307,True,0.02706,1.1292,True,10892,10892,11067.0,11089.0,11307,11307,False,False,True,3.648,0.8963855421686747,1.10214,37,11174.0,96.0,bidmc-37-w085-0027,85
28,11307,11472.0,11673,True,-0.0246,1.1292,True,11307,11307,11443.0,11501.0,11673,11673,False,False,True,3.152,0.9016393442622951,1.1538,37,11586.0,114.0,bidmc-37-w085-0028,85
29,11673,11818.0,12069,True,-0.073801,1.048,True,11673,11673,11817.0,11819.0,12069,12069,False,False,True,2.768,0.7323232323232323,1.121801,37,11904.0,86.0,bidmc-37-w085-0029,85
30,12069,12241.0,12438,True,-0.12915,0.95572,True,12069,12069,12241.0,12241.0,12438,12438,False,False,True,3.384,0.9322493224932249,1.08487,37,12326.0,85.0,bidmc-37-w085-0030,85
31,12438,12585.0,12820,True,-0.12423,0.8278,True,12438,12438,12584.0,12587.0,12820,12820,False,False,True,2.752,0.7696335078534031,0.9520299999999999,37,12672.0,87.0,bidmc-37-w085-0031,85
32,12820,12986.0,13249,True,0.04182,1.1292,True,12820,12820,12975.0,12997.0,13249,13249,False,False,True,3.208,0.7738927738927739,1.08738,37,13082.0,96.0,bidmc-37-w085-0032,85
33,13249,13440.0,13640,True,-0.00123,1.0677,True,13249,13249,13439.0,13441.0,13640,13640,False,False,True,3.632,0.9769820971867008,1.0689300000000002,37,13526.0,86.0,bidmc-37-w085-0033,85
34,13640,13790.0,14076,True,0.059041,0.81673,True,13640,13640,13789.0,13791.0,14076,14076,False,False,True,2.8,0.6880733944954128,0.757689,37,13876.0,86.0,bidmc-37-w085-0034,85
35,14076,14277.0,14412,True,-0.0061501,1.0209,True,14076,14076,14276.0,14279.0,14412,14412,False,False,True,3.896,0.8035714285714286,1.0270500999999999,37,14364.0,87.0,bidmc-37-w085-0035,85
36,14412,14541.0,14787,True,-0.12915,1.1292,True,14412,14412,14501.0,14581.0,14787,14787,False,False,True,2.112,0.688,1.25835,37,14666.0,125.0,bidmc-37-w085-0036,85
37,14787,14967.0,15203,True,-0.12915,1.0049,True,14787,14787,14967.0,14967.0,15203,15203,False,False,True,3.408,0.8653846153846154,1.1340499999999998,37,15052.0,85.0,bidmc-37-w085-0037,85
38,15203,15397.0,15634,True,-0.0061501,1.032,True,15203,15203,15395.0,15399.0,15634,15634,False,False,True,3.44,0.9002320185614849,1.0381501,37,15484.0,87.0,bidmc-37-w085-0038,85
39,15634,15818.0,16091,True,0.01845,1.064,True,15634,15634,15818.0,15819.0,16091,16091,False,False,True,3.368,0.8052516411378556,1.04555,37,15904.0,86.0,bidmc-37-w085-0039,85
40,16091,16288.0,16545,True,-0.03813,1.1021,True,16091,16091,16287.0,16289.0,16545,16545,False,False,True,3.76,0.8678414096916299,1.14023,37,16374.0,86.0,bidmc-37-w085-0040,85
41,16545,16717.0,16921,True,-0.065191,1.1292,True,16545,16545,16705.0,16729.0,16921,16921,False,False,True,3.432,0.9148936170212766,1.194391,37,16814.0,97.0,bidmc-37-w085-0041,85
42,16921,17075.0,17333,True,-0.12915,1.1292,True,16921,16921,17065.0,17085.0,17333,17333,False,False,True,2.864,0.7475728155339806,1.25835,37,17170.0,95.0,bidmc-37-w085-0042,85
43,17333,17499.0,17748,True,0.00369,1.0873,True,17333,17333,17497.0,17501.0,17748,17748,False,False,True,3.392,0.8,1.08361,37,17586.0,87.0,bidmc-37-w085-0043,85
44,17748,17910.0,18034,True,-0.081181,1.1156,True,17748,17748,17909.0,17911.0,18034,18034,False,False,True,3.288,0.8671328671328671,1.1967809999999999,37,17996.0,86.0,bidmc-37-w085-0044,85
45,18034,18162.0,18354,True,-0.12915,1.1292,True,18034,18034,18125.0,18199.0,18354,18354,False,False,True,2.016,0.8,1.25835,37,18284.0,122.0,bidmc-37-w085-0045,85
46,18354,18717.0,18955,True,-0.12915,1.1292,True,18354,18354,18705.0,18729.0,18955,18955,False,False,True,4.44,0.7920133111480865,1.25835,37,18814.0,97.0,bidmc-37-w085-0046,85
47,18955,19127.0,19463,True,-0.00123,1.1292,True,18955,18955,19098.0,19157.0,19463,19464,False,False,True,3.28,0.6771653543307087,1.13043,37,19242.0,115.0,bidmc-37-w085-0047,85
48,19463,19708.0,19914,True,-0.04797,1.1292,True,19463,19464,19689.0,19727.0,19914,19914,False,False,True,4.648,0.9135254988913526,1.17717,37,19812.0,104.0,bidmc-37-w085-0048,85
49,19914,20116.0,20301,True,-0.062731,1.1292,True,19914,19914,20067.0,20165.0,20301,20301,False,False,True,3.264,0.9560723514211886,1.191931,37,20250.0,134.0,bidmc-37-w085-0049,85
50,20301,20445.0,20701,True,-0.057811,1.0972,True,20301,20301,20444.0,20447.0,20701,20701,False,False,True,2.632,0.72,1.155011,37,20532.0,87.0,bidmc-37-w085-0050,85
51,20701,20879.0,21020,True,-0.12915,0.76261,True,20701,20701,20879.0,20879.0,21020,21020,False,False,True,3.472,0.8840125391849529,0.89176,37,20964.0,85.0,bidmc-37-w085-0051,85
52,21020,21327.0,21551,True,-0.11685,0.9139,True,21020,21020,21326.0,21329.0,21551,21551,False,False,True,3.584,0.8436911487758946,1.03075,37,21414.0,87.0,bidmc-37-w085-0052,85
53,21551,21714.0,21916,True,-0.12915,1.032,True,21551,21551,21713.0,21715.0,21916,21916,False,False,True,3.096,0.8931506849315068,1.1611500000000001,37,21800.0,86.0,bidmc-37-w085-0053,85
54,21916,22088.0,22390,True,0.03936,1.1292,True,21916,21916,22075.0,22101.0,22390,22390,False,False,True,2.992,0.7257383966244726,1.08984,37,22186.0,98.0,bidmc-37-w085-0054,85
55,22390,22548.0,22763,True,0.03321,1.1292,True,22390,22390,22543.0,22553.0,22763,22763,False,False,True,3.68,0.8471849865951743,1.09599,37,22638.0,90.0,bidmc-37-w085-0055,85
56,22763,22930.0,23141,True,-0.04059,1.0627,True,22763,22763,22929.0,22931.0,23141,23141,False,False,True,3.056,0.8835978835978836,1.1032899999999999,37,23016.0,86.0,bidmc-37-w085-0056,85
57,23141,23285.0,23588,True,-0.084871,1.1292,True,23141,23141,23263.0,23307.0,23588,23588,False,False,True,2.84,0.6442953020134228,1.214071,37,23392.0,107.0,bidmc-37-w085-0057,85
58,23588,23759.0,23961,True,-0.0061501,1.0492,True,23588,23588,23759.0,23759.0,23961,23962,False,False,True,3.792,0.9168900804289544,1.0553500999999998,37,23844.0,85.0,bidmc-37-w085-0058,85
59,23961,24109.0,24320,True,-0.0073801,1.0996,True,23961,23962,24109.0,24109.0,24320,24320,False,False,True,2.8,0.8245125348189415,1.1069801,37,24194.0,85.0,bidmc-37-w085-0059,85
60,24320,24471.0,24710,True,-0.12915,1.1058,True,24320,24320,24470.0,24473.0,24710,24710,False,False,True,2.896,0.7743589743589744,1.23495,37,24558.0,87.0,bidmc-37-w085-0060,85
61,24710,24849.0,25087,True,0.03444,0.9877,True,24710,24710,24849.0,24849.0,25087,25087,False,False,True,3.024,0.7374005305039788,0.95326,37,24934.0,85.0,bidmc-37-w085-0061,85
62,25087,25256.0,25481,True,-0.12915,1.1292,True,25087,25087,25247.0,25265.0,25481,25481,False,False,True,3.256,0.8578680203045685,1.25835,37,25350.0,94.0,bidmc-37-w085-0062,85
63,25481,25650.0,25905,True,-0.02337,1.1292,True,25481,25481,25619.0,25682.0,25905,25905,False,False,True,3.152,0.7971698113207547,1.1525699999999999,37,25767.0,117.0,bidmc-37-w085-0063,85
64,25905,26049.0,26262,True,-0.12915,0.84379,True,25905,25905,26048.0,26050.0,26262,26262,False,False,True,3.192,0.8067226890756303,0.97294,37,26135.0,86.0,bidmc-37-w085-0064,85
65,26262,26411.0,26708,True,-0.02952,0.98893,True,26262,26262,26411.0,26412.0,26708,26708,False,False,True,2.896,0.6681614349775784,1.01845,37,26497.0,86.0,bidmc-37-w085-0065,85
66,26708,26900.0,27102,True,0.02091,1.1082,True,26708,26708,26899.0,26901.0,27102,27102,False,False,True,3.912,0.9746192893401016,1.08729,37,26986.0,86.0,bidmc-37-w085-0066,85
67,27102,27213.0,27328,True,-0.12915,1.1292,True,27102,27102,27205.0,27221.0,27328,27328,False,False,True,2.504,0.9823008849557522,1.25835,37,27306.0,93.0,bidmc-37-w085-0067,85
68,27328,27632.0,27895,True,-0.12915,1.1292,True,27328,27328,27607.0,27657.0,27895,27896,False,False,True,3.352,0.9276895943562611,1.25835,37,27742.0,110.0,bidmc-37-w085-0068,85
69,27895,28064.0,28310,True,0.03567,1.1279,True,27895,27896,28063.0,28065.0,28310,28310,False,False,True,3.456,0.8144578313253013,1.0922299999999998,37,28150.0,86.0,bidmc-37-w085-0069,85
70,28310,28479.0,28752,True,-0.11439,0.99631,True,28310,28310,28479.0,28479.0,28752,28752,False,False,True,3.32,0.7647058823529411,1.1107,37,28564.0,85.0,bidmc-37-w085-0070,85
71,28752,28903.0,29132,True,-0.12915,0.96925,True,28752,28752,28903.0,28903.0,29132,29132,False,False,True,3.392,0.7947368421052632,1.0983999999999998,37,28988.0,85.0,bidmc-37-w085-0071,85
72,29132,29314.0,29364,True,-0.12915,0.77983,True,29132,29132,29313.0,29315.0,29364,29364,False,False,True,3.288,0.43103448275862066,0.90898,37,29400.0,86.0,bidmc-37-w085-0072,85
73,29364,29470.0,29544,True,-0.12915,0.82411,True,29364,29364,29468.0,29473.0,29544,29545,False,False,True,1.248,0.8222222222222222,0.95326,37,29558.0,88.0,bidmc-37-w085-0073,85
74,29544,29652.0,29896,True,-0.12915,1.0135,True,29544,29545,29651.0,29653.0,29896,29896,False,False,True,1.456,0.6136363636363636,1.1426500000000002,37,29738.0,86.0,bidmc-37-w085-0074,85
75,29896,30145.0,30298,True,-0.12915,1.0357,True,29896,29896,30144.0,30147.0,30298,30298,False,False,True,3.944,0.7611940298507462,1.16485,37,30232.0,87.0,bidmc-37-w085-0075,85
76,30298,30402.0,30630,True,-0.097171,0.76753,True,30298,30298,30401.0,30403.0,30630,30630,False,False,True,2.056,0.6265060240963856,0.864701,37,30488.0,86.0,bidmc-37-w085-0076,85
77,30630,30735.0,30829,True,-0.12915,0.56458,True,30630,30630,30735.0,30736.0,30829,30829,False,False,True,2.664,0.9447236180904522,0.69373,37,30821.0,86.0,bidmc-37-w085-0077,85
78,30829,30903.0,30970,True,-0.12915,0.54367,True,30829,30829,30903.0,30903.0,30970,30970,False,False,True,1.344,0.950354609929078,0.67282,37,30988.0,85.0,bidmc-37-w085-0078,85
79,30970,31153.0,31346,True,-0.12915,0.86347,True,30970,30970,31153.0,31153.0,31346,31346,False,False,True,2.0,0.973404255319149,0.99262,37,31238.0,85.0,bidmc-37-w085-0079,85
80,31346,31564.0,31730,True,-0.10947,1.0898,True,31346,31346,31563.0,31565.0,31730,31730,False,False,True,3.288,0.8645833333333334,1.19927,37,31650.0,86.0,bidmc-37-w085-0080,85
81,31730,31897.0,32000,True,-0.12915,0.96187,True,31730,31730,31897.0,31897.0,32000,32000,False,False,True,2.664,0.762962962962963,1.0910199999999999,37,31982.0,85.0,bidmc-37-w085-0081,85
82,32000,32041.0,32137,True,-0.077491,0.86962,True,32000,32000,32041.0,32041.0,32137,32137,False,False,True,1.152,0.5985401459854014,0.9471109999999999,37,32126.0,85.0,bidmc-37-w085-0082,85
83,32137,32230.0,32455,True,0.14268,0.76384,True,32137,32137,32229.0,32231.0,32455,32455,False,False,True,1.512,0.5849056603773585,0.6211599999999999,37,32316.0,86.0,bidmc-37-w085-0083,85
84,32455,32609.0,32857,True,-0.12915,1.1292,True,32455,32455,32591.0,32627.0,32857,32857,False,False,True,3.032,0.7661691542288558,1.25835,37,32712.0,103.0,bidmc-37-w085-0084,85
85,32857,32988.0,33224,True,-0.12915,0.85609,True,32857,32857,32988.0,32989.0,33224,33224,False,False,True,3.032,0.7138964577656676,0.98524,37,33074.0,86.0,bidmc-37-w085-0085,85
86,33224,33391.0,33608,True,-0.12915,1.1292,True,33224,33224,33389.0,33393.0,33608,33608,False,False,True,3.224,0.8697916666666666,1.25835,37,33478.0,87.0,bidmc-37-w085-0086,85
87,33608,33728.0,33963,True,-0.12915,1.0406,True,33608,33608,33727.0,33729.0,33963,33963,False,False,True,2.696,0.676056338028169,1.16975,37,33814.0,86.0,bidmc-37-w085-0087,85
88,33963,34141.0,34313,True,-0.12915,1.0037,True,33963,33963,34141.0,34142.0,34313,34314,False,False,True,3.304,0.9828571428571429,1.13285,37,34227.0,86.0,bidmc-37-w085-0088,85
89,34313,34477.0,34717,True,-0.12915,1.0135,True,34313,34314,34475.0,34479.0,34717,34717,False,False,True,2.688,0.8118811881188119,1.1426500000000002,37,34564.0,87.0,bidmc-37-w085-0089,85
90,34717,34890.0,35120,True,-0.12915,0.95449,True,34717,34717,34889.0,34891.0,35120,35120,False,False,True,3.304,0.858560794044665,1.08364,37,34976.0,86.0,bidmc-37-w085-0090,85
91,35120,35308.0,35452,True,-0.12915,0.754,True,35120,35120,35307.0,35309.0,35452,35452,False,False,True,3.344,0.8674698795180723,0.88315,37,35394.0,86.0,bidmc-37-w085-0091,85
92,35452,35634.0,35821,True,-0.12915,1.0258,True,35452,35452,35634.0,35635.0,35821,35821,False,False,True,2.608,0.986449864498645,1.15495,37,35720.0,86.0,bidmc-37-w085-0092,85
93,35821,36052.0,36209,True,-0.12915,1.1292,True,35821,35821,36045.0,36059.0,36209,36209,False,False,True,3.344,0.8092783505154639,1.25835,37,36144.0,92.0,bidmc-37-w085-0093,85
94,36209,36389.0,36531,True,0.17097,1.0517,True,36209,36209,36389.0,36389.0,36531,36531,False,False,True,2.696,0.8819875776397516,0.88073,37,36474.0,85.0,bidmc-37-w085-0094,85
95,36531,36663.0,36970,True,0.11439,1.1292,True,36531,36531,36637.0,36689.0,36970,36970,False,False,True,2.192,0.601366742596811,1.01481,37,36774.0,111.0,bidmc-37-w085-0095,85
96,36970,37135.0,37393,True,-0.12915,1.1292,True,36970,36970,37129.0,37141.0,37393,37393,False,False,True,3.776,0.7801418439716312,1.25835,37,37226.0,91.0,bidmc-37-w085-0096,85
97,37393,37559.0,37743,True,-0.12915,1.0873,True,37393,37393,37559.0,37559.0,37743,37743,False,False,True,3.392,0.9485714285714286,1.21645,37,37644.0,85.0,bidmc-37-w085-0097,85
98,37743,37899.0,38167,True,-0.089791,1.1292,True,37743,37743,37885.0,37913.0,38167,38167,False,False,True,2.72,0.7358490566037736,1.218991,37,37998.0,99.0,bidmc-37-w085-0098,85
99,38167,38380.0,38633,True,0.02214,1.1292,True,38167,38167,38349.0,38411.0,38633,38633,False,False,True,3.848,0.9141630901287554,1.10706,37,38496.0,116.0,bidmc-37-w085-0099,85
100,38633,38769.0,38996,True,-0.12915,0.99385,True,38633,38633,38769.0,38769.0,38996,38996,False,False,True,3.112,0.7493112947658402,1.123,37,38854.0,85.0,bidmc-37-w085-0100,85
101,38996,39151.0,39449,True,-0.12915,0.9262,True,38996,38996,39151.0,39151.0,39449,39449,False,False,True,3.056,0.684326710816777,1.05535,37,39236.0,85.0,bidmc-37-w085-0101,85
102,39449,39489.0,39594,True,-0.12915,0.12546,True,39449,39449,39489.0,39490.0,39594,39594,False,False,True,2.704,0.5517241379310345,0.25461,37,39575.0,86.0,bidmc-37-w085-0102,85
103,39594,40042.0,40304,True,-0.12915,1.1292,True,39594,39594,39961.0,40123.0,40304,40304,False,False,True,4.424,0.7380281690140845,1.25835,37,40208.0,166.0,bidmc-37-w085-0103,85
104,40304,40431.0,40714,True,0.14637,0.82042,True,40304,40304,40431.0,40431.0,40714,40714,False,False,True,3.112,0.6195121951219512,0.67405,37,40516.0,85.0,bidmc-37-w085-0104,85
105,40714,40898.0,41159,True,-0.12915,1.08,True,40714,40714,40897.0,40899.0,41159,41159,False,False,True,3.736,0.8269662921348315,1.2091500000000002,37,40984.0,86.0,bidmc-37-w085-0105,85
106,41159,41320.0,41532,True,-0.12915,0.87331,True,41159,41159,41320.0,41321.0,41532,41532,False,False,True,3.376,0.8632707774798928,1.0024600000000001,37,41406.0,86.0,bidmc-37-w085-0106,85
107,41532,41741.0,41891,True,-0.12915,0.75154,True,41532,41532,41741.0,41741.0,41891,41891,False,False,True,3.368,0.8356545961002786,0.88069,37,41826.0,85.0,bidmc-37-w085-0107,85
108,41891,42079.0,42246,True,-0.12915,0.9631,True,41891,41891,42079.0,42079.0,42246,42246,False,False,True,2.704,0.9408450704225352,1.09225,37,42164.0,85.0,bidmc-37-w085-0108,85
109,42246,42415.0,42612,True,-0.092251,0.95449,True,42246,42246,42415.0,42415.0,42612,42612,False,False,True,2.688,0.9234972677595629,1.046741,37,42500.0,85.0,bidmc-37-w085-0109,85
