source_subject,source_record,construction,featuregraph_object_id,start_index,peak_index,end_index,is_complete,period_seconds,full_excursion,temporal_symmetry,transition_complete,plateau_boundary_ambiguous,plateau_invalidated_complete,start_trough_transition_index,start_trough_start_index,start_trough_end_index,peak_transition_index,peak_start_index,peak_end_index,end_trough_transition_index,end_trough_start_index,end_trough_end_index,peak_detection_index,peak_detection_latency_samples,peak_detection_latency_seconds
s00052,3238451_0005,envelope,137,31388.0,31501.0,31543.0,True,1.792,0.5153751537515375,0.5419354838709678,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,138,31543.0,31693.0,31872.0,True,1.536,1.2583025830258303,0.9118541033434651,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,139,31872.0,32073.0,32406.0,True,3.04,1.2583025830258303,0.752808988764045,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,140,32406.0,32429.0,32536.0,True,2.848,0.8597785977859779,0.3538461538461538,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,142,32931.0,32961.0,33081.0,True,1.52,0.8487084870848709,0.4,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,143,33081.0,33115.0,33334.0,True,1.232,0.24231242312423124,0.26877470355731226,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,146,34447.0,34567.0,34593.0,True,3.216,0.7060270602706027,0.3561643835616438,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,150,36324.0,36355.0,36474.0,True,2.224,0.34440344403444034,0.41333333333333333,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,151,36474.0,36507.0,36521.0,True,1.216,0.1722017220172202,0.5957446808510638,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,152,36521.0,36736.0,36926.0,True,1.832,0.7958179581795819,0.9382716049382716,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,153,36926.0,36969.0,36986.0,True,1.864,0.35424354243542433,0.5666666666666667,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,157,37862.0,38149.0,38164.0,True,4.512,1.0947109471094711,0.09933774834437081,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,162,39404.0,39437.0,39558.0,True,1.368,0.23616236162361626,0.4285714285714286,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,163,39558.0,39661.0,39705.0,True,1.792,0.1783517835178352,0.5986394557823129,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,164,39705.0,39809.0,39917.0,True,1.184,0.2103321033210332,0.9811320754716981,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,169,41188.0,41189.0,41192.0,True,2.032,0.022140221402214055,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,170,41192.0,41193.0,41196.0,True,0.032,0.012300123001230068,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,171,41196.0,41197.0,41201.0,True,0.032,0.004920049200491938,0.4,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,172,41201.0,41202.0,41205.0,True,0.04,0.01599015990159902,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,173,41205.0,41206.0,41209.0,True,0.032,0.01599015990159902,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,174,41209.0,41210.0,41213.0,True,0.032,0.013530135301352941,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,175,41213.0,41214.0,41218.0,True,0.032,0.0036900369003689537,0.4,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,176,41218.0,41219.0,41222.0,True,0.04,0.01599015990159902,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,177,41222.0,41223.0,41226.0,True,0.032,0.03936039360393606,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,178,41226.0,41227.0,41231.0,True,0.032,0.07872078720787212,0.4,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,179,41231.0,41232.0,41235.0,True,0.04,0.09717097170971711,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,180,41235.0,41236.0,41239.0,True,0.032,0.10947109471094707,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,181,41239.0,41240.0,41243.0,True,0.032,0.14145141451414517,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,182,41243.0,41244.0,41248.0,True,0.032,0.17589175891758918,0.4,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,183,41248.0,41249.0,41252.0,True,0.04,0.0947109471094711,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,184,41252.0,41253.0,41256.0,True,0.032,0.06150061500615006,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,185,41256.0,41257.0,41260.0,True,0.032,0.014760147601476009,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,186,41260.0,41261.0,41265.0,True,0.032,0.07749077490774908,0.4,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,187,41265.0,41266.0,41269.0,True,0.04,0.10578105781057809,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,188,41269.0,41270.0,41273.0,True,0.032,0.1660516605166052,0.5,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,189,41273.0,41274.0,41275.0,True,0.032,0.06273062730627305,1.0,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,191,41434.0,41497.0,41554.0,True,1.696,0.8437884378843789,0.95,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,193,41841.0,41865.0,41872.0,True,1.6,0.4723247232472325,0.4516129032258065,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,197,43057.0,43063.0,43104.0,True,2.408,0.10824108241082411,0.25531914893617025,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,199,43381.0,43495.0,43787.0,True,1.056,1.2583025830258303,0.5615763546798029,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,202,44597.0,44611.0,44775.0,True,1.0,0.6322263222632226,0.1573033707865169,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,206,45759.0,46081.0,46522.0,True,4.112,1.2583025830258303,0.8440366972477065,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,208,46841.0,46959.0,47069.0,True,3.12,0.39606396063960636,0.9649122807017544,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,212,48069.0,48080.0,48283.0,True,1.304,0.6715867158671587,0.10280373831775702,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,216,49082.0,49191.0,49535.0,True,2.88,1.2583025830258303,0.48123620309050774,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,218,49841.0,49873.0,49912.0,True,1.904,0.3800738007380074,0.9014084507042254,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,219,49912.0,50049.0,50262.0,True,1.408,1.2583025830258303,0.7828571428571429,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,220,50262.0,50371.0,50712.0,True,2.576,1.2583025830258303,0.48444444444444446,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,227,52874.0,53225.0,53557.0,True,4.432,1.2583025830258303,0.972181551976574,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,228,53557.0,53667.0,53675.0,True,3.536,0.3198031980319803,0.13559322033898302,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,230,54077.0,54267.0,54524.0,True,3.584,0.38868388683886834,0.8501118568232662,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,231,54524.0,54571.0,54616.0,True,2.432,0.25338253382533826,0.9782608695652174,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,233,55045.0,55057.0,55106.0,True,1.112,0.6863468634686347,0.39344262295081966,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,237,55998.0,56109.0,56228.0,True,2.464,0.45264452644526443,0.9652173913043478,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,240,56918.0,56973.0,57309.0,True,1.28,0.5252152521525215,0.28132992327365725,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,242,57549.0,57583.0,57697.0,True,1.136,0.3677736777367774,0.45945945945945943,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,243,57697.0,57741.0,57858.0,True,1.264,0.6359163591635917,0.5465838509316769,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope,246,58869.0,58973.0,59394.0,True,1.232,1.1279212792127922,0.3961904761904762,,,,,,,,,,,,,,,
s00052,3238451_0005,envelope_plateau,3,1133.0,1134.0,1138.0,True,0.992,0.011070110701107028,0.4,True,False,False,1133,1133,1133,1134,1134,1134,1142,1135,1142,1234,100.0,0.8
s00052,3238451_0005,envelope_plateau,4,1138.0,1143.0,1145.0,True,0.072,0.014760147601476037,0.5714285714285714,True,False,False,1142,1135,1142,1143,1143,1143,1146,1144,1146,1243,100.0,0.8
s00052,3238451_0005,envelope_plateau,5,1145.0,1147.0,1149.0,True,0.032,0.014760147601475981,1.0,True,False,False,1146,1144,1146,1147,1147,1147,1150,1148,1150,1247,100.0,0.8
s00052,3238451_0005,envelope_plateau,8,2074.0,2128.0,2240.0,True,2.488,0.3284132841328413,0.6506024096385542,True,False,False,2075,2074,2075,2127,2127,2129,2240,2240,2240,2229,101.0,0.808
s00052,3238451_0005,envelope_plateau,13,4128.0,4217.0,4250.0,True,3.872,0.2152521525215252,0.540983606557377,True,False,False,4128,4128,4128,4217,4217,4217,4251,4250,4251,4317,100.0,0.8
s00052,3238451_0005,envelope_plateau,23,7714.0,7716.0,7718.0,True,0.528,0.022140221402213944,1.0,True,False,False,7715,7714,7715,7716,7716,7717,7719,7718,7719,7817,101.0,0.808
s00052,3238451_0005,envelope_plateau,24,7718.0,7721.0,7723.0,True,0.04,0.017220172201722006,0.8,True,False,False,7719,7718,7719,7720,7720,7722,7723,7723,7723,7822,101.0,0.808
s00052,3238451_0005,envelope_plateau,25,7723.0,7725.0,7727.0,True,0.032,0.004920049200492049,1.0,True,False,False,7723,7723,7723,7724,7724,7726,7727,7727,7727,7826,101.0,0.808
s00052,3238451_0005,envelope_plateau,26,7727.0,7729.0,7731.0,True,0.032,0.004920049200492049,1.0,True,False,False,7727,7727,7727,7728,7728,7730,7732,7731,7732,7830,101.0,0.808
s00052,3238451_0005,envelope_plateau,27,7731.0,7734.0,7736.0,True,0.04,0.008610086100861003,0.8,True,False,False,7732,7731,7732,7733,7733,7735,7736,7736,7736,7835,101.0,0.808
s00052,3238451_0005,envelope_plateau,28,7736.0,7738.0,7740.0,True,0.032,0.00246002460024608,1.0,True,False,False,7736,7736,7736,7737,7737,7739,7740,7740,7740,7839,101.0,0.808
s00052,3238451_0005,envelope_plateau,29,7740.0,7742.0,7744.0,True,0.032,0.02583025830258301,1.0,True,False,False,7740,7740,7740,7741,7741,7743,7745,7744,7745,7843,101.0,0.808
s00052,3238451_0005,envelope_plateau,30,7744.0,7746.0,7748.0,True,0.032,0.03198031980319804,1.0,True,False,False,7745,7744,7745,7746,7746,7747,7749,7748,7749,7847,101.0,0.808
s00052,3238451_0005,envelope_plateau,31,7748.0,7751.0,7753.0,True,0.04,0.03936039360393595,0.8,True,False,False,7749,7748,7749,7750,7750,7752,7753,7753,7753,7852,101.0,0.808
s00052,3238451_0005,envelope_plateau,32,7753.0,7755.0,7757.0,True,0.032,0.03813038130381308,1.0,True,False,False,7753,7753,7753,7754,7754,7756,7757,7757,7757,7856,101.0,0.808
s00052,3238451_0005,envelope_plateau,33,7757.0,7759.0,7761.0,True,0.032,0.03567035670356711,1.0,True,False,False,7757,7757,7757,7758,7758,7760,7762,7761,7762,7860,101.0,0.808
s00052,3238451_0005,envelope_plateau,34,7761.0,7763.0,7765.0,True,0.032,0.006150061500615034,1.0,True,False,False,7762,7761,7762,7763,7763,7764,7766,7765,7766,7864,101.0,0.808
s00052,3238451_0005,envelope_plateau,35,7765.0,7768.0,7770.0,True,0.04,0.006150061500615034,0.8,True,False,False,7766,7765,7766,7767,7767,7769,7770,7770,7770,7869,101.0,0.808
s00052,3238451_0005,envelope_plateau,36,7770.0,7772.0,7774.0,True,0.032,0.02337023370233693,1.0,True,False,False,7770,7770,7770,7771,7771,7773,7774,7774,7774,7873,101.0,0.808
s00052,3238451_0005,envelope_plateau,39,7927.0,7929.0,7931.0,True,0.592,0.00246002460024608,1.0,True,False,False,7927,7927,7927,7928,7928,7930,7932,7931,7932,8030,101.0,0.808
s00052,3238451_0005,envelope_plateau,40,7931.0,7933.0,7935.0,True,0.032,0.006150061500615034,1.0,True,False,False,7932,7931,7932,7933,7933,7934,7936,7935,7936,8034,101.0,0.808
s00052,3238451_0005,envelope_plateau,41,7935.0,7937.0,7939.0,True,0.032,0.009840098400983988,1.0,True,False,False,7936,7935,7936,7937,7937,7938,7940,7939,7940,8038,101.0,0.808
s00052,3238451_0005,envelope_plateau,42,7939.0,7942.0,7944.0,True,0.04,0.007380073800737907,0.8,True,False,False,7940,7939,7940,7941,7941,7943,7944,7944,7944,8043,101.0,0.808
s00052,3238451_0005,envelope_plateau,43,7944.0,7946.0,7948.0,True,0.032,0.006150061500615034,1.0,True,False,False,7944,7944,7944,7945,7945,7947,7949,7948,7949,8047,101.0,0.808
s00052,3238451_0005,envelope_plateau,44,7948.0,7950.0,7952.0,True,0.032,0.004920049200492049,1.0,True,False,False,7949,7948,7949,7950,7950,7951,7953,7952,7953,8051,101.0,0.808
s00052,3238451_0005,envelope_plateau,45,7952.0,7954.0,7956.0,True,0.032,0.011070110701107083,1.0,True,False,False,7953,7952,7953,7954,7954,7955,7957,7956,7957,8055,101.0,0.808
s00052,3238451_0005,envelope_plateau,46,7956.0,7959.0,7961.0,True,0.04,0.019680196801968086,0.8,True,False,False,7957,7956,7957,7958,7958,7960,7961,7961,7961,8060,101.0,0.808
s00052,3238451_0005,envelope_plateau,47,7961.0,7963.0,7965.0,True,0.032,0.038130381303812966,1.0,True,False,False,7961,7961,7961,7962,7962,7964,7966,7965,7966,8064,101.0,0.808
s00052,3238451_0005,envelope_plateau,48,7965.0,7967.0,7969.0,True,0.032,0.024600246002459913,1.0,True,False,False,7966,7965,7966,7967,7967,7968,7970,7969,7970,8068,101.0,0.808
s00052,3238451_0005,envelope_plateau,49,7969.0,7971.0,7973.0,True,0.032,0.01599015990159902,1.0,True,False,False,7970,7969,7970,7971,7971,7972,7974,7973,7974,8072,101.0,0.808
s00052,3238451_0005,envelope_plateau,50,7973.0,7976.0,7978.0,True,0.04,0.002460024600245969,0.8,True,False,False,7974,7973,7974,7975,7975,7977,7979,7978,7979,8077,101.0,0.808
s00052,3238451_0005,envelope_plateau,51,7978.0,7980.0,7982.0,True,0.032,0.02091020910209096,1.0,True,False,False,7979,7978,7979,7980,7980,7981,7983,7982,7983,8081,101.0,0.808
s00052,3238451_0005,envelope_plateau,52,7982.0,7984.0,7986.0,True,0.032,0.031980319803198154,1.0,True,False,False,7983,7982,7983,7984,7984,7985,7987,7986,7987,8085,101.0,0.808
s00052,3238451_0005,envelope_plateau,53,7986.0,7989.0,7991.0,True,0.04,0.029520295202951963,0.8,True,False,False,7987,7986,7987,7988,7988,7990,7991,7991,7991,8090,101.0,0.808
s00052,3238451_0005,envelope_plateau,54,7991.0,7993.0,7995.0,True,0.032,0.03690036900368998,1.0,True,False,False,7991,7991,7991,7992,7992,7994,7996,7995,7996,8094,101.0,0.808
s00052,3238451_0005,envelope_plateau,55,7995.0,8045.0,8153.0,True,0.416,1.2460024600246002,0.6329113924050633,True,False,False,7996,7995,7996,8025,8025,8065,8153,8153,8153,8165,120.0,0.96
s00052,3238451_0005,envelope_plateau,56,8153.0,8154.0,8157.0,True,0.872,0.0073800738007380046,0.5,True,False,False,8153,8153,8153,8154,8154,8155,8158,8156,8158,8255,101.0,0.808
s00052,3238451_0005,envelope_plateau,57,8157.0,8159.0,8161.0,True,0.04,0.0,1.0,True,False,False,8158,8156,8158,8159,8159,8160,8162,8161,8162,8260,101.0,0.808
s00052,3238451_0005,envelope_plateau,58,8161.0,8163.0,8165.0,True,0.032,0.0,1.0,True,False,False,8162,8161,8162,8163,8163,8164,8165,8165,8165,8264,101.0,0.808
s00052,3238451_0005,envelope_plateau,67,10601.0,10709.0,10730.0,True,1.792,0.2029520295202952,0.32558139534883723,True,False,False,10602,10601,10602,10709,10709,10709,10730,10730,10730,10809,100.0,0.8
s00052,3238451_0005,envelope_plateau,80,14824.0,14909.0,15021.0,True,1.664,1.0947109471094711,0.8629441624365483,True,False,False,14824,14824,14824,14909,14909,14909,15021,15021,15021,15009,100.0,0.8
s00052,3238451_0005,envelope_plateau,83,15385.0,15582.0,15846.0,True,1.6,1.168511685116851,0.8546637744034707,True,False,False,15385,15385,15385,15503,15503,15661,15846,15846,15846,15761,179.0,1.432
s00052,3238451_0005,envelope_plateau,84,15846.0,15955.0,15989.0,True,2.984,0.41943419434194346,0.4755244755244755,True,False,False,15846,15846,15846,15955,15955,15955,15990,15989,15990,16055,100.0,0.8
s00052,3238451_0005,envelope_plateau,87,16672.0,16775.0,16919.0,True,2.704,0.4797047970479704,0.8340080971659919,True,False,False,16672,16672,16672,16773,16773,16777,16920,16919,16920,16877,102.0,0.816
s00052,3238451_0005,envelope_plateau,88,16919.0,17009.0,17050.0,True,1.872,0.8757687576875769,0.6259541984732824,True,False,False,16920,16919,16920,17009,17009,17009,17050,17050,17050,17109,100.0,0.8
s00052,3238451_0005,envelope_plateau,94,19086.0,19117.0,19178.0,True,2.776,0.24108241082410825,0.6739130434782609,True,False,False,19086,19086,19086,19117,19117,19117,19178,19178,19178,19217,100.0,0.8
s00052,3238451_0005,envelope_plateau,114,26385.0,26423.0,26435.0,True,1.744,0.14145141451414514,0.48,True,False,False,26385,26385,26385,26422,26422,26424,26435,26435,26435,26524,101.0,0.808
s00052,3238451_0005,envelope_plateau,115,26435.0,26576.0,26752.0,True,1.224,0.7908979089790898,0.889589905362776,True,False,False,26435,26435,26435,26576,26576,26577,26752,26752,26752,26677,101.0,0.808
s00052,3238451_0005,envelope_plateau,123,29687.0,29689.0,29691.0,True,0.944,0.05535055350553508,1.0,True,False,False,29688,29686,29688,29689,29689,29689,29692,29690,29692,29789,100.0,0.8
s00052,3238451_0005,envelope_plateau,124,29691.0,29693.0,29695.0,True,0.032,0.04551045510455107,1.0,True,False,False,29692,29690,29692,29693,29693,29693,29696,29694,29696,29793,100.0,0.8
s00052,3238451_0005,envelope_plateau,125,29695.0,29697.0,29700.0,True,0.032,0.03813038130381305,0.8,True,False,False,29696,29694,29696,29697,29697,29698,29701,29699,29701,29798,101.0,0.808
s00052,3238451_0005,envelope_plateau,126,29700.0,29702.0,29704.0,True,0.04,0.022140221402214028,1.0,True,False,False,29701,29699,29701,29702,29702,29702,29705,29703,29705,29802,100.0,0.8
s00052,3238451_0005,envelope_plateau,127,29704.0,29706.0,29707.0,True,0.032,0.006150061500615006,0.6666666666666667,True,False,False,29705,29703,29705,29706,29706,29706,29707,29707,29707,29806,100.0,0.8
s00052,3238451_0005,envelope_plateau,129,29917.0,29919.0,29921.0,True,0.896,0.04920049200492005,1.0,True,False,False,29917,29917,29917,29918,29918,29920,29921,29921,29921,30020,101.0,0.808
