fault_number,simulation_run,regime,property,baseline_objects,regime_objects,baseline_median,regime_median,median_difference,median_ratio,direction,cliffs_delta
1,1,post_response,peak_rise_rate,13,38,0.0494245713689906,0.0751187107822488,0.025694139413258196,1.5198657004313227,increase,0.1417004048582996
1,1,post_response,peak_fall_rate,13,38,0.0604508190490378,0.07071994693767464,0.01026912788863684,1.1698757444511465,increase,0.1862348178137652
1,1,post_response,temporal_symmetry,13,38,0.8450704225352113,0.7343137254901961,-0.11075669704501512,0.8689379084967321,decrease,-0.2408906882591093
1,2,early_response,rise_duration,13,6,17.0,42.5,25.5,2.5,increase,0.5128205128205128
1,2,early_response,fall_duration,13,6,18.0,57.5,39.5,3.1944444444444446,increase,0.5897435897435898
1,2,early_response,duration,13,6,40.0,114.0,74.0,2.85,increase,0.6923076923076923
1,2,early_response,period,12,6,30.0,100.5,70.5,3.35,increase,0.6805555555555556
1,2,early_response,amplitude,13,6,0.4921558915912101,7.01519122389891,6.5230353323077,14.254002326819247,increase,0.7435897435897436
1,2,early_response,rising_mean_rate,13,6,0.0579006931283776,0.2744744220543821,0.21657372892600452,4.7404341334190345,increase,0.6666666666666666
1,2,early_response,falling_mean_rate,13,6,0.0378581455070161,0.20946514847816372,0.17160700297114762,5.532895118683095,increase,0.8461538461538461
1,2,early_response,peak_rise_rate,13,6,0.023791347065844,0.0938325940174536,0.0700412469516096,3.9439798746059305,increase,0.6666666666666666
1,2,early_response,peak_fall_rate,13,6,0.0430195396103499,0.1409789941445751,0.0979594545342252,3.2770921172447305,increase,0.717948717948718
1,2,early_response,temporal_symmetry,13,6,0.8,0.5798621516332034,-0.22013784836679662,0.7248276895415042,decrease,-0.5128205128205128
1,2,post_response,rise_duration,13,41,17.0,25.0,8.0,1.4705882352941178,increase,0.24390243902439024
1,2,post_response,fall_duration,13,41,18.0,20.0,2.0,1.1111111111111112,increase,-0.024390243902439025
1,2,post_response,duration,13,41,40.0,41.0,1.0,1.025,increase,0.0975609756097561
1,2,post_response,period,12,41,30.0,42.0,12.0,1.4,increase,0.17479674796747968
1,2,post_response,amplitude,13,41,0.4921558915912101,0.4514602122603719,-0.040695679330838175,0.9173114047273452,decrease,0.11819887429643527
1,2,post_response,rising_mean_rate,13,41,0.0579006931283776,0.0490741126846403,-0.008826580443737304,0.8475565668243905,decrease,-0.09568480300187618
1,2,post_response,falling_mean_rate,13,41,0.0378581455070161,0.0561104748234106,0.0182523293163945,1.4821242317062748,increase,0.4709193245778612
1,2,post_response,peak_rise_rate,13,41,0.023791347065844,0.0534453897978892,0.0296540427320452,2.246421341758238,increase,0.3133208255159475
1,2,post_response,peak_fall_rate,13,41,0.0430195396103499,0.0559258550313188,0.0129063154209689,1.3000105426015256,increase,0.15572232645403378
1,2,post_response,temporal_symmetry,13,41,0.8,0.7741935483870968,-0.02580645161290329,0.9677419354838709,decrease,-0.10881801125703565
1,3,early_response,rise_duration,11,5,24.0,59.0,35.0,2.4583333333333335,increase,0.5454545454545454
1,3,early_response,fall_duration,11,5,30.0,82.0,52.0,2.7333333333333334,increase,0.23636363636363636
1,3,early_response,duration,11,5,48.0,132.0,84.0,2.75,increase,0.4727272727272727
1,3,early_response,period,10,5,56.5,141.0,84.5,2.495575221238938,increase,0.6
1,3,early_response,amplitude,11,5,0.6278333644456779,11.211410266797202,10.583576902351524,17.857302433577896,increase,0.6
1,3,early_response,rising_mean_rate,11,5,0.0613022670360624,0.291205461475252,0.2299031944391896,4.750321245117151,increase,0.4909090909090909
1,3,early_response,falling_mean_rate,11,5,0.052596779351808,0.2782759541832502,0.22567917483144218,5.290741326991241,increase,0.5272727272727272
1,3,early_response,peak_rise_rate,11,5,0.0611954078964572,0.1839323412861631,0.1227369333897059,3.0056559406773973,increase,0.6
1,3,early_response,peak_fall_rate,11,5,0.0534282600580809,0.2277427872626503,0.17431452720456939,4.262590378482758,increase,0.23636363636363636
1,3,early_response,temporal_symmetry,11,5,0.7333333333333334,0.6,-0.13333333333333341,0.8181818181818181,decrease,-0.23636363636363636
1,3,post_response,rise_duration,11,39,24.0,22.0,-2.0,0.9166666666666666,decrease,-0.05128205128205128
1,3,post_response,fall_duration,11,39,30.0,22.0,-8.0,0.7333333333333333,decrease,-0.26573426573426573
1,3,post_response,duration,11,39,48.0,48.0,0.0,1.0,unchanged,-0.14685314685314685
1,3,post_response,period,10,39,56.5,41.0,-15.5,0.7256637168141593,decrease,-0.21025641025641026
1,3,post_response,amplitude,11,39,0.6278333644456779,0.7507049131838812,0.12287154873820327,1.1957072619845366,increase,0.016317016317016316
1,3,post_response,rising_mean_rate,11,39,0.0613022670360624,0.0578478901991275,-0.0034543768369348984,0.9436500964164541,decrease,-0.13286713286713286
1,3,post_response,falling_mean_rate,11,39,0.052596779351808,0.0632551676947986,0.010658388342990592,1.2026433647524126,increase,0.15151515151515152
1,3,post_response,peak_rise_rate,11,39,0.0611954078964572,0.0549520681786816,-0.006243339717775603,0.8979769899019326,decrease,-0.016317016317016316
1,3,post_response,peak_fall_rate,11,39,0.0534282600580809,0.0671757598487147,0.013747499790633798,1.257307645348906,increase,0.006993006993006993
1,3,post_response,temporal_symmetry,11,39,0.7333333333333334,0.8,0.06666666666666665,1.0909090909090908,increase,0.20279720279720279
1,4,early_response,rise_duration,12,8,20.5,33.5,13.0,1.6341463414634145,increase,0.46875
1,4,early_response,fall_duration,12,8,21.0,20.5,-0.5,0.9761904761904762,decrease,0.17708333333333334
1,4,early_response,duration,12,8,39.0,52.0,13.0,1.3333333333333333,increase,0.3229166666666667
1,4,early_response,period,11,8,45.0,65.0,20.0,1.4444444444444444,increase,0.23863636363636365
1,4,early_response,amplitude,12,8,0.7691063090785519,0.7228671273213649,-0.046239181757187,0.9398793363006148,decrease,0.20833333333333334
1,4,early_response,rising_mean_rate,12,8,0.071960071611752,0.0676894796359411,-0.0042705919758108946,0.9406533112021882,decrease,0.16666666666666666
1,4,early_response,falling_mean_rate,12,8,0.0713381457252581,0.20416591887359054,0.13282777314833244,2.8619459729145054,increase,0.3958333333333333
1,4,early_response,peak_rise_rate,12,8,0.05236661895105495,0.0881908074941975,0.03582418854314255,1.684103523594411,increase,0.3125
1,4,early_response,peak_fall_rate,12,8,0.0332290655070892,0.05055483879309575,0.017325773286006547,1.521404168958956,increase,0.2708333333333333
1,4,early_response,temporal_symmetry,12,8,0.6060606060606061,0.5871608368747957,-0.018899769185810378,0.9688153808434129,decrease,-0.13541666666666666
1,4,post_response,rise_duration,12,45,20.5,20.0,-0.5,0.975609756097561,decrease,-0.03518518518518519
1,4,post_response,fall_duration,12,45,21.0,19.0,-2.0,0.9047619047619048,decrease,-0.08518518518518518
1,4,post_response,duration,12,45,39.0,40.0,1.0,1.0256410256410255,increase,-0.06481481481481481
1,4,post_response,period,11,45,45.0,39.0,-6.0,0.8666666666666667,decrease,-0.11313131313131314
1,4,post_response,amplitude,12,45,0.7691063090785519,0.567154725856426,-0.20195158322212592,0.7374204569143642,decrease,-0.11851851851851852
1,4,post_response,rising_mean_rate,12,45,0.071960071611752,0.0592591986038973,-0.012700873007854697,0.8235011066083975,decrease,-0.014814814814814815
1,4,post_response,falling_mean_rate,12,45,0.0713381457252581,0.0567154725856426,-0.014622673139615495,0.7950230834996574,decrease,-0.17777777777777778
1,4,post_response,peak_rise_rate,12,45,0.05236661895105495,0.0539869937059393,0.0016203747548843503,1.0309428942968202,increase,-0.025925925925925925
1,4,post_response,peak_fall_rate,12,45,0.0332290655070892,0.0541786532337937,0.0209495877267045,1.6304597317741314,increase,-0.05185185185185185
1,4,post_response,temporal_symmetry,12,45,0.6060606060606061,0.6938775510204082,0.08781694495980208,1.1448979591836734,increase,0.03888888888888889
1,5,early_response,rise_duration,18,5,16.5,57.0,40.5,3.4545454545454546,increase,0.9777777777777777
1,5,early_response,fall_duration,18,5,11.0,76.0,65.0,6.909090909090909,increase,0.9777777777777777
1,5,early_response,duration,18,5,26.5,153.0,126.5,5.773584905660377,increase,0.9888888888888889
1,5,early_response,period,17,5,31.0,142.0,111.0,4.580645161290323,increase,0.9294117647058824
1,5,early_response,amplitude,18,5,0.27358213324373537,11.723090472527474,11.449508339283739,42.85035113050795,increase,0.9777777777777777
1,5,early_response,rising_mean_rate,18,5,0.04477295366901245,0.4040101982786034,0.35923724460959094,9.0235324045244,increase,0.8444444444444444
1,5,early_response,falling_mean_rate,18,5,0.03766690547837265,0.2232969613814757,0.18563005590310305,5.92820032719935,increase,0.7777777777777778
1,5,early_response,peak_rise_rate,18,5,0.03339158409310125,0.1539371154627588,0.12054553136965754,4.610057283702285,increase,0.9111111111111111
1,5,early_response,peak_fall_rate,18,5,0.0250841111795125,0.2653086543034078,0.24022454312389527,10.57676121767867,increase,0.9111111111111111
1,5,early_response,temporal_symmetry,18,5,0.7549857549857549,0.7794871794871795,0.024501424501424562,1.0324528301886793,increase,0.3111111111111111
1,5,post_response,rise_duration,18,30,16.5,33.5,17.0,2.0303030303030303,increase,0.6148148148148148
1,5,post_response,fall_duration,18,30,11.0,31.5,20.5,2.8636363636363638,increase,0.5648148148148148
1,5,post_response,duration,18,30,26.5,57.5,31.0,2.169811320754717,increase,0.7296296296296296
1,5,post_response,period,17,30,31.0,65.0,34.0,2.096774193548387,increase,0.6823529411764706
1,5,post_response,amplitude,18,30,0.27358213324373537,0.8964928663951923,0.622910733151457,3.2768692010910794,increase,0.8222222222222222
1,5,post_response,rising_mean_rate,18,30,0.04477295366901245,0.05947965347700705,0.014706699807994605,1.3284728525331393,increase,0.3888888888888889
1,5,post_response,falling_mean_rate,18,30,0.03766690547837265,0.07070985631873015,0.03304295084035751,1.8772409206625669,increase,0.5296296296296297
1,5,post_response,peak_rise_rate,18,30,0.03339158409310125,0.07665436246206805,0.0432627783689668,2.2956192269388307,increase,0.5851851851851851
1,5,post_response,peak_fall_rate,18,30,0.0250841111795125,0.07502103942044866,0.04993692824093616,2.990779257975951,increase,0.562962962962963
1,5,post_response,temporal_symmetry,18,30,0.7549857549857549,0.7928571428571429,0.037871387871387996,1.0501617250673856,increase,0.011111111111111112
2,1,early_response,rise_duration,13,10,24.0,24.0,0.0,1.0,unchanged,0.16923076923076924
2,1,early_response,fall_duration,13,10,22.0,26.5,4.5,1.2045454545454546,increase,0.19230769230769232
2,1,early_response,duration,13,10,50.0,63.0,13.0,1.26,increase,0.3076923076923077
2,1,early_response,period,12,10,41.5,49.0,7.5,1.180722891566265,increase,0.25833333333333336
2,1,early_response,amplitude,13,10,0.6214452560061545,0.9339871800714263,0.3125419240652718,1.50292752425835,increase,0.35384615384615387
2,1,early_response,rising_mean_rate,13,10,0.0660536194516936,0.0784295507303361,0.012375931278642505,1.1873618944938102,increase,0.27692307692307694
2,1,early_response,falling_mean_rate,13,10,0.0453616972174466,0.0561695326068355,0.010807835389388898,1.2382590611100874,increase,0.12307692307692308
2,1,early_response,peak_rise_rate,13,10,0.0537184709147823,0.0561642510891033,0.0024457801743209967,1.0455295940608758,increase,0.046153846153846156
2,1,early_response,peak_fall_rate,13,10,0.0450416965419208,0.06909089738080629,0.02404920083888549,1.5339319493994334,increase,0.38461538461538464
2,1,early_response,temporal_symmetry,13,10,0.5,0.5607142857142857,0.06071428571428572,1.1214285714285714,increase,0.1076923076923077
2,1,post_response,rise_duration,13,38,24.0,22.5,-1.5,0.9375,decrease,0.17813765182186234
2,1,post_response,fall_duration,13,38,22.0,23.5,1.5,1.0681818181818181,increase,0.016194331983805668
2,1,post_response,duration,13,38,50.0,46.0,-4.0,0.92,decrease,0.05263157894736842
2,1,post_response,period,12,38,41.5,45.5,4.0,1.0963855421686748,increase,0.10526315789473684
2,1,post_response,amplitude,13,38,0.6214452560061545,0.7800088844336415,0.15856362842748695,1.255153011299062,increase,0.0931174089068826
2,1,post_response,rising_mean_rate,13,38,0.0660536194516936,0.0540479683920538,-0.012005651059639792,0.818243857652346,decrease,-0.10931174089068826
2,1,post_response,falling_mean_rate,13,38,0.0453616972174466,0.05891263031942015,0.013550933101973549,1.2987307339276917,increase,0.18218623481781376
2,1,post_response,peak_rise_rate,13,38,0.0537184709147823,0.06005539195859905,0.006336921043816744,1.1179654025124708,increase,0.15384615384615385
2,1,post_response,peak_fall_rate,13,38,0.0450416965419208,0.06733514572113106,0.022293449179210258,1.4949513648639212,increase,0.2591093117408907
2,1,post_response,temporal_symmetry,13,38,0.5,0.7801932367149759,0.28019323671497587,1.5603864734299517,increase,0.4493927125506073
2,2,early_response,rise_duration,10,8,24.0,34.5,10.5,1.4375,increase,0.35
2,2,early_response,fall_duration,10,8,21.0,31.5,10.5,1.5,increase,0.225
2,2,early_response,duration,10,8,57.0,61.0,4.0,1.0701754385964912,increase,0.2125
2,2,early_response,period,9,8,38.0,79.0,41.0,2.0789473684210527,increase,0.4305555555555556
2,2,early_response,amplitude,10,8,1.0243506875713138,1.114447482251535,0.09009679468022114,1.087955029242804,increase,0.325
2,2,early_response,rising_mean_rate,10,8,0.058689773984388946,0.08503587512590549,0.026346101141516545,1.4489044573339884,increase,0.375
2,2,early_response,falling_mean_rate,10,8,0.05440160244010955,0.06931572810959155,0.014914125669481998,1.2741486463730711,increase,0.4
2,2,early_response,peak_rise_rate,10,8,0.0604987663446991,0.09935073075062059,0.038851964405921494,1.6421943248323063,increase,0.475
2,2,early_response,peak_fall_rate,10,8,0.0665017189873651,0.0852759256879835,0.018774206700618412,1.2823116001585673,increase,0.325
2,2,early_response,temporal_symmetry,10,8,0.7018518518518518,0.7338458110516934,0.031993959199841604,1.0455850606013575,increase,0.1
2,2,post_response,rise_duration,10,41,24.0,22.0,-2.0,0.9166666666666666,decrease,-0.16829268292682928
2,2,post_response,fall_duration,10,41,21.0,19.0,-2.0,0.9047619047619048,decrease,-0.18048780487804877
2,2,post_response,duration,10,41,57.0,42.0,-15.0,0.7368421052631579,decrease,-0.3097560975609756
2,2,post_response,period,9,41,38.0,42.0,4.0,1.105263157894737,increase,-0.17073170731707318
2,2,post_response,amplitude,10,41,1.0243506875713138,0.5970277094002086,-0.4273229781711052,0.5828352698388211,decrease,-0.21951219512195122
2,2,post_response,rising_mean_rate,10,41,0.058689773984388946,0.0515979178094847,-0.007091856174904244,0.8791636823002483,decrease,-0.03414634146341464
2,2,post_response,falling_mean_rate,10,41,0.05440160244010955,0.0628450220421272,0.008443419602017652,1.1552053473298507,increase,0.2
2,2,post_response,peak_rise_rate,10,41,0.0604987663446991,0.057453962679574,-0.0030448036651250995,0.9496716404467331,decrease,0.004878048780487805
2,2,post_response,peak_fall_rate,10,41,0.0665017189873651,0.0540714926181408,-0.012430226369224293,0.8130841343877749,decrease,-0.13658536585365855
2,2,post_response,temporal_symmetry,10,41,0.7018518518518518,0.6881720430107527,-0.013679808841099095,0.9805089794876161,decrease,-0.07073170731707316
2,3,early_response,rise_duration,11,11,21.0,31.0,10.0,1.4761904761904763,increase,0.19834710743801653
2,3,early_response,fall_duration,11,11,25.0,29.0,4.0,1.16,increase,0.2231404958677686
2,3,early_response,duration,11,11,46.0,60.0,14.0,1.3043478260869565,increase,0.32231404958677684
2,3,early_response,period,10,11,48.5,58.0,9.5,1.1958762886597938,increase,0.20909090909090908
2,3,early_response,amplitude,11,11,0.7271151932072826,1.0510822487847236,0.323967055577441,1.445551211972937,increase,0.4380165289256198
2,3,early_response,rising_mean_rate,11,11,0.048228391678363,0.0810447209195217,0.032816329241158695,1.6804359029845337,increase,0.3884297520661157
2,3,early_response,falling_mean_rate,11,11,0.0538603846820209,0.0839420808480601,0.030081696166039194,1.5585124640983254,increase,0.3884297520661157
2,3,early_response,peak_rise_rate,11,11,0.0579494643009184,0.0703135144485713,0.012364050147652898,1.2133591793609892,increase,0.33884297520661155
2,3,early_response,peak_fall_rate,11,11,0.0530425927438045,0.0767477888237408,0.0237051960799363,1.4469086983442212,increase,0.30578512396694213
2,3,early_response,temporal_symmetry,11,11,0.7741935483870968,0.5423728813559322,-0.23182066703116455,0.7005649717514124,decrease,-0.32231404958677684
2,3,post_response,rise_duration,11,39,21.0,20.0,-1.0,0.9523809523809523,decrease,-0.17715617715617715
2,3,post_response,fall_duration,11,39,25.0,21.0,-4.0,0.84,decrease,-0.14918414918414918
2,3,post_response,duration,11,39,46.0,44.0,-2.0,0.9565217391304348,decrease,-0.12121212121212122
2,3,post_response,period,10,39,48.5,35.0,-13.5,0.7216494845360825,decrease,-0.1641025641025641
2,3,post_response,amplitude,11,39,0.7271151932072826,0.5589261586474095,-0.1681890345598731,0.7686899735680168,decrease,-0.030303030303030304
2,3,post_response,rising_mean_rate,11,39,0.048228391678363,0.057231121003781,0.009002729325417999,1.1866686615937256,increase,0.12354312354312354
2,3,post_response,falling_mean_rate,11,39,0.0538603846820209,0.0640479196882986,0.010187535006277691,1.189147089580264,increase,0.07226107226107226
2,3,post_response,peak_rise_rate,11,39,0.0579494643009184,0.042300004949584,-0.015649459351334404,0.7299464362591807,decrease,-0.08624708624708624
2,3,post_response,peak_fall_rate,11,39,0.0530425927438045,0.0419004376636166,-0.011142155080187899,0.7899394712094022,decrease,-0.1282051282051282
2,3,post_response,temporal_symmetry,11,39,0.7741935483870968,0.5411764705882354,-0.23301707779886138,0.6990196078431373,decrease,-0.3916083916083916
2,4,early_response,rise_duration,16,16,17.0,20.0,3.0,1.1764705882352942,increase,0.19140625
2,4,early_response,fall_duration,16,16,12.0,13.5,1.5,1.125,increase,0.11328125
2,4,early_response,duration,16,16,27.5,44.5,17.0,1.6181818181818182,increase,0.25390625
2,4,early_response,period,15,16,34.0,38.0,4.0,1.1176470588235294,increase,0.2
2,4,early_response,amplitude,16,16,0.456244852343616,0.7991240532214761,0.34287920087786006,1.7515245358201306,increase,0.171875
2,4,early_response,rising_mean_rate,16,16,0.04519055301259765,0.0607624159218358,0.015571862909238149,1.3445822604759279,increase,0.0546875
2,4,early_response,falling_mean_rate,16,16,0.0595323809930456,0.0567731929247752,-0.002759188068270399,0.9536523145514251,decrease,-0.0078125
2,4,early_response,peak_rise_rate,16,16,0.040324879635204494,0.04722574486881965,0.006900865233615154,1.1711317007277697,increase,0.0625
2,4,early_response,peak_fall_rate,16,16,0.03455570854557655,0.03480695399919105,0.00025124545361450423,1.0072707365639206,increase,0.1328125
2,4,early_response,temporal_symmetry,16,16,0.4142857142857143,0.6294642857142857,0.21517857142857139,1.519396551724138,increase,0.28125
2,4,post_response,rise_duration,16,41,17.0,21.0,4.0,1.2352941176470589,increase,0.2850609756097561
2,4,post_response,fall_duration,16,41,12.0,21.0,9.0,1.75,increase,0.15548780487804878
2,4,post_response,duration,16,41,27.5,38.0,10.5,1.3818181818181818,increase,0.2423780487804878
2,4,post_response,period,15,41,34.0,47.0,13.0,1.3823529411764706,increase,0.2910569105691057
2,4,post_response,amplitude,16,41,0.456244852343616,0.5229087377774704,0.06666388543385438,1.1461142741477928,increase,0.18292682926829268
2,4,post_response,rising_mean_rate,16,41,0.04519055301259765,0.0561154698283417,0.010924916815744048,1.2417522266810619,increase,-0.021341463414634148
2,4,post_response,falling_mean_rate,16,41,0.0595323809930456,0.0633041360936583,0.0037717551006127004,1.0633563623308349,increase,0.06707317073170732
2,4,post_response,peak_rise_rate,16,41,0.040324879635204494,0.0606215114082715,0.02029663177306701,1.5033277707628323,increase,0.2652439024390244
2,4,post_response,peak_fall_rate,16,41,0.03455570854557655,0.0616834182718776,0.027127709726301054,1.7850427865057814,increase,0.22560975609756098
2,4,post_response,temporal_symmetry,16,41,0.4142857142857143,0.7647058823529411,0.3504201680672268,1.8458417849898578,increase,0.32164634146341464
2,5,early_response,rise_duration,11,13,28.0,10.0,-18.0,0.35714285714285715,decrease,-0.15384615384615385
2,5,early_response,fall_duration,11,13,26.0,24.0,-2.0,0.9230769230769231,decrease,-0.06993006993006994
2,5,early_response,duration,11,13,55.0,38.0,-17.0,0.6909090909090909,decrease,-0.11888111888111888
2,5,early_response,period,10,13,46.0,50.0,4.0,1.0869565217391304,increase,-0.12307692307692308
2,5,early_response,amplitude,11,13,0.6010136378733932,0.7610147699163008,0.16000113204290756,1.2662188043004319,increase,0.02097902097902098
2,5,early_response,rising_mean_rate,11,13,0.0523426826598876,0.0803471125640888,0.028004429904201204,1.5350209137381905,increase,0.25874125874125875
2,5,early_response,falling_mean_rate,11,13,0.0457580750781484,0.0534521954774801,0.007694120399331698,1.1681478162311507,increase,0.20279720279720279
2,5,early_response,peak_rise_rate,11,13,0.0532766722006272,0.0270541742338991,-0.0262224979667281,0.5078052572807016,decrease,-0.13286713286713286
2,5,early_response,peak_fall_rate,11,13,0.0718640550087457,0.0450075112259582,-0.026856543782787498,0.6262868303281923,decrease,-0.07692307692307693
2,5,early_response,temporal_symmetry,11,13,0.8695652173913043,0.5,-0.3695652173913043,0.5750000000000001,decrease,-0.6433566433566433
2,5,post_response,rise_duration,11,48,28.0,17.0,-11.0,0.6071428571428571,decrease,-0.19128787878787878
2,5,post_response,fall_duration,11,48,26.0,14.5,-11.5,0.5576923076923077,decrease,-0.3693181818181818
2,5,post_response,duration,11,48,55.0,34.0,-21.0,0.6181818181818182,decrease,-0.3541666666666667
2,5,post_response,period,10,48,46.0,32.5,-13.5,0.7065217391304348,decrease,-0.36041666666666666
2,5,post_response,amplitude,11,48,0.6010136378733932,0.5112281815042934,-0.08978545636909985,0.8506099517362139,decrease,-0.16666666666666666
2,5,post_response,rising_mean_rate,11,48,0.0523426826598876,0.05318557343611395,0.0008428907762263529,1.0161033163260524,increase,-0.045454545454545456
2,5,post_response,falling_mean_rate,11,48,0.0457580750781484,0.05748686257982975,0.011728787501681354,1.2563216980095913,increase,0.2727272727272727
2,5,post_response,peak_rise_rate,11,48,0.0532766722006272,0.0393385428402325,-0.0139381293603947,0.738382132654475,decrease,-0.11363636363636363
2,5,post_response,peak_fall_rate,11,48,0.0718640550087457,0.04368259217096685,-0.028181462837778844,0.6078503664405074,decrease,-0.20454545454545456
2,5,post_response,temporal_symmetry,11,48,0.8695652173913043,0.5732323232323232,-0.2963328941589811,0.6592171717171718,decrease,-0.4147727272727273
4,1,early_response,rise_duration,11,16,26.0,14.5,-11.5,0.5576923076923077,decrease,-0.23863636363636365
4,1,early_response,fall_duration,11,16,19.0,20.5,1.5,1.0789473684210527,increase,-0.13636363636363635
4,1,early_response,duration,11,16,52.0,32.5,-19.5,0.625,decrease,-0.1875
4,1,early_response,period,10,16,45.5,36.0,-9.5,0.7912087912087912,decrease,-0.3625
4,1,early_response,amplitude,11,16,0.6142042208728071,0.5736522950461449,-0.04055192582666223,0.9339764781019635,decrease,0.07954545454545454
4,1,early_response,rising_mean_rate,11,16,0.0520667962048993,0.0699654853256409,0.0178986891207416,1.3437639806049253,increase,0.32954545454545453
4,1,early_response,falling_mean_rate,11,16,0.0415339432997825,0.05518853787540805,0.013654594575625546,1.3287574810094434,increase,0.3522727272727273
4,1,early_response,peak_rise_rate,11,16,0.0535604254677309,0.0320539539470246,-0.021506471520706297,0.5984633928335106,decrease,-0.22727272727272727
4,1,early_response,peak_fall_rate,11,16,0.0488075287786614,0.039152368627605905,-0.009655160151055497,0.8021788770572477,decrease,-0.13636363636363635
4,1,early_response,temporal_symmetry,11,16,0.6666666666666667,0.5326246334310851,-0.13404203323558161,0.7989369501466276,decrease,-0.32386363636363635
4,1,post_response,rise_duration,11,39,26.0,23.0,-3.0,0.8846153846153846,decrease,-0.004662004662004662
4,1,post_response,fall_duration,11,39,19.0,20.0,1.0,1.0526315789473684,increase,-0.11655011655011654
4,1,post_response,duration,11,39,52.0,42.0,-10.0,0.8076923076923077,decrease,-0.0979020979020979
4,1,post_response,period,10,39,45.5,45.0,-0.5,0.989010989010989,decrease,-0.19230769230769232
4,1,post_response,amplitude,11,39,0.6142042208728071,0.7687812363205921,0.15457701544778502,1.2516703894156334,increase,0.039627039627039624
4,1,post_response,rising_mean_rate,11,39,0.0520667962048993,0.0635404299857518,0.011473633780852498,1.2203637369140234,increase,0.1655011655011655
4,1,post_response,falling_mean_rate,11,39,0.0415339432997825,0.0597301459182331,0.018196202618450598,1.4381043833742095,increase,0.35664335664335667
4,1,post_response,peak_rise_rate,11,39,0.0535604254677309,0.0433762242795182,-0.0101842011882127,0.8098558572065773,decrease,-0.10955710955710955
4,1,post_response,peak_fall_rate,11,39,0.0488075287786614,0.0441712998649563,-0.004636228913705104,0.9050099640420217,decrease,-0.10955710955710955
4,1,post_response,temporal_symmetry,11,39,0.6666666666666667,0.5964912280701755,-0.07017543859649122,0.8947368421052632,decrease,-0.2400932400932401
4,2,early_response,rise_duration,11,14,25.0,22.0,-3.0,0.88,decrease,-0.012987012987012988
4,2,early_response,fall_duration,11,14,27.0,24.0,-3.0,0.8888888888888888,decrease,0.03896103896103896
4,2,early_response,duration,11,14,49.0,51.0,2.0,1.0408163265306123,increase,0.03896103896103896
4,2,early_response,period,10,14,57.5,44.0,-13.5,0.7652173913043478,decrease,-0.07142857142857142
4,2,early_response,amplitude,11,14,0.758244347881373,0.8004356258319376,0.042191277950564654,1.0556433794309872,increase,0.09090909090909091
4,2,early_response,rising_mean_rate,11,14,0.0487800643598055,0.06069668663261875,0.011916622272813246,1.2442928772072814,increase,0.03896103896103896
4,2,early_response,falling_mean_rate,11,14,0.0695162670665232,0.0662811551426412,-0.0032351119238819975,0.9534625194879038,decrease,0.03896103896103896
4,2,early_response,peak_rise_rate,11,14,0.0678861550452438,0.06994796091294114,0.0020618058676973444,1.0303715222393022,increase,0.15584415584415584
4,2,early_response,peak_fall_rate,11,14,0.0623741108920057,0.08693525644348475,0.02456114555147905,1.3937714734564173,increase,0.16883116883116883
4,2,early_response,temporal_symmetry,11,14,0.7647058823529411,0.834848484848485,0.07014260249554383,1.091724941724942,increase,0.11688311688311688
